_index,_id,_version,_score,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.file,_source.data.title,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.gdpr,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.data.id,_source.decoder.parent,_source.rule.gpg13,_source.data.dpkg_status,_source.data.package,_source.data.arch,_source.data.version,_source.rule.hipaa,_source.rule.tsc,_source.rule.nist_800_53,_source.decoder,_source.syscheck.uname_after,_source.syscheck.mtime_after,_source.syscheck.inode_before,_source.syscheck.size_after,_source.syscheck.gid_after,_source.syscheck.md5_before,_source.syscheck.sha256_before,_source.syscheck.mtime_before,_source.syscheck.mode,_source.syscheck.path,_source.syscheck.sha1_after,_source.syscheck.changed_attributes,_source.syscheck.gname_after,_source.syscheck.uid_after,_source.syscheck.perm_after,_source.syscheck.event,_source.syscheck.md5_after,_source.syscheck.sha1_before,_source.syscheck.sha256_after,_source.syscheck.inode_after,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.data.extra_data,_source.data.status,_source.data.srcuser,_source.data.dstuser,_source.data.tty,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.data.uid,_source.data.srcip,_source.data.srcport,_source.data.protocol,_source.data.url,_source.data.level,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.previous_result,_source.data.sca.check.file,_source.data.sca.check.compliance.cis_csc_v8,_source.data.sca.check.compliance.soc_2,_source.data.sca.check.compliance.hipaa,_source.data.sca.check.compliance.pci_dss_4.0,_source.data.sca.check.compliance.nist_sp_800-53,_source.data.sca.check.compliance.pci_dss_3.2.1,_source.data.sca.check.compliance.mitre_tactics,_source.data.sca.check.compliance.mitre_techniques,_source.data.sca.check.compliance.cis,_source.data.sca.check.compliance.cmmc_v2.0,_source.data.sca.check.compliance.cis_csc_v7,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.type,_source.data.sca.policy,_source.rule.cis_csc_v8,_source.rule.nist_sp_800-53,_source.rule.mitre_tactics,_source.rule.mitre_techniques,_source.rule.cis,_source.rule.soc_2,_source.rule.cis_csc_v7,_source.data.audit.pid,_source.data.audit.id,_source.data.audit.type,_source.data.audit.command,_source.data.sca.check.compliance.pci_dss_v4.0,_source.data.sca.check.compliance.pci_dss_v3.2.1,_source.data.sca.check.compliance.mitre_mitigations,_source.data.sca.check.command,_source.rule.mitre_mitigations,_source.data.sca.check.directory,_source.data.sca.check.reason,_source.data.sca.check.references,_source.data.audit.uid,_source.data.audit.res,_source.data.audit.auid,_source.data.audit.gid,_source.data.audit.exe,_source.data.audit.session,_source.syscheck.size_before,_source.syscheck.perm_before,_source.data.audit.list,_source.data.audit.key,_source.data.sca.score,_source.data.sca.total_checks,_source.data.sca.file,_source.data.sca.policy_id,_source.data.sca.invalid,_source.data.sca.description,_source.data.sca.passed,_source.data.sca.failed,_source.data.euid
wazuh-alerts-4.x-2023.10.07,LuCnC4sBZm_RewTg7umb,1,1,machine-1,001,ubuntu, , ,6,false,7,"[""10.6.1"",""10.2.7""]",New dpkg (Debian Package) installed.,"[""syslog"",""dpkg"",""config_changed""]",2902,"[""IV_35.7.d""]",dpkg-decoder,2023-10-08 00:40:33 status installed libctf-nobfd0:amd64 2.38-4ubuntu2.3,log,"Oct 7, 2023 @ 19:40:34.082",/var/log/dpkg.log,1696707634.52587,"Oct 7, 2023 @ 19:40:34.082", , , ,192.168.40.130, , ,"[""4.10""]",status installed,libctf-nobfd0,amd64,2.38-4ubuntu2.3,"[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]","[""AU.6"",""AU.14""]","{""name"":""dpkg-decoder""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,M-CnC4sBZm_RewTg7umc,1,1,machine-1,001,ubuntu, , ,9,false,7,"[""10.6.1"",""10.2.7""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""IV_35.7.d""]",dpkg-decoder,2023-10-08 00:40:33 status half-configured binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.3,log,"Oct 7, 2023 @ 19:40:34.084",/var/log/dpkg.log,1696707634.55018,"Oct 7, 2023 @ 19:40:34.084", , , ,192.168.40.130, , ,"[""4.10""]",status half-configured,binutils-x86-64-linux-gnu,amd64,2.38-4ubuntu2.3,"[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]","[""AU.6"",""AU.14""]","{""name"":""dpkg-decoder""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,NOCnC4sBZm_RewTg7umc,1,1,machine-1,001,ubuntu, , ,9,false,7,"[""10.6.1"",""10.2.7""]",New dpkg (Debian Package) installed.,"[""syslog"",""dpkg"",""config_changed""]",2902,"[""IV_35.7.d""]",dpkg-decoder,2023-10-08 00:40:33 status installed binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.3,log,"Oct 7, 2023 @ 19:40:34.084",/var/log/dpkg.log,1696707634.55543,"Oct 7, 2023 @ 19:40:34.084", , , ,192.168.40.130, , ,"[""4.10""]",status installed,binutils-x86-64-linux-gnu,amd64,2.38-4ubuntu2.3,"[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]","[""AU.6"",""AU.14""]","{""name"":""dpkg-decoder""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,OOCnC4sBZm_RewTg7umc,1,1,machine-1,001,ubuntu, , ,12,false,7,"[""10.6.1"",""10.2.7""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""IV_35.7.d""]",dpkg-decoder,2023-10-08 00:40:33 status half-configured man-db:amd64 2.10.2-1,log,"Oct 7, 2023 @ 19:40:34.118",/var/log/dpkg.log,1696707634.57513,"Oct 7, 2023 @ 19:40:34.118", , , ,192.168.40.130, , ,"[""4.10""]",status half-configured,man-db,amd64,2.10.2-1,"[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]","[""AU.6"",""AU.14""]","{""name"":""dpkg-decoder""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,TuCxC4sBZm_RewTgQelm,1,1,machine-1,001,ubuntu, , ,14,false,7,"[""10.6.1"",""10.2.7""]",New dpkg (Debian Package) installed.,"[""syslog"",""dpkg"",""config_changed""]",2902,"[""IV_35.7.d""]",dpkg-decoder,2023-10-08 00:50:41 status installed vim:amd64 2:8.2.3995-1ubuntu2.11,log,"Oct 7, 2023 @ 19:50:41.293",/var/log/dpkg.log,1696708241.64501,"Oct 7, 2023 @ 19:50:41.293", , , ,192.168.40.130, , ,"[""4.10""]",status installed,vim,amd64,2:8.2.3995-1ubuntu2.11,"[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]","[""AU.6"",""AU.14""]","{""name"":""dpkg-decoder""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,T-CxC4sBZm_RewTgQelm,1,1,machine-1,001,ubuntu, , ,15,false,7,"[""10.6.1"",""10.2.7""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""IV_35.7.d""]",dpkg-decoder,2023-10-08 00:50:41 status half-configured man-db:amd64 2.10.2-1,log,"Oct 7, 2023 @ 19:50:41.298",/var/log/dpkg.log,1696708241.64982,"Oct 7, 2023 @ 19:50:41.298", , , ,192.168.40.130, , ,"[""4.10""]",status half-configured,man-db,amd64,2.10.2-1,"[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]","[""AU.6"",""AU.14""]","{""name"":""dpkg-decoder""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,JeCnC4sBZm_RewTg4umS,1,1,machine-1,001,ubuntu, , ,3,false,3,"[""10.6.1""]",New dpkg (Debian Package) requested to install.,"[""syslog"",""dpkg""]",2901,"[""IV_35.7.d""]",dpkg-decoder,2023-10-08 00:40:30 install binutils-common:amd64 <none> 2.38-4ubuntu2.3,log,"Oct 7, 2023 @ 19:40:31.974",/var/log/dpkg.log,1696707631.48568,"Oct 7, 2023 @ 19:40:31.974", , , ,192.168.40.130, , ,"[""4.10""]",install,binutils-common,amd64,<none>,"[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC8.1""]","[""AU.6""]","{""name"":""dpkg-decoder""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,JuCnC4sBZm_RewTg4umS,1,1,machine-1,001,ubuntu, , ,4,false,3,"[""10.6.1""]",New dpkg (Debian Package) requested to install.,"[""syslog"",""dpkg""]",2901,"[""IV_35.7.d""]",dpkg-decoder,2023-10-08 00:40:31 install libbinutils:amd64 <none> 2.38-4ubuntu2.3,log,"Oct 7, 2023 @ 19:40:32.006",/var/log/dpkg.log,1696707632.48992,"Oct 7, 2023 @ 19:40:32.006", , , ,192.168.40.130, , ,"[""4.10""]",install,libbinutils,amd64,<none>,"[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC8.1""]","[""AU.6""]","{""name"":""dpkg-decoder""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,VeCyC4sBZm_RewTg--lN,1,1,machine-1,001,ubuntu, , ,2,false,3,"[""10.6.1"",""10.2.6""]",Wazuh agent stopped.,"[""ossec""]",506,"[""IV_35.7.d""]",ossec,ossec: Agent stopped: 'machine-1->any'.,log,"Oct 7, 2023 @ 19:52:29.917",wazuh-remoted,1696708349.66969,"Oct 7, 2023 @ 19:52:29.917", , , ,192.168.40.130, ,ossec,"[""10.1""]", , , , ,"[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8""]","[""AU.6"",""AU.14"",""AU.5""]","{""parent"":""ossec"",""name"":""ossec""}", , , , , , , , , , , , , , , , , , , , ,"[""Disable or Modify Tools""]","[""T1562.001""]","[""Defense Evasion""]",machine-1->any, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,ReCwC4sBZm_RewTgzOlV,1,1,machine-1,001,ubuntu, , ,1,false,7,"[""10.6.1""]",Agent event queue is 90% full.,"[""wazuh"",""agent_flooding""]",202,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: '90%'.,log,"Oct 7, 2023 @ 19:50:09.337",wazuh-agent,1696708209.61249,"Oct 7, 2023 @ 19:50:09.337", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,R-CwC4sBZm_RewTgzOlV,1,1,machine-1,001,ubuntu, , ,2,false,9,"[""10.6.1""]",Agent event queue is full. Events may be lost.,"[""wazuh"",""agent_flooding""]",203,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: 'full'.,log,"Oct 7, 2023 @ 19:50:12.980",wazuh-agent,1696708212.61721,"Oct 7, 2023 @ 19:50:12.980", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,full, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,WOCzC4sBZm_RewTgNemZ,1,1,machine-1,001,ubuntu,/usr/bin/diff,Trojaned version of file detected.,4,false,7,"[""10.6.1""]",Host-based anomaly detection event (rootcheck).,"[""ossec"",""rootcheck""]",510,"[""IV_35.7.d""]",rootcheck,Trojaned version of file '/usr/bin/diff' detected. Signature used: 'bash|^/bin/sh|file\.h|proc\.h|/dev/[^n]|^/bin/.*sh' (Generic).,log,"Oct 7, 2023 @ 19:52:52.055",rootcheck,1696708372.68008,"Oct 7, 2023 @ 19:52:52.055", , , ,192.168.40.130, , , , , , , , , , ,"{""name"":""rootcheck""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,U-CxC4sBZm_RewTgyuk7,1,1,machine-1,001,ubuntu, , ,3,false,9,"[""10.6.1""]",Agent event queue is full. Events may be lost.,"[""wazuh"",""agent_flooding""]",203,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: 'full'.,log,"Oct 7, 2023 @ 19:51:17.910",wazuh-agent,1696708277.66510,"Oct 7, 2023 @ 19:51:17.910", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,full, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,ZeC1C4sBZm_RewTgMenX,1,1,machine-1,001,ubuntu, , ,7,false,9,"[""10.6.1""]",Agent event queue is full. Events may be lost.,"[""wazuh"",""agent_flooding""]",203,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: 'full'.,log,"Oct 7, 2023 @ 19:55:03.698",wazuh-agent,1696708503.70981,"Oct 7, 2023 @ 19:55:03.698", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,full, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,SOCxC4sBZm_RewTgBum9,1,1,machine-1,001,ubuntu, , ,1,false,3, ,Agent event queue is back to normal load.,"[""wazuh"",""agent_flooding""]",205, ,wazuh,wazuh: Agent buffer: 'normal'.,log,"Oct 7, 2023 @ 19:50:23.509",wazuh-agent,1696708223.61966,"Oct 7, 2023 @ 19:50:23.509", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,normal, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,Z-C1C4sBZm_RewTg_ekr,1,1,machine-1,001,ubuntu, , ,7,false,3,"[""10.5.2"",""10.5.5""]",Log file rotated.,"[""ossec""]",591,"[""II_5.1.f"",""IV_35.7.d""]",ossec,ossec: File rotated (inode changed): '/var/log/audit/audit.log'.,log,"Oct 7, 2023 @ 19:55:49.134",logcollector,1696708549.71440,"Oct 7, 2023 @ 19:55:49.134", , , ,192.168.40.130, , ,"[""10.1""]", , , , ,"[""164.312.b""]","[""CC6.1"",""CC7.2"",""CC7.3"",""PI1.4"",""PI1.5"",""CC7.1"",""CC8.1""]","[""AU.9""]","{""name"":""ossec""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,aOC1C4sBZm_RewTg_ekr,1,1,machine-1,001,ubuntu, , ,6,false,7,"[""10.6.1""]",Agent event queue is 90% full.,"[""wazuh"",""agent_flooding""]",202,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: '90%'.,log,"Oct 7, 2023 @ 19:55:52.317",wazuh-agent,1696708552.71809,"Oct 7, 2023 @ 19:55:52.317", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,aeC1C4sBZm_RewTg_ekr,1,1,machine-1,001,ubuntu, , ,8,false,9,"[""10.6.1""]",Agent event queue is full. Events may be lost.,"[""wazuh"",""agent_flooding""]",203,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: 'full'.,log,"Oct 7, 2023 @ 19:55:52.374",wazuh-agent,1696708552.72036,"Oct 7, 2023 @ 19:55:52.374", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,full, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,a-C2C4sBZm_RewTgAekA,1,1,machine-1,001,ubuntu, , ,10,false,9,"[""10.6.1""]",Agent event queue is full. Events may be lost.,"[""wazuh"",""agent_flooding""]",203,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: 'full'.,log,"Oct 7, 2023 @ 19:55:56.145",wazuh-agent,1696708556.72526,"Oct 7, 2023 @ 19:55:56.145", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,full, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,bOC2C4sBZm_RewTgAekB,1,1,machine-1,001,ubuntu, , ,11,false,9,"[""10.6.1""]",Agent event queue is full. Events may be lost.,"[""wazuh"",""agent_flooding""]",203,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: 'full'.,log,"Oct 7, 2023 @ 19:55:58.692",wazuh-agent,1696708558.72771,"Oct 7, 2023 @ 19:55:58.692", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,full, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,g-C6C4sBZm_RewTg4-lK,1,1,machine-1,001,ubuntu, , ,1,false,3,"[""10.5.2"",""10.5.5""]",Log file rotated.,"[""ossec""]",591,"[""II_5.1.f"",""IV_35.7.d""]",ossec,ossec: File rotated (inode changed): '/var/log/audit/audit.log'.,log,"Oct 7, 2023 @ 20:01:09.489",logcollector,1696708869.77940,"Oct 7, 2023 @ 20:01:09.489", , , ,192.168.40.130, , ,"[""10.1""]", , , , ,"[""164.312.b""]","[""CC6.1"",""CC7.2"",""CC7.3"",""PI1.4"",""PI1.5"",""CC7.1"",""CC8.1""]","[""AU.9""]","{""name"":""ossec""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,b-C2C4sBZm_RewTg9-kf,1,1,machine-1,001,ubuntu, , ,7,false,7,"[""10.6.1""]",Agent event queue is 90% full.,"[""wazuh"",""agent_flooding""]",202,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: '90%'.,log,"Oct 7, 2023 @ 19:56:56.919",wazuh-agent,1696708616.73599,"Oct 7, 2023 @ 19:56:56.919", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,ceC2C4sBZm_RewTg9-kf,1,1,machine-1,001,ubuntu, , ,13,false,9,"[""10.6.1""]",Agent event queue is full. Events may be lost.,"[""wazuh"",""agent_flooding""]",203,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: 'full'.,log,"Oct 7, 2023 @ 19:56:58.965",wazuh-agent,1696708618.74071,"Oct 7, 2023 @ 19:56:58.965", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,full, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,euC4C4sBZm_RewTg9-lf,1,1,machine-1,001,ubuntu, , ,16,false,9,"[""10.6.1""]",Agent event queue is full. Events may be lost.,"[""wazuh"",""agent_flooding""]",203,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: 'full'.,log,"Oct 7, 2023 @ 19:59:02.994",wazuh-agent,1696708742.76426,"Oct 7, 2023 @ 19:59:02.994", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,full, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,gOC5C4sBZm_RewTg0em9,1,1,machine-1,001,ubuntu, , ,1,false,7,"[""10.6.1""]",Agent event queue is 90% full.,"[""wazuh"",""agent_flooding""]",202,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: '90%'.,log,"Oct 7, 2023 @ 20:00:06.697",wazuh-agent,1696708806.77254,"Oct 7, 2023 @ 20:00:06.697", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,ieC7C4sBZm_RewTgxenS,1,1,machine-1,001,ubuntu, , ,3,false,7,"[""10.6.1""]",Agent event queue is 90% full.,"[""wazuh"",""agent_flooding""]",202,"[""IV_35.7.d""]",wazuh,wazuh: Agent buffer: '90%'.,log,"Oct 7, 2023 @ 20:02:15.585",wazuh-agent,1696708935.79609,"Oct 7, 2023 @ 20:02:15.585", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90%, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,guC6C4sBZm_RewTgDOlO,1,1,machine-1,001,ubuntu, , ,1,false,3, ,Agent event queue is back to normal load.,"[""wazuh"",""agent_flooding""]",205, ,wazuh,wazuh: Agent buffer: 'normal'.,log,"Oct 7, 2023 @ 20:00:16.982",wazuh-agent,1696708816.77726,"Oct 7, 2023 @ 20:00:16.982", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,normal, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,ZuC1C4sBZm_RewTgTekW,1,1,machine-1,001,ubuntu, , ,5,false,3, ,Agent event queue is back to normal load.,"[""wazuh"",""agent_flooding""]",205, ,wazuh,wazuh: Agent buffer: 'normal'.,log,"Oct 7, 2023 @ 19:55:08.061",wazuh-agent,1696708508.71226,"Oct 7, 2023 @ 19:55:08.061", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,normal, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,i-C7C4sBZm_RewTg5ekj,1,1,machine-1,001,ubuntu, , ,3,false,3, ,Agent event queue is back to normal load.,"[""wazuh"",""agent_flooding""]",205, ,wazuh,wazuh: Agent buffer: 'normal'.,log,"Oct 7, 2023 @ 20:02:23.598",wazuh-agent,1696708943.80081,"Oct 7, 2023 @ 20:02:23.598", , , ,192.168.40.130, ,wazuh, , , , , , , , ,"{""parent"":""wazuh"",""name"":""wazuh""}", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,normal, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.07,xODvC4sBZm_RewTgKumo,1,1,machine-1,001,ubuntu, , ,1,false,3,"[""10.6.1"",""10.2.6""]",Wazuh agent stopped.,"[""ossec""]",506,"[""IV_35.7.d""]",ossec,ossec: Agent stopped: 'machine-1->any'.,log,"Oct 7, 2023 @ 20:58:14.038",wazuh-remoted,1696712294.91032,"Oct 7, 2023 @ 20:58:14.038", , , , , ,ossec,"[""10.1""]", , , , ,"[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8""]","[""AU.6"",""AU.14"",""AU.5""]","{""parent"":""ossec"",""name"":""ossec""}", , , , , , , , , , , , , , , , , , , , ,"[""Disable or Modify Tools""]","[""T1562.001""]","[""Defense Evasion""]",machine-1->any, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
