Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Log Type
2023-06-10 19:32:42,75.124.75.98,104.175.173.70,47491,59448,SMTP,Virtualization
2023-06-14 10:04:13,181.53.220.77,34.27.63.11,36838,56337,FTP,Virtualization
2023-06-03 09:35:11,137.175.188.211,37.132.134.47,58241,3499,SSH,Virtualization
2023-06-08 03:48:39,243.251.43.5,202.151.198.65,46229,44479,HTTP,Virtualization
2023-06-20 15:14:40,236.225.175.100,154.36.84.72,16889,20729,SSH,Virtualization
2023-06-20 04:44:08,42.177.134.11,197.153.161.34,59996,3585,HTTP,Virtualization
2023-06-04 21:37:55,78.97.152.102,201.141.208.40,44479,3584,SSH,Virtualization
2023-07-01 01:45:42,56.70.16.78,182.78.48.20,64231,13055,SSH,Virtualization
2023-06-24 09:33:23,248.32.232.117,3.128.117.15,46016,6119,SMTP,Virtualization
2023-06-10 09:32:03,250.234.141.109,155.23.100.83,52059,43252,HTTP,Virtualization
2023-06-01 23:55:45,47.16.166.248,197.55.76.147,28611,63932,MySQL,Virtualization
2023-06-24 16:01:59,149.99.164.211,194.210.135.42,8285,63018,MySQL,Virtualization
2023-06-07 16:22:12,196.78.17.54,186.111.5.156,22585,6588,MySQL,Virtualization
2023-06-03 08:03:25,113.13.87.64,66.6.36.208,15389,28732,HTTP,Virtualization
2023-06-01 12:27:40,166.124.112.86,133.10.99.167,46809,50102,SMTP,Virtualization
2023-06-25 11:40:18,166.6.253.72,59.164.55.73,55321,29958,MySQL,Virtualization
2023-07-01 01:07:08,128.155.72.202,254.186.108.102,47990,1504,FTP,Virtualization
2023-06-06 10:13:44,61.116.247.29,64.85.28.156,23326,54867,FTP,Virtualization
2023-06-24 18:17:59,13.35.253.164,104.151.235.26,61250,43809,SSH,Virtualization
2023-06-07 10:15:57,66.14.171.13,98.252.47.107,9481,3634,FTP,Virtualization
2023-06-06 04:34:55,131.73.56.109,29.253.77.196,25322,56454,SMTP,Virtualization
2023-06-24 09:32:38,189.21.235.103,152.12.151.126,26246,13718,SSH,Virtualization
2023-06-16 06:02:31,211.207.83.206,99.35.200.83,39436,21174,MySQL,Virtualization
2023-06-09 18:08:38,105.84.213.6,220.24.108.78,56269,63725,SSH,Virtualization
2023-06-22 20:13:21,134.51.82.20,14.18.186.152,49334,21677,FTP,Virtualization
2023-06-25 00:14:29,131.213.110.98,143.252.26.230,1237,53496,FTP,Virtualization
2023-06-24 11:16:39,127.26.247.158,122.129.172.254,6185,35213,SMTP,Virtualization
2023-06-05 18:10:55,237.76.60.122,52.208.232.102,25214,25814,HTTP,Virtualization
2023-06-03 12:41:12,98.54.251.252,178.21.166.141,16540,3149,SMTP,Virtualization
2023-06-02 09:27:43,130.40.133.64,220.117.1.39,44134,43829,MySQL,Virtualization
2023-06-26 14:24:40,13.78.104.255,217.164.133.255,20797,38841,SMTP,Virtualization
2023-06-23 18:29:09,38.118.144.60,91.158.241.80,35740,63673,HTTP,Virtualization
2023-06-05 13:23:01,64.207.77.233,188.182.75.106,26873,20576,FTP,Virtualization
2023-06-10 11:51:17,236.110.80.123,244.84.169.7,33740,36207,FTP,Virtualization
2023-06-26 08:18:03,117.143.87.72,1.234.51.1,4182,60742,FTP,Virtualization
2023-06-24 01:26:45,129.179.49.81,184.175.45.62,49098,39070,SSH,Virtualization
2023-06-06 17:28:10,63.144.138.227,134.105.201.203,43695,11183,SSH,Virtualization
2023-06-22 12:57:37,102.138.254.67,155.12.249.3,41365,22438,FTP,Virtualization
2023-06-24 00:58:57,206.176.75.242,111.205.97.144,18352,11692,SSH,Virtualization
2023-06-06 11:25:07,207.165.163.254,81.127.19.215,26218,30111,HTTP,Virtualization
2023-06-26 02:05:19,192.3.242.78,184.233.161.132,27587,14599,SMTP,Virtualization
2023-06-02 21:01:53,199.29.91.4,225.230.21.61,32102,17007,MySQL,Virtualization
2023-06-12 16:41:56,178.144.17.208,229.140.164.76,24981,61920,HTTP,Virtualization
2023-06-09 13:42:57,126.186.91.212,41.197.113.158,6821,12815,SSH,Virtualization
2023-06-05 17:55:06,77.3.28.37,152.165.245.240,49293,50400,HTTP,Virtualization
2023-06-28 04:05:17,113.85.124.75,48.247.234.239,698,56203,SSH,Virtualization
2023-06-27 00:59:03,28.253.117.111,247.231.106.174,53174,1655,FTP,Virtualization
2023-06-25 12:17:25,162.32.93.157,243.227.115.239,53424,44381,HTTP,Virtualization
2023-06-11 22:12:17,213.77.5.253,142.189.143.234,7914,36628,FTP,Virtualization
2023-06-13 00:34:25,81.195.157.4,58.232.147.3,40281,4861,SMTP,Virtualization
2023-06-16 06:10:41,90.240.147.110,165.148.118.92,11765,58796,HTTP,Virtualization
2023-06-26 04:42:23,50.5.16.12,80.189.160.88,27463,29454,FTP,Virtualization
2023-06-26 19:25:05,62.122.123.7,149.106.91.37,20758,53498,HTTP,Virtualization
2023-06-20 19:37:00,45.62.10.132,184.18.52.136,65146,45669,SMTP,Virtualization
2023-07-01 00:46:49,62.244.122.0,253.92.124.226,61388,17332,FTP,Virtualization
2023-06-06 21:32:56,249.80.227.203,87.130.111.36,34521,9447,SMTP,Virtualization
2023-06-30 02:54:32,1.223.180.141,180.136.145.52,55901,14174,FTP,Virtualization
2023-06-10 16:54:03,162.77.20.239,142.252.22.149,47875,20996,MySQL,Virtualization
2023-06-23 13:58:10,48.194.31.103,215.82.210.160,50423,28313,FTP,Virtualization
2023-06-28 10:58:37,201.111.151.88,243.151.177.216,10616,30690,HTTP,Virtualization
2023-06-27 15:32:26,236.112.14.219,229.175.78.231,42191,16830,HTTP,Virtualization
2023-06-01 14:53:11,122.64.26.152,48.187.233.36,20191,2068,SMTP,Virtualization
2023-06-15 13:55:31,26.102.201.252,176.143.88.52,14005,35672,MySQL,Virtualization
2023-06-26 23:59:24,95.204.163.137,18.246.172.253,18243,54403,MySQL,Virtualization
2023-06-07 15:40:09,140.26.179.34,126.169.175.108,21687,3152,HTTP,Virtualization
2023-06-26 14:05:50,34.231.119.230,199.28.121.40,53840,48804,FTP,Virtualization
2023-06-23 15:30:34,191.54.105.248,102.185.125.105,40973,36911,SMTP,Virtualization
2023-06-12 18:00:01,223.95.42.94,249.195.132.35,33553,38462,MySQL,Virtualization
2023-06-06 23:14:41,32.83.138.252,20.12.222.143,52920,33928,MySQL,Virtualization
2023-06-28 19:01:20,43.200.150.194,122.98.17.138,15287,42946,SMTP,Virtualization
2023-06-22 16:42:49,116.206.63.63,204.60.147.16,44193,51600,FTP,Virtualization
2023-06-14 18:55:52,165.103.209.218,108.77.15.73,24330,28037,SMTP,Virtualization
2023-06-22 03:31:52,77.116.249.199,234.68.96.78,8651,64357,SSH,Virtualization
2023-06-24 06:02:33,110.184.65.47,150.120.255.134,14203,24327,SMTP,Virtualization
2023-07-01 07:47:32,132.183.103.222,100.170.250.24,32128,59860,SSH,Virtualization
2023-06-25 03:12:13,144.40.219.165,205.12.112.184,10870,63634,MySQL,Virtualization
2023-06-15 16:12:52,64.48.63.217,147.124.75.245,44064,45944,HTTP,Virtualization
2023-06-08 10:35:43,71.97.91.252,136.42.212.94,54856,52606,FTP,Virtualization
2023-06-06 21:50:05,57.8.235.3,45.140.231.56,46574,43628,FTP,Virtualization
2023-06-14 21:13:53,208.252.100.1,63.107.64.51,41241,53677,FTP,Virtualization
