block_id,partition,label,selection_seed
blk_8325907881894424389,train,0,42
blk_-8236565858529890233,train,0,42
blk_-6635163678784332104,train,1,42
blk_-183447799214415473,train,0,42
blk_-7133662611037680180,train,0,42
blk_4241467193520768333,train,1,42
blk_-343012738927737560,train,0,42
blk_1724757848743533110,train,0,42
blk_-4124076082317028650,train,0,42
blk_673476706497929834,train,0,42
blk_4193604636626169834,train,0,42
blk_5843363107380935089,train,0,42
blk_-6190764663394547266,train,0,42
blk_-4062268335889088125,train,0,42
blk_3987454875245692871,train,0,42
blk_1035824054262404460,train,0,42
blk_-1108570261745126410,train,1,42
blk_2766156688195495667,train,0,42
blk_-6711078233107638356,train,0,42
blk_5799043764703954178,train,0,42
blk_-5201849516636698389,train,0,42
blk_62359565926320690,train,0,42
blk_5091635680517632319,train,0,42
blk_-1859030606443465289,train,0,42
blk_1692901340744714607,train,0,42
blk_-1886316288453051202,train,0,42
blk_4954929548449554051,train,0,42
blk_-3951387086890552698,train,0,42
blk_-2523022365037353613,train,0,42
blk_8863809764208212584,train,0,42
blk_4994828670232036303,train,0,42
blk_-8677256357120831670,train,0,42
blk_-2201643233977574945,train,0,42
blk_-3121941343847495437,train,0,42
blk_3430581666438870815,train,0,42
blk_-1099326260147530184,train,0,42
blk_-5123799021783319064,train,0,42
blk_-1492560108281312596,train,0,42
blk_8132604984526283773,train,0,42
blk_5677221456014696519,train,0,42
blk_-6514604296488608650,train,0,42
blk_8447955597186737616,train,0,42
blk_-2028091261868566288,train,0,42
blk_1030155362723789007,train,0,42
blk_3372904035008042672,train,0,42
blk_5053924089866984156,train,0,42
blk_-5825133166747620622,train,0,42
blk_1895658171208492205,train,0,42
blk_-3349894872241843847,train,0,42
blk_-7973111356374526071,train,0,42
blk_4476285099347237270,train,0,42
blk_5050111193367395604,train,0,42
blk_5778077380824070291,train,0,42
blk_7680514326487216903,train,0,42
blk_-8507820383104237016,train,0,42
blk_-5042396407016695242,train,0,42
blk_1491523049647914108,train,0,42
blk_3510959106298778413,train,1,42
blk_7481813813695331195,train,0,42
blk_-4672509080222650305,train,0,42
blk_-4653935284200974336,train,0,42
blk_-8566321724469592160,train,0,42
blk_5584929415779267147,train,0,42
blk_3459697825542751708,train,0,42
blk_-5925318275568355924,train,0,42
blk_9134391641163987789,train,1,42
blk_-3385622594397428217,train,0,42
blk_1166296516123659585,train,0,42
blk_7941486243775533569,train,0,42
blk_-6519032316498104614,train,0,42
blk_64862365945626351,train,0,42
blk_330871539804081784,train,0,42
blk_-5323183418950206816,train,0,42
blk_-6974922588490801983,train,0,42
blk_-3882599283484649836,train,0,42
blk_-2677088460528430086,train,0,42
blk_2462755772254892112,train,0,42
blk_5223175652948504080,train,0,42
blk_-5650973585455191895,train,0,42
blk_3567284013412794423,train,0,42
blk_-3065172901935078267,train,0,42
blk_-101307270082577103,train,0,42
blk_1338064265742316290,train,0,42
blk_-2407948957987556733,train,0,42
blk_7733544969529148633,train,0,42
blk_-1387798392465035458,train,0,42
blk_1070803050638100596,train,0,42
blk_3191665180605152201,train,0,42
blk_-2732255251186374867,train,0,42
blk_2857776840458053406,train,0,42
blk_3159532733243334098,train,0,42
blk_-4370564925802816150,train,0,42
blk_-3153366067936210575,train,0,42
blk_-1884315546757055387,train,0,42
blk_-532800595579770669,train,0,42
blk_1814068088193033312,train,0,42
blk_530188390579258110,train,0,42
blk_723117163380960217,train,0,42
blk_4992769724443297463,train,0,42
blk_-8045821103557898450,train,0,42
blk_7271323470934290915,train,0,42
blk_4589214505052112710,train,0,42
blk_-2946687953239733695,train,0,42
blk_9044998452323436700,train,0,42
blk_-3500113454278812757,train,0,42
blk_4340935124645223671,train,0,42
blk_-6380940084501867255,train,0,42
blk_2706119141566772049,train,0,42
blk_-3607740353704653616,train,0,42
blk_143381928062997127,train,0,42
blk_-2068629900715236973,train,0,42
blk_4829328313796766274,train,0,42
blk_2119581380268056353,train,0,42
blk_-4768707271637166047,train,0,42
blk_-3713941976539443728,train,0,42
blk_-4179757863166215774,train,0,42
blk_-3651798324879826377,train,0,42
blk_-1551342940066130717,train,0,42
blk_-5040816651612148683,train,0,42
blk_3466198644888275917,train,0,42
blk_-8978353214757183042,train,0,42
blk_-1596119835428703714,train,0,42
blk_-5953917366574841967,train,0,42
blk_-4185497798714087217,train,0,42
blk_987475353444479376,train,0,42
blk_6245500694666580212,train,0,42
blk_-3081401812013058058,train,0,42
blk_6754259214372057890,train,0,42
blk_5251931354617361910,train,0,42
blk_-363061743454535497,train,0,42
blk_-2236842110486981223,train,0,42
blk_5332386178420584920,train,0,42
blk_-9014521213981289651,train,1,42
blk_-6023246294107575931,train,0,42
blk_2646599964269401912,train,0,42
blk_8122628715332973444,train,0,42
blk_5117560431568819895,train,1,42
blk_-7112125023334102601,train,0,42
blk_-7364302721162347746,train,0,42
blk_-1791927966089371812,train,0,42
blk_-2248347966391782929,train,0,42
blk_-662990347153875794,train,0,42
blk_-8077038952282939875,train,0,42
blk_-32832934898283164,train,0,42
blk_4570784448841162053,train,0,42
blk_8187105245924166006,train,0,42
blk_-8848101011206348345,train,0,42
blk_-5210599225687580181,train,0,42
blk_-119397988244431775,train,0,42
blk_-6520216238205126744,train,0,42
blk_-5756950409374928502,train,0,42
blk_6142294412514049339,train,0,42
blk_-6402458526732928809,train,0,42
blk_1241606638154257430,train,0,42
blk_-1387766958076213090,train,0,42
blk_2488364137944039870,train,0,42
blk_9055844147435141,train,0,42
blk_3927796097553627200,train,0,42
blk_-4263290430696777270,train,0,42
blk_-1175181543320399703,train,0,42
blk_-4406647633771239019,train,0,42
blk_-8123560812772409106,train,0,42
blk_8696812606181781388,train,0,42
blk_192436750242564288,train,0,42
blk_-3206348676005534989,train,0,42
blk_1401604446358072369,train,0,42
blk_-1141818860327303570,train,0,42
blk_-594857247766944865,train,0,42
blk_-7889391291839178956,train,0,42
blk_-6568289454169594123,train,0,42
blk_-6979707748656928794,train,0,42
blk_-129108141821094584,train,0,42
blk_6216274083669530247,train,0,42
blk_-3311566344527721580,train,0,42
blk_5966329665413991515,train,0,42
blk_-6282479990706998543,train,0,42
blk_2309388865610297122,train,0,42
blk_8461475652042164677,train,0,42
blk_2816351507802245205,train,0,42
blk_2721894577449026697,train,0,42
blk_3835255781696850002,train,0,42
blk_6822018998801406933,train,0,42
blk_5164231823332768140,train,0,42
blk_-3424311399105851652,train,0,42
blk_-679674391764797971,train,0,42
blk_4618075433803375491,train,0,42
blk_2472328224373384258,train,0,42
blk_984896387710051998,train,0,42
blk_8391830131091330374,train,1,42
blk_-1944365935938587274,train,0,42
blk_6192748235569037636,train,0,42
blk_-8499169799821382233,train,1,42
blk_6341952147216025420,train,0,42
blk_-5539141058486351067,train,0,42
blk_-1045086606486418249,train,0,42
blk_8181993091797661153,train,1,42
blk_8448443848882891358,train,0,42
blk_7477067199498016526,train,0,42
blk_-540185405337052481,train,0,42
blk_-4452949782922785555,train,0,42
blk_-6316977427282305647,train,0,42
blk_-4631480006633702642,train,0,42
blk_-1000927344760357676,train,0,42
blk_-3480701669440458432,train,0,42
blk_3553644028026032147,train,0,42
blk_2219605467630380940,train,0,42
blk_1164685402947591265,train,0,42
blk_-6821906094116271971,train,0,42
blk_-1208894933783961621,train,0,42
blk_-2706411051195575975,train,0,42
blk_-7346095240141992434,train,0,42
blk_-9022255598744211124,train,0,42
blk_-8839222241388246979,train,0,42
blk_-7555957066779485849,train,0,42
blk_-7551968826972668729,train,0,42
blk_-1275308786227648657,train,0,42
blk_2935987364893969167,train,0,42
blk_-2859540306229926466,train,0,42
blk_-1062517823814846522,train,0,42
blk_7970000657952830170,train,0,42
blk_-7910722635778922543,train,0,42
blk_9035870107585315847,train,0,42
blk_6107260867471803252,train,0,42
blk_-7435329116901078721,train,0,42
blk_6693015136907487810,train,0,42
blk_364241392582723436,train,0,42
blk_-8284217095379629043,train,0,42
blk_-1751434975296267969,train,0,42
blk_792242172671650288,train,0,42
blk_7494861754295450029,train,0,42
blk_8659352057370527385,train,0,42
blk_8427895476353593708,train,1,42
blk_-7825088020385934324,train,0,42
blk_3073405682678992875,train,0,42
blk_-600414169036175234,train,0,42
blk_4986049612134727501,train,0,42
blk_-7095487047402744048,train,0,42
blk_1288654778259187677,train,0,42
blk_3049112172363913128,train,0,42
blk_9190902146004730117,train,0,42
blk_-3829413058684766161,train,0,42
blk_-8023833834153041380,train,0,42
blk_8653964441345455349,train,0,42
blk_-9073563154903246671,train,0,42
blk_6163225399292137622,train,0,42
blk_-8774720005799363140,train,0,42
blk_-4206763818357058679,train,0,42
blk_-2184206178697688427,train,0,42
blk_6252523876233060159,train,0,42
blk_7207292073800877164,train,0,42
blk_306661053271473873,train,0,42
blk_-5591462553873430661,train,0,42
blk_-807511815815846321,train,0,42
blk_-2958850557187314948,train,0,42
blk_-4627401213431665363,train,0,42
blk_3275988426036116188,train,0,42
blk_5494198754524184466,train,0,42
blk_-2471250307616329820,train,0,42
blk_8767568935724641049,train,0,42
blk_-4422943006492212985,train,0,42
blk_442041799034041513,train,0,42
blk_1696901510261744230,train,1,42
blk_7019358474600183168,train,0,42
blk_1747370353411938285,train,0,42
blk_7088907962790187033,train,0,42
blk_-2099940905348138633,train,0,42
blk_3495431236454070877,train,0,42
blk_8397109446310448052,train,0,42
blk_-3121021966537082988,train,0,42
blk_1854831952357743697,train,0,42
blk_-3494223868660120521,train,0,42
blk_7005361568949175430,train,0,42
blk_-666845303272429442,train,0,42
blk_-8529788243921806079,train,0,42
blk_-5280341960228427483,train,0,42
blk_-809939025160608811,train,0,42
blk_-3078094619476252570,train,0,42
blk_-6381256426933282735,train,0,42
blk_3401070716295703480,train,0,42
blk_-2353205798381350352,train,0,42
blk_4455585171122333616,train,1,42
blk_-5526686278560717173,train,1,42
blk_2321441547186134207,train,0,42
blk_-5458123280780166115,train,0,42
blk_-2539009758496521099,train,0,42
blk_-8116069758349955928,train,0,42
blk_-4596632985034170353,train,0,42
blk_-7244326927081423560,train,0,42
blk_-4420524211048729939,train,0,42
blk_-7886459694089917820,train,0,42
blk_-5241449162229973689,train,0,42
blk_-86488509644183350,train,0,42
blk_-3877203440193509838,train,0,42
blk_-4029801579370813344,train,0,42
blk_-4024194113219277082,train,0,42
blk_-5566545814622326303,train,0,42
blk_-916972917436052003,train,0,42
blk_-7938126886178959652,train,0,42
blk_157665405544674078,train,0,42
blk_1441516778260913415,train,0,42
blk_-6159183830603164635,train,0,42
blk_-7196259463826458235,train,0,42
blk_8864098819492136084,train,0,42
blk_6708312124409372483,train,0,42
blk_-5493834254028513821,train,1,42
blk_7487848033780478539,train,0,42
blk_6377636211294567339,train,0,42
blk_-8339588006645025823,train,0,42
blk_-7519257290621583845,train,0,42
blk_2567242373344026146,train,0,42
blk_-7600775149677036060,train,0,42
blk_-6490714357715215728,train,0,42
blk_3812834529926787421,train,0,42
blk_-6584171779433290283,train,0,42
blk_-4335715441040487990,train,0,42
blk_-458199933437259574,train,0,42
blk_6091098919781752374,train,0,42
blk_-3875317358496831033,train,0,42
blk_7239056504055844132,train,0,42
blk_7616619909718947745,train,0,42
blk_-6879384904479918555,train,0,42
blk_1166234250158354613,train,0,42
blk_-1023495876047573307,train,1,42
blk_-7012387467942273998,train,0,42
blk_-5108401616584709814,train,0,42
blk_5665070073718579750,train,0,42
blk_-3009841598824495120,train,0,42
blk_2038979406730881014,train,0,42
blk_-2644914261429003662,train,0,42
blk_-2255320889394567350,train,0,42
blk_8594880095852495695,train,1,42
blk_-702966940024075040,train,0,42
blk_5718920729760069113,train,0,42
blk_-1644159349585217851,train,0,42
blk_1266633649615086745,train,0,42
blk_-7668991663084596410,train,0,42
blk_-8224750811261029691,train,0,42
blk_-8490711258724704523,train,0,42
blk_8260106495917076776,train,1,42
blk_-5439842411069317338,train,1,42
blk_-4693283221499101261,train,0,42
blk_1785297910383250256,train,0,42
blk_-6750461967860060495,train,0,42
blk_-1739500146119319942,train,0,42
blk_-4357506533449568224,train,0,42
blk_-9043628226028248163,train,0,42
blk_-7369203865927921969,train,0,42
blk_-2158126191996218897,train,1,42
blk_258296952067207676,train,0,42
blk_-2175265930270185070,train,0,42
blk_-136971772686549144,train,0,42
blk_-594850263433799117,train,0,42
blk_5433157319693978407,train,0,42
blk_-3848063957231864127,train,0,42
blk_-1886154032861725764,train,0,42
blk_2013505490927515747,train,0,42
blk_-3499165156665249134,train,0,42
blk_-7159448201667684488,train,0,42
blk_-1591168019286425828,train,0,42
blk_-3936788040926123951,train,0,42
blk_427714267500527780,train,0,42
blk_6221967779658373168,train,1,42
blk_577759701876456466,train,0,42
blk_-3974069489174611953,train,0,42
blk_-3836893019579610191,train,0,42
blk_6114974355238479226,train,0,42
blk_-3844188651924098403,train,0,42
blk_-2694757722220193792,train,0,42
blk_-3653808452854177493,train,0,42
blk_1127142041996863321,train,0,42
blk_7760724152699432897,train,0,42
blk_-2415869163475066846,train,0,42
blk_-785993366818251834,train,0,42
blk_-4715093221046866633,train,1,42
blk_-1876345605821081227,train,0,42
blk_7994846488970732287,train,0,42
blk_462757365295557934,train,0,42
blk_7317170618364655237,train,0,42
blk_6455560439766580821,train,0,42
blk_-1137633366079226324,train,0,42
blk_-3418498156505329776,train,0,42
blk_-2586560061357932865,train,0,42
blk_4017520669664030777,train,0,42
blk_-6317864766848135632,train,0,42
blk_-9040478236832176324,train,0,42
blk_-4119021979430059037,train,0,42
blk_765644769128692214,train,0,42
blk_9161043558952379867,train,0,42
blk_4352493961636970286,train,0,42
blk_-484138517179358478,train,0,42
blk_-5253517712347661288,train,0,42
blk_5241166726929317430,train,0,42
blk_3015465293925839352,train,0,42
blk_-3357828558453484160,train,0,42
blk_8099438511782107000,train,0,42
blk_-4398673082073357152,train,0,42
blk_-871503221916659553,train,0,42
blk_-7615187197697315844,train,0,42
blk_-6602995467776908074,train,0,42
blk_-5330259310274315786,train,0,42
blk_316431192550066393,train,0,42
blk_-435157758130348175,train,0,42
blk_-2909679707728624265,train,0,42
blk_6091177331642652672,train,0,42
blk_-111009123109180926,train,0,42
blk_-419782094710033824,train,0,42
blk_-3720876472100525499,train,0,42
blk_7265806103210334895,train,0,42
blk_-2286540363396443,train,0,42
blk_-450987851614902908,train,0,42
blk_4889078121822486803,train,0,42
blk_1368585472025517976,train,0,42
blk_3110541981369317204,train,0,42
blk_-8889306272271222932,train,0,42
blk_1163254620318502254,train,0,42
blk_8212899862966972161,train,0,42
blk_58698409990719732,train,0,42
blk_-3535944153098894305,train,0,42
blk_8615396709354813922,train,0,42
blk_-4793608322623977605,train,0,42
blk_-714037130302498269,train,0,42
blk_5479394242818184172,train,0,42
blk_-5294193005417690161,train,0,42
blk_5119200028801851872,train,0,42
blk_75833561205712527,train,0,42
blk_-7850141322389139804,train,0,42
blk_-1108108532545920363,train,0,42
blk_-6292916580373969636,train,0,42
blk_36455684225874687,train,0,42
blk_-4619876640667646189,train,0,42
blk_6358503417200822468,train,0,42
blk_-4982875099900569861,train,0,42
blk_320428472982711446,train,0,42
blk_1384013319750495554,train,0,42
blk_-4043461903926232454,train,0,42
blk_1030107227211484996,train,0,42
blk_7248676827289854324,train,0,42
blk_2504735936125738037,train,0,42
blk_5841758216027319022,train,0,42
blk_-2654346802825487473,train,0,42
blk_-9055561169116083999,train,0,42
blk_-929584504140774227,train,0,42
blk_-4649872443214137819,train,0,42
blk_-5093898533576144276,train,0,42
blk_-8910390768992610126,train,0,42
blk_-7218324316144307972,train,0,42
blk_2078162247500317207,train,0,42
blk_-3390893307111957078,train,0,42
blk_-7166406854788673598,train,0,42
blk_8082772940973368166,train,1,42
blk_-7455961197223896235,train,0,42
blk_-9121006822539218037,train,0,42
blk_3454187813723311610,train,0,42
blk_-8891919332151536742,train,0,42
blk_-7250050344283963089,train,0,42
blk_-3065719133902011215,train,0,42
blk_5024464155527484688,train,0,42
blk_-8348256836335013718,train,0,42
blk_1781953582842324563,train,0,42
blk_6189809234325788429,train,0,42
blk_-3489998901950481596,train,0,42
blk_8585458798934660904,train,0,42
blk_3281213341514805650,train,0,42
blk_1816812819639344618,train,0,42
blk_8902765008346447007,train,0,42
blk_2187112972120892880,train,0,42
blk_1858115410177747327,train,0,42
blk_-7854011411019918691,train,0,42
blk_716553748756874772,train,0,42
blk_4929030647678699348,train,1,42
blk_3768596506595724494,train,0,42
blk_-159651233117507174,train,0,42
blk_-594475218518189563,train,0,42
blk_2084541094624924191,train,0,42
blk_-6680874438659959189,train,0,42
blk_-2810617992378300055,train,0,42
blk_-5457518329317380154,train,0,42
blk_-3455944432529995570,train,0,42
blk_2754642855086743927,train,0,42
blk_-5191845410309244814,train,0,42
blk_-7516305570721822087,train,0,42
blk_8525131065996148548,train,0,42
blk_2161018446771848103,train,0,42
blk_-8008604711447568695,train,0,42
blk_-6743618773234557861,train,0,42
blk_-5916707261246526640,train,0,42
blk_6101951722408298735,train,0,42
blk_-7501681934549439552,train,0,42
blk_2245941246124049271,train,1,42
blk_2217051860588951118,train,0,42
blk_-7863118511479684876,train,0,42
blk_107281617738926490,train,0,42
blk_-3927253752243484019,train,0,42
blk_1304454113813253571,train,0,42
blk_132082726988708265,train,0,42
blk_7059257958529718554,train,0,42
blk_9056514806795308459,train,1,42
blk_801875182461985043,train,0,42
blk_-4860536037693689536,train,0,42
blk_-2533327590963355759,train,0,42
blk_-6370538789162250866,train,0,42
blk_7207029671119891083,train,0,42
blk_-7521008391660066370,train,0,42
blk_6584279801225354296,train,0,42
blk_-2883039463849257282,train,0,42
blk_-377027443807652306,train,0,42
blk_-10129051993868086,train,0,42
blk_-7329756903355664287,train,0,42
blk_-4141168089552404457,train,0,42
blk_-4406064041654869721,train,0,42
blk_-734867729739043491,train,0,42
blk_-865436252094508972,train,0,42
blk_-6664870500344903822,train,0,42
blk_8513581665382608686,train,0,42
blk_8513890045175344677,train,0,42
blk_-6087175910386658310,train,1,42
blk_8288046825967589473,train,0,42
blk_-1379016308813850741,train,0,42
blk_-7421099310617326361,train,0,42
blk_4041742785655311937,train,0,42
blk_6400352833801934935,train,0,42
blk_-8376994042493106637,train,0,42
blk_4917308595528136131,train,0,42
blk_4336168271852098565,train,0,42
blk_3872153729430898920,train,0,42
blk_746786388071798167,train,0,42
blk_-8514295768932607475,train,0,42
blk_-7491148029274184067,train,0,42
blk_-6837050820114491742,train,0,42
blk_-8162775590652113486,train,0,42
blk_-15202068352150957,train,0,42
blk_-4191504948367794288,train,0,42
blk_-48975134655814657,train,0,42
blk_-1049950327842630697,train,0,42
blk_-7271504514150571583,train,0,42
blk_-1656869518974635470,train,0,42
blk_6645072216533516848,train,0,42
blk_-6007030720283364648,train,0,42
blk_-6320126444167663974,train,0,42
blk_3831857125611223327,train,0,42
blk_-9185304931219477577,train,0,42
blk_6848884150905768026,train,0,42
blk_4190370148557660903,train,0,42
blk_4478507326308044208,train,0,42
blk_-3409143921027097384,train,0,42
blk_8292469899795340166,train,0,42
blk_-5748392838845753922,train,0,42
blk_6523980109346689644,train,0,42
blk_-6098606952560866040,train,0,42
blk_-6866664182369926315,train,0,42
blk_1039541772360444536,train,0,42
blk_4355847250638645092,train,0,42
blk_7964166642749270203,train,0,42
blk_-7275333234673759107,train,0,42
blk_8578501981029680834,train,0,42
blk_-2017394387252462336,train,0,42
blk_-2064413566946043057,train,0,42
blk_-1791779822968374118,train,1,42
blk_-7839918150055323794,train,0,42
blk_8142530974747523105,train,0,42
blk_7828171879729661103,train,0,42
blk_-50873365708419686,train,0,42
blk_5437981600589213172,train,0,42
blk_322689091516032821,train,0,42
blk_8766055850651329237,train,0,42
blk_-1885629195595756904,train,0,42
blk_-138785093158954615,train,0,42
blk_8839003649973997854,train,0,42
blk_-4354170107741539617,train,0,42
blk_-4977520117986275683,train,0,42
blk_-3699070568221175086,train,0,42
blk_1905255295567688429,train,0,42
blk_7279684136857877665,train,0,42
blk_-5812626093446235344,train,0,42
blk_-6912293500782726741,train,0,42
blk_3760455852901544383,train,0,42
blk_-6241424011963084542,train,0,42
blk_-4229326932573208493,train,0,42
blk_-5460617549534779696,train,0,42
blk_4554235108369288329,train,0,42
blk_4266796397456996831,train,0,42
blk_-3159769196328185526,train,0,42
blk_6418393584068152846,train,0,42
blk_5409522443990218177,train,0,42
blk_6819097080800423945,train,0,42
blk_-605319880620189829,train,0,42
blk_3291702415815174190,train,0,42
blk_-7513109942558013358,train,0,42
blk_-3511427314592040829,train,0,42
blk_-4732221510111399094,train,0,42
blk_1574713973958652729,train,0,42
blk_9168849649179833202,train,0,42
blk_-7806155939446318482,train,0,42
blk_7212697961258752711,train,0,42
blk_-368334134828764718,train,0,42
blk_-2482510454352769534,train,0,42
blk_-5894207489784259153,train,1,42
blk_-8532189645582651158,train,0,42
blk_3757981019143201066,train,0,42
blk_4334908428143593202,train,0,42
blk_-2675417607103258162,train,0,42
blk_3165896951414436567,train,0,42
blk_-9166806103708333916,train,0,42
blk_-8806786201606901361,train,0,42
blk_3571378293759686576,train,0,42
blk_2073630623757840705,train,0,42
blk_8286466633243897985,train,0,42
blk_-1045807211895730336,train,0,42
blk_-3993200440798661447,train,0,42
blk_-1680045645851413334,train,0,42
blk_2772045677359100189,train,0,42
blk_-2490228022084347789,train,0,42
blk_592171654291028800,train,0,42
blk_-7195505893436879347,train,0,42
blk_-2262950423237832880,train,0,42
blk_-1627660237841544988,train,1,42
blk_-5986050859097737270,train,0,42
blk_-7522929380538492656,train,0,42
blk_8787622670217214176,train,0,42
blk_7216770413174257403,train,0,42
blk_-8143800061075196998,train,0,42
blk_-6311827248464167367,train,0,42
blk_2265249433895337315,train,0,42
blk_5041088901635769107,train,0,42
blk_2845241654702562756,train,0,42
blk_-8838168228888102402,train,0,42
blk_3484453795168547142,train,0,42
blk_-1568784666493500248,train,0,42
blk_3679891126690583019,train,0,42
blk_7849463768202172925,train,0,42
blk_-8506856191310877418,train,0,42
blk_-40621197178741342,train,0,42
blk_-2403281701507350652,train,0,42
blk_6163657109333431636,train,0,42
blk_-464100154766531984,train,0,42
blk_5199876004302045756,train,0,42
blk_7648806550615959642,train,0,42
blk_6470624810231570543,train,0,42
blk_7239331098728663119,train,0,42
blk_8851872990369483227,train,0,42
blk_-6474201532969098745,train,0,42
blk_5628273806868747122,train,0,42
blk_-3609925674959144102,train,0,42
blk_-7429465913590645429,train,0,42
blk_-3521449862515207118,train,0,42
blk_-8518663468386008992,train,0,42
blk_-6476574438874550296,train,0,42
blk_-7909286227864713313,train,0,42
blk_-1469984878552551601,train,0,42
blk_-4782250367183302421,train,0,42
blk_3452793769759175939,train,0,42
blk_-390211854839859123,train,0,42
blk_6321569339979077995,train,0,42
blk_-7925897669357933069,train,0,42
blk_-1817034027733120686,train,0,42
blk_3351906907958054156,train,0,42
blk_3732426658527555973,train,0,42
blk_8549110635187508765,train,0,42
blk_713345695785038610,train,0,42
blk_6748113034547853511,train,0,42
blk_-2723946295414690628,train,0,42
blk_2044890811626121143,train,0,42
blk_1315007363401488001,train,0,42
blk_-521098460259673602,train,0,42
blk_-132969478785080336,train,0,42
blk_-1631003430114856089,train,0,42
blk_5296323286083841316,train,0,42
blk_-1756545697596501859,train,0,42
blk_-1067930470987196297,train,0,42
blk_-5219108347172549035,train,0,42
blk_5429075292336614642,train,0,42
blk_1098860703097945304,train,0,42
blk_4222344143483837999,train,0,42
blk_-3153235013712242598,train,0,42
blk_3959528012200610002,train,0,42
blk_5667653784650623493,train,0,42
blk_5606449635406390692,train,0,42
blk_-3516529593866363336,train,0,42
blk_-2871352614042214222,train,0,42
blk_-7407500210757177270,train,0,42
blk_1774326347544256621,train,0,42
blk_-5684834870390615431,train,0,42
blk_-322301692271073714,train,0,42
blk_-1437405794003079810,train,0,42
blk_-1350150605866353404,train,0,42
blk_-464559695676779450,train,0,42
blk_2273268482769014818,train,0,42
