index,phase,preferred_agent,reassignments,run_id,status,utility_agent-alpha,utility_agent-beta,utility_agent-gamma,winner
50,1,agent-alpha,0,ma_20260909T160812Z_34016,ok,0.966151,0.845,0.845,agent-alpha
51,1,agent-alpha,0,ma_20260909T160812Z_34016,ok,0.966223,0.845,0.845,agent-alpha
52,1,agent-alpha,0,ma_20260909T160812Z_34016,ok,0.966293,0.845,0.845,agent-alpha
53,1,agent-alpha,0,ma_20260909T160812Z_34016,ok,0.96636,0.845,0.845,agent-alpha
54,1,agent-alpha,0,ma_20260909T160812Z_34016,ok,0.966425,0.845,0.845,agent-alpha
55,1,agent-alpha,0,ma_20260909T160812Z_34016,ok,0.966488,0.845,0.845,agent-alpha
56,1,agent-alpha,0,ma_20260909T160812Z_34016,ok,0.966548,0.845,0.845,agent-alpha
57,1,agent-alpha,0,ma_20260909T160812Z_34016,ok,0.966607,0.845,0.845,agent-alpha
58,1,agent-alpha,0,ma_20260909T160812Z_34016,ok,0.966663,0.845,0.845,agent-alpha
59,1,agent-alpha,0,ma_20260909T160812Z_34016,ok,0.966718,0.845,0.845,agent-alpha
60,2,agent-gamma,2,ma_20260909T160812Z_34016,ok,0.966771,0.845,0.845,agent-gamma
61,2,agent-gamma,1,ma_20260909T160812Z_34016,ok,0.963647,0.836665,0.903332,agent-gamma
62,2,agent-gamma,1,ma_20260909T160812Z_34016,ok,0.960622,0.836665,0.919998,agent-gamma
63,2,agent-gamma,1,ma_20260909T160812Z_34016,ok,0.957689,0.836665,0.929998,agent-gamma
64,2,agent-gamma,1,ma_20260909T160812Z_34016,ok,0.954845,0.836665,0.936665,agent-gamma
65,2,agent-gamma,1,ma_20260909T160812Z_34016,ok,0.952086,0.836665,0.941427,agent-gamma
66,2,agent-gamma,1,ma_20260909T160812Z_34016,ok,0.949408,0.836665,0.944998,agent-gamma
67,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.947776,agent-gamma
68,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.949998,agent-gamma
69,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.951817,agent-gamma
70,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.953332,agent-gamma
71,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.954614,agent-gamma
72,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.955713,agent-gamma
73,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.956665,agent-gamma
74,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.957498,agent-gamma
75,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.958233,agent-gamma
76,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.958887,agent-gamma
77,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.959472,agent-gamma
78,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.959998,agent-gamma
79,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.960474,agent-gamma
80,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.960907,agent-gamma
81,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.961302,agent-gamma
82,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.961665,agent-gamma
83,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.961998,agent-gamma
84,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.962306,agent-gamma
85,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.962591,agent-gamma
86,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.962855,agent-gamma
87,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.963101,agent-gamma
88,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.963331,agent-gamma
89,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.963546,agent-gamma
90,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.963748,agent-gamma
91,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.963937,agent-gamma
92,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.964116,agent-gamma
93,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.964284,agent-gamma
94,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.964442,agent-gamma
95,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.964593,agent-gamma
96,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.964735,agent-gamma
97,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.96487,agent-gamma
98,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.964998,agent-gamma
99,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.96512,agent-gamma
100,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.965236,agent-gamma
101,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.965347,agent-gamma
102,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.965452,agent-gamma
103,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.965553,agent-gamma
104,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.96565,agent-gamma
105,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.965743,agent-gamma
106,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.965831,agent-gamma
107,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.965916,agent-gamma
108,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.965998,agent-gamma
109,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966076,agent-gamma
110,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966152,agent-gamma
111,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966224,agent-gamma
112,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966294,agent-gamma
113,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966361,agent-gamma
114,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966426,agent-gamma
115,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966489,agent-gamma
116,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966549,agent-gamma
117,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966608,agent-gamma
118,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966664,agent-gamma
119,2,agent-gamma,0,ma_20260909T160812Z_34016,ok,0.946808,0.836665,0.966719,agent-gamma
