index,phase,preferred_agent,reassignments,run_id,status,utility_agent-alpha,utility_agent-beta,utility_agent-gamma,winner
29,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.963546,0.845,0.845,agent-alpha
30,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.963748,0.845,0.845,agent-alpha
31,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.963937,0.845,0.845,agent-alpha
32,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.964115,0.845,0.845,agent-alpha
33,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.964284,0.845,0.845,agent-alpha
34,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.964442,0.845,0.845,agent-alpha
35,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.964592,0.845,0.845,agent-alpha
36,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.964735,0.845,0.845,agent-alpha
37,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.96487,0.845,0.845,agent-alpha
38,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.964998,0.845,0.845,agent-alpha
39,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.96512,0.845,0.845,agent-alpha
40,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.965236,0.845,0.845,agent-alpha
41,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.965347,0.845,0.845,agent-alpha
42,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.965452,0.845,0.845,agent-alpha
43,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.965553,0.845,0.845,agent-alpha
44,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.96565,0.845,0.845,agent-alpha
45,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.965743,0.845,0.845,agent-alpha
46,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.965831,0.845,0.845,agent-alpha
47,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.965916,0.845,0.845,agent-alpha
48,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.965998,0.845,0.845,agent-alpha
49,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.966076,0.845,0.845,agent-alpha
50,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.966152,0.845,0.845,agent-alpha
51,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.966224,0.845,0.845,agent-alpha
52,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.966294,0.845,0.845,agent-alpha
53,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.966361,0.845,0.845,agent-alpha
54,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.966426,0.845,0.845,agent-alpha
55,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.966489,0.845,0.845,agent-alpha
56,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.96655,0.845,0.845,agent-alpha
57,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.966608,0.845,0.845,agent-alpha
58,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.966665,0.845,0.845,agent-alpha
59,1,agent-alpha,0,ma_20260909T154523Z_13604,ok,0.966719,0.845,0.845,agent-alpha
60,2,agent-gamma,2,ma_20260909T154523Z_13604,ok,0.966772,0.845,0.845,agent-gamma
61,2,agent-gamma,1,ma_20260909T154523Z_13604,ok,0.963649,0.836664,0.90333,agent-gamma
62,2,agent-gamma,1,ma_20260909T154523Z_13604,ok,0.960623,0.836664,0.919996,agent-gamma
63,2,agent-gamma,1,ma_20260909T154523Z_13604,ok,0.95769,0.836664,0.929997,agent-gamma
64,2,agent-gamma,1,ma_20260909T154523Z_13604,ok,0.954846,0.836664,0.936657,agent-gamma
65,2,agent-gamma,1,ma_20260909T154523Z_13604,ok,0.952087,0.836664,0.94142,agent-gamma
66,2,agent-gamma,1,ma_20260909T154523Z_13604,ok,0.94941,0.836664,0.944993,agent-gamma
67,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.947771,agent-gamma
68,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.949994,agent-gamma
69,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.951813,agent-gamma
70,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.953328,agent-gamma
71,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.95461,agent-gamma
72,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.955709,agent-gamma
73,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.956661,agent-gamma
74,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.957495,agent-gamma
75,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.95823,agent-gamma
76,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.958884,agent-gamma
77,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.959468,agent-gamma
78,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.959995,agent-gamma
79,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.960471,agent-gamma
80,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.960904,agent-gamma
81,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.961299,agent-gamma
82,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.961662,agent-gamma
83,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.961995,agent-gamma
84,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.962303,agent-gamma
85,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.962588,agent-gamma
86,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.962853,agent-gamma
87,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.963099,agent-gamma
88,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.963329,agent-gamma
89,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.963544,agent-gamma
90,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.963746,agent-gamma
91,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.963935,agent-gamma
92,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.964114,agent-gamma
93,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.964282,agent-gamma
94,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.964441,agent-gamma
95,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.964591,agent-gamma
96,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.964733,agent-gamma
97,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.964868,agent-gamma
98,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.964996,agent-gamma
99,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.965118,agent-gamma
100,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.965235,agent-gamma
101,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.965345,agent-gamma
102,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.965451,agent-gamma
103,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.965552,agent-gamma
104,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.965649,agent-gamma
105,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.965741,agent-gamma
106,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.96583,agent-gamma
107,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.965915,agent-gamma
108,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.965997,agent-gamma
109,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.966075,agent-gamma
110,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.966151,agent-gamma
111,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.966223,agent-gamma
112,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.966293,agent-gamma
113,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.96636,agent-gamma
114,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.966426,agent-gamma
115,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.966488,agent-gamma
116,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.966549,agent-gamma
117,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.966607,agent-gamma
118,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.966664,agent-gamma
119,2,agent-gamma,0,ma_20260909T154523Z_13604,ok,0.946809,0.836664,0.966719,agent-gamma
