index,phase,preferred_agent,reassignments,run_id,status,utility_agent-alpha,utility_agent-beta,utility_agent-gamma,winner
36,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.964733,0.845,0.845,agent-alpha
37,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.964868,0.845,0.845,agent-alpha
38,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.964996,0.845,0.845,agent-alpha
39,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.965118,0.845,0.845,agent-alpha
40,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.965234,0.845,0.845,agent-alpha
41,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.965345,0.845,0.845,agent-alpha
42,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.965451,0.845,0.845,agent-alpha
43,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.965552,0.845,0.845,agent-alpha
44,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.965648,0.845,0.845,agent-alpha
45,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.965741,0.845,0.845,agent-alpha
46,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.96583,0.845,0.845,agent-alpha
47,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.965915,0.845,0.845,agent-alpha
48,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.965996,0.845,0.845,agent-alpha
49,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.966075,0.845,0.845,agent-alpha
50,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.96615,0.845,0.845,agent-alpha
51,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.966223,0.845,0.845,agent-alpha
52,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.966293,0.845,0.845,agent-alpha
53,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.96636,0.845,0.845,agent-alpha
54,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.966425,0.845,0.845,agent-alpha
55,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.966488,0.845,0.845,agent-alpha
56,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.966548,0.845,0.845,agent-alpha
57,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.966607,0.845,0.845,agent-alpha
58,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.966663,0.845,0.845,agent-alpha
59,1,agent-alpha,0,ma_20260909T153649Z_47552,ok,0.966718,0.845,0.845,agent-alpha
60,2,agent-gamma,2,ma_20260909T153649Z_47552,ok,0.966771,0.845,0.845,agent-gamma
61,2,agent-gamma,1,ma_20260909T153649Z_47552,ok,0.963648,0.836662,0.903331,agent-gamma
62,2,agent-gamma,1,ma_20260909T153649Z_47552,ok,0.960622,0.836662,0.919998,agent-gamma
63,2,agent-gamma,1,ma_20260909T153649Z_47552,ok,0.957689,0.836662,0.929998,agent-gamma
64,2,agent-gamma,1,ma_20260909T153649Z_47552,ok,0.954845,0.836662,0.936665,agent-gamma
65,2,agent-gamma,1,ma_20260909T153649Z_47552,ok,0.952086,0.836662,0.941427,agent-gamma
66,2,agent-gamma,1,ma_20260909T153649Z_47552,ok,0.949409,0.836662,0.944998,agent-gamma
67,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.947776,agent-gamma
68,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.949998,agent-gamma
69,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.951816,agent-gamma
70,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.953331,agent-gamma
71,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.954613,agent-gamma
72,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.955712,agent-gamma
73,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.956664,agent-gamma
74,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.957498,agent-gamma
75,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.958233,agent-gamma
76,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.958887,agent-gamma
77,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.959472,agent-gamma
78,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.959998,agent-gamma
79,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.960474,agent-gamma
80,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.960907,agent-gamma
81,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.961302,agent-gamma
82,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.961664,agent-gamma
83,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.961997,agent-gamma
84,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.962305,agent-gamma
85,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.96259,agent-gamma
86,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.962853,agent-gamma
87,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.963099,agent-gamma
88,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.963329,agent-gamma
89,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.963544,agent-gamma
90,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.963746,agent-gamma
91,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.963935,agent-gamma
92,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.964114,agent-gamma
93,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.964282,agent-gamma
94,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.964441,agent-gamma
95,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.964591,agent-gamma
96,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.964733,agent-gamma
97,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.964868,agent-gamma
98,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.964996,agent-gamma
99,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.965118,agent-gamma
100,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.965234,agent-gamma
101,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.965345,agent-gamma
102,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.965451,agent-gamma
103,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.965552,agent-gamma
104,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.965648,agent-gamma
105,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.965741,agent-gamma
106,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.965829,agent-gamma
107,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.965914,agent-gamma
108,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.965996,agent-gamma
109,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.966074,agent-gamma
110,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.96615,agent-gamma
111,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.966222,agent-gamma
112,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.966292,agent-gamma
113,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.966359,agent-gamma
114,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.966424,agent-gamma
115,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.966487,agent-gamma
116,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.966547,agent-gamma
117,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.966606,agent-gamma
118,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.966662,agent-gamma
119,2,agent-gamma,0,ma_20260909T153649Z_47552,ok,0.946809,0.836662,0.966717,agent-gamma
