task_index,task_id,task_type,submitted_at,completed_at,campaign_elapsed_sec,winner,status,latency_ms,reassignments,proposals_json,refusals_json,result_pid,result_host,idempotency_replayed
10,cnp_endurance_multivm_20260918T124650Z-task-0000010,detect.synthetic,2026-09-18T12:59:07.070917+00:00,2026-09-18T12:59:07.258536+00:00,2.516,ubuntu-beta,ok,187.167,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.909842}",{},2346,andy-VirtualBox,False
11,cnp_endurance_multivm_20260918T124650Z-task-0000011,correlate.synthetic,2026-09-18T12:59:07.258536+00:00,2026-09-18T12:59:07.403144+00:00,2.656,ubuntu-beta,ok,144.348,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.893306}",{},2346,andy-VirtualBox,False
12,cnp_endurance_multivm_20260918T124650Z-task-0000012,parse.synthetic,2026-09-18T12:59:07.403755+00:00,2026-09-18T12:59:07.542636+00:00,2.797,debian-alpha,ok,138.969,0,"{""debian-alpha"": 0.941265, ""ubuntu-beta"": 0.809}",{},2659,andy,False
13,cnp_endurance_multivm_20260918T124650Z-task-0000013,route.synthetic,2026-09-18T12:59:07.543148+00:00,2026-09-18T12:59:07.678708+00:00,2.937,ubuntu-beta,ok,135.416,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.944195}",{},2346,andy-VirtualBox,False
14,cnp_endurance_multivm_20260918T124650Z-task-0000014,detect.synthetic,2026-09-18T12:59:07.678708+00:00,2026-09-18T12:59:07.846904+00:00,3.109,ubuntu-beta,ok,168.071,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.919973}",{},2346,andy-VirtualBox,False
15,cnp_endurance_multivm_20260918T124650Z-task-0000015,correlate.synthetic,2026-09-18T12:59:07.847488+00:00,2026-09-18T12:59:08.025147+00:00,3.281,ubuntu-beta,ok,177.894,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.903539}",{},2346,andy-VirtualBox,False
16,cnp_endurance_multivm_20260918T124650Z-task-0000016,parse.synthetic,2026-09-18T12:59:08.025907+00:00,2026-09-18T12:59:08.211568+00:00,3.469,debian-alpha,ok,185.441,0,"{""debian-alpha"": 0.948309, ""ubuntu-beta"": 0.809}",{},2659,andy,False
17,cnp_endurance_multivm_20260918T124650Z-task-0000017,route.synthetic,2026-09-18T12:59:08.211568+00:00,2026-09-18T12:59:08.422771+00:00,3.687,ubuntu-beta,ok,210.835,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.95123}",{},2346,andy-VirtualBox,False
18,cnp_endurance_multivm_20260918T124650Z-task-0000018,detect.synthetic,2026-09-18T12:59:08.423292+00:00,2026-09-18T12:59:08.685435+00:00,3.953,ubuntu-beta,ok,262.31,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.926993}",{},2346,andy-VirtualBox,False
19,cnp_endurance_multivm_20260918T124650Z-task-0000019,correlate.synthetic,2026-09-18T12:59:08.686605+00:00,2026-09-18T12:59:08.920908+00:00,4.187,ubuntu-beta,ok,234.143,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.909799}",{},2346,andy-VirtualBox,False
20,cnp_endurance_multivm_20260918T124650Z-task-0000020,parse.synthetic,2026-09-18T12:59:08.921517+00:00,2026-09-18T12:59:09.146987+00:00,4.406,debian-alpha,ok,225.748,0,"{""debian-alpha"": 0.953401, ""ubuntu-beta"": 0.809}",{},2659,andy,False
21,cnp_endurance_multivm_20260918T124650Z-task-0000021,route.synthetic,2026-09-18T12:59:09.147502+00:00,2026-09-18T12:59:09.363300+00:00,4.625,ubuntu-beta,ok,215.988,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.956004}",{},2346,andy-VirtualBox,False
22,cnp_endurance_multivm_20260918T124650Z-task-0000022,detect.synthetic,2026-09-18T12:59:09.364011+00:00,2026-09-18T12:59:09.527076+00:00,4.781,ubuntu-beta,ok,162.925,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.931748}",{},2346,andy-VirtualBox,False
23,cnp_endurance_multivm_20260918T124650Z-task-0000023,correlate.synthetic,2026-09-18T12:59:09.527076+00:00,2026-09-18T12:59:09.650782+00:00,4.906,ubuntu-beta,ok,123.659,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.914554}",{},2346,andy-VirtualBox,False
24,cnp_endurance_multivm_20260918T124650Z-task-0000024,parse.synthetic,2026-09-18T12:59:09.651393+00:00,2026-09-18T12:59:09.763755+00:00,5.031,debian-alpha,ok,112.439,0,"{""debian-alpha"": 0.95688, ""ubuntu-beta"": 0.809}",{},2659,andy,False
25,cnp_endurance_multivm_20260918T124650Z-task-0000025,route.synthetic,2026-09-18T12:59:09.867562+00:00,2026-09-18T12:59:10.011593+00:00,5.266,ubuntu-beta,ok,143.775,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.95972}",{},2346,andy-VirtualBox,False
26,cnp_endurance_multivm_20260918T124650Z-task-0000026,detect.synthetic,2026-09-18T12:59:10.011593+00:00,2026-09-18T12:59:10.168754+00:00,5.422,ubuntu-beta,ok,156.804,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.935383}",{},2346,andy-VirtualBox,False
27,cnp_endurance_multivm_20260918T124650Z-task-0000027,correlate.synthetic,2026-09-18T12:59:10.169309+00:00,2026-09-18T12:59:10.340987+00:00,5.594,ubuntu-beta,ok,171.565,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.918322}",{},2346,andy-VirtualBox,False
28,cnp_endurance_multivm_20260918T124650Z-task-0000028,parse.synthetic,2026-09-18T12:59:10.347617+00:00,2026-09-18T12:59:10.516973+00:00,5.781,debian-alpha,ok,169.394,0,"{""debian-alpha"": 0.959893, ""ubuntu-beta"": 0.809}",{},2659,andy,False
29,cnp_endurance_multivm_20260918T124650Z-task-0000029,route.synthetic,2026-09-18T12:59:10.544331+00:00,2026-09-18T12:59:10.737341+00:00,6.0,ubuntu-beta,ok,193.122,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.962599}",{},2346,andy-VirtualBox,False
30,cnp_endurance_multivm_20260918T124650Z-task-0000030,detect.synthetic,2026-09-18T12:59:10.737990+00:00,2026-09-18T12:59:10.916697+00:00,6.172,ubuntu-beta,ok,179.141,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.93834}",{},2346,andy-VirtualBox,False
31,cnp_endurance_multivm_20260918T124650Z-task-0000031,correlate.synthetic,2026-09-18T12:59:10.945729+00:00,2026-09-18T12:59:11.111637+00:00,6.375,ubuntu-beta,ok,166.229,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.920986}",{},2346,andy-VirtualBox,False
32,cnp_endurance_multivm_20260918T124650Z-task-0000032,parse.synthetic,2026-09-18T12:59:11.138089+00:00,2026-09-18T12:59:11.231650+00:00,6.484,debian-alpha,ok,93.596,0,"{""debian-alpha"": 0.961955, ""ubuntu-beta"": 0.809}",{},2659,andy,False
33,cnp_endurance_multivm_20260918T124650Z-task-0000033,route.synthetic,2026-09-18T12:59:11.348250+00:00,2026-09-18T12:59:11.472655+00:00,6.734,ubuntu-beta,ok,124.44,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.964803}",{},2346,andy-VirtualBox,False
34,cnp_endurance_multivm_20260918T124650Z-task-0000034,detect.synthetic,2026-09-18T12:59:11.546730+00:00,2026-09-18T12:59:11.691425+00:00,6.953,ubuntu-beta,ok,145.126,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.940698}",{},2346,andy-VirtualBox,False
35,cnp_endurance_multivm_20260918T124650Z-task-0000035,correlate.synthetic,2026-09-18T12:59:11.739986+00:00,2026-09-18T12:59:11.893303+00:00,7.156,ubuntu-beta,ok,152.925,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.923201}",{},2346,andy-VirtualBox,False
36,cnp_endurance_multivm_20260918T124650Z-task-0000036,parse.synthetic,2026-09-18T12:59:11.937834+00:00,2026-09-18T12:59:12.084679+00:00,7.344,debian-alpha,ok,147.073,0,"{""debian-alpha"": 0.963972, ""ubuntu-beta"": 0.809}",{},2659,andy,False
37,cnp_endurance_multivm_20260918T124650Z-task-0000037,route.synthetic,2026-09-18T12:59:12.141802+00:00,2026-09-18T12:59:12.304062+00:00,7.562,ubuntu-beta,ok,162.433,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.966786}",{},2346,andy-VirtualBox,False
38,cnp_endurance_multivm_20260918T124650Z-task-0000038,detect.synthetic,2026-09-18T12:59:12.343148+00:00,2026-09-18T12:59:12.496142+00:00,7.75,ubuntu-beta,ok,153.073,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.942619}",{},2346,andy-VirtualBox,False
39,cnp_endurance_multivm_20260918T124650Z-task-0000039,correlate.synthetic,2026-09-18T12:59:12.547279+00:00,2026-09-18T12:59:12.686692+00:00,7.953,ubuntu-beta,ok,139.342,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.925084}",{},2346,andy-VirtualBox,False
40,cnp_endurance_multivm_20260918T124650Z-task-0000040,parse.synthetic,2026-09-18T12:59:12.734269+00:00,2026-09-18T12:59:12.887833+00:00,8.141,debian-alpha,ok,153.591,0,"{""debian-alpha"": 0.965641, ""ubuntu-beta"": 0.809}",{},2659,andy,False
41,cnp_endurance_multivm_20260918T124650Z-task-0000041,route.synthetic,2026-09-18T12:59:12.946552+00:00,2026-09-18T12:59:13.083902+00:00,8.344,ubuntu-beta,ok,137.669,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.96827}",{},2346,andy-VirtualBox,False
42,cnp_endurance_multivm_20260918T124650Z-task-0000042,detect.synthetic,2026-09-18T12:59:13.140891+00:00,2026-09-18T12:59:13.289669+00:00,8.547,ubuntu-beta,ok,148.827,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.944273}",{},2346,andy-VirtualBox,False
43,cnp_endurance_multivm_20260918T124650Z-task-0000043,correlate.synthetic,2026-09-18T12:59:13.343658+00:00,2026-09-18T12:59:13.474008+00:00,8.734,ubuntu-beta,ok,130.236,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.926622}",{},2346,andy-VirtualBox,False
44,cnp_endurance_multivm_20260918T124650Z-task-0000044,parse.synthetic,2026-09-18T12:59:13.544397+00:00,2026-09-18T12:59:13.643088+00:00,8.906,debian-alpha,ok,98.908,0,"{""debian-alpha"": 0.967021, ""ubuntu-beta"": 0.809}",{},2659,andy,False
45,cnp_endurance_multivm_20260918T124650Z-task-0000045,route.synthetic,2026-09-18T12:59:13.738183+00:00,2026-09-18T12:59:13.869901+00:00,9.125,ubuntu-beta,ok,131.663,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.969627}",{},2346,andy-VirtualBox,False
46,cnp_endurance_multivm_20260918T124650Z-task-0000046,detect.synthetic,2026-09-18T12:59:13.945535+00:00,2026-09-18T12:59:14.174633+00:00,9.437,ubuntu-beta,ok,229.342,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.945615}",{},2346,andy-VirtualBox,False
47,cnp_endurance_multivm_20260918T124650Z-task-0000047,correlate.synthetic,2026-09-18T12:59:14.175254+00:00,2026-09-18T12:59:14.313841+00:00,9.578,ubuntu-beta,ok,138.368,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.928051}",{},2346,andy-VirtualBox,False
48,cnp_endurance_multivm_20260918T124650Z-task-0000048,parse.synthetic,2026-09-18T12:59:14.343316+00:00,2026-09-18T12:59:14.530547+00:00,9.797,debian-alpha,ok,187.647,0,"{""debian-alpha"": 0.96824, ""ubuntu-beta"": 0.809}",{},2659,andy,False
49,cnp_endurance_multivm_20260918T124650Z-task-0000049,route.synthetic,2026-09-18T12:59:14.545712+00:00,2026-09-18T12:59:14.685859+00:00,9.953,ubuntu-beta,ok,140.484,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.970777}",{},2346,andy-VirtualBox,False
50,cnp_endurance_multivm_20260918T124650Z-task-0000050,detect.synthetic,2026-09-18T12:59:14.733996+00:00,2026-09-18T12:59:14.854833+00:00,10.109,ubuntu-beta,ok,121.095,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.946653}",{},2346,andy-VirtualBox,False
51,cnp_endurance_multivm_20260918T124650Z-task-0000051,correlate.synthetic,2026-09-18T12:59:14.946843+00:00,2026-09-18T12:59:15.090717+00:00,10.344,ubuntu-beta,ok,143.961,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.9292}",{},2346,andy-VirtualBox,False
52,cnp_endurance_multivm_20260918T124650Z-task-0000052,parse.synthetic,2026-09-18T12:59:15.142491+00:00,2026-09-18T12:59:15.220077+00:00,10.484,debian-alpha,ok,77.287,0,"{""debian-alpha"": 0.96921, ""ubuntu-beta"": 0.809}",{},2659,andy,False
53,cnp_endurance_multivm_20260918T124650Z-task-0000053,route.synthetic,2026-09-18T12:59:15.343322+00:00,2026-09-18T12:59:15.476511+00:00,10.734,ubuntu-beta,ok,133.318,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.97178}",{},2346,andy-VirtualBox,False
54,cnp_endurance_multivm_20260918T124650Z-task-0000054,detect.synthetic,2026-09-18T12:59:15.547106+00:00,2026-09-18T12:59:15.696207+00:00,10.953,ubuntu-beta,ok,149.466,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.947689}",{},2346,andy-VirtualBox,False
55,cnp_endurance_multivm_20260918T124650Z-task-0000055,correlate.synthetic,2026-09-18T12:59:15.744326+00:00,2026-09-18T12:59:15.986943+00:00,11.25,ubuntu-beta,ok,242.538,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.930207}",{},2346,andy-VirtualBox,False
56,cnp_endurance_multivm_20260918T124650Z-task-0000056,parse.synthetic,2026-09-18T12:59:15.986943+00:00,2026-09-18T12:59:16.181855+00:00,11.437,debian-alpha,ok,196.333,0,"{""debian-alpha"": 0.970144, ""ubuntu-beta"": 0.809}",{},2659,andy,False
57,cnp_endurance_multivm_20260918T124650Z-task-0000057,route.synthetic,2026-09-18T12:59:16.183948+00:00,2026-09-18T12:59:16.394553+00:00,11.656,ubuntu-beta,ok,210.335,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.972678}",{},2346,andy-VirtualBox,False
58,cnp_endurance_multivm_20260918T124650Z-task-0000058,detect.synthetic,2026-09-18T12:59:16.394553+00:00,2026-09-18T12:59:16.581959+00:00,11.844,ubuntu-beta,ok,186.92,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.94859}",{},2346,andy-VirtualBox,False
59,cnp_endurance_multivm_20260918T124650Z-task-0000059,correlate.synthetic,2026-09-18T12:59:16.581959+00:00,2026-09-18T12:59:16.741363+00:00,12.0,ubuntu-beta,ok,159.559,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.931045}",{},2346,andy-VirtualBox,False
60,cnp_endurance_multivm_20260918T124650Z-task-0000060,parse.synthetic,2026-09-18T12:59:16.741363+00:00,2026-09-18T12:59:16.851273+00:00,12.109,debian-alpha,ok,108.866,0,"{""debian-alpha"": 0.970904, ""ubuntu-beta"": 0.809}",{},2659,andy,False
61,cnp_endurance_multivm_20260918T124650Z-task-0000061,route.synthetic,2026-09-18T12:59:16.943010+00:00,2026-09-18T12:59:17.055457+00:00,12.312,ubuntu-beta,ok,112.688,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.973357}",{},2346,andy-VirtualBox,False
62,cnp_endurance_multivm_20260918T124650Z-task-0000062,detect.synthetic,2026-09-18T12:59:17.144635+00:00,2026-09-18T12:59:17.259521+00:00,12.516,ubuntu-beta,ok,115.097,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.949289}",{},2346,andy-VirtualBox,False
63,cnp_endurance_multivm_20260918T124650Z-task-0000063,correlate.synthetic,2026-09-18T12:59:17.344315+00:00,2026-09-18T12:59:17.493721+00:00,12.75,ubuntu-beta,ok,149.723,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.931805}",{},2346,andy-VirtualBox,False
64,cnp_endurance_multivm_20260918T124650Z-task-0000064,parse.synthetic,2026-09-18T12:59:17.544768+00:00,2026-09-18T12:59:17.677031+00:00,12.937,debian-alpha,ok,132.222,0,"{""debian-alpha"": 0.971613, ""ubuntu-beta"": 0.809}",{},2659,andy,False
65,cnp_endurance_multivm_20260918T124650Z-task-0000065,route.synthetic,2026-09-18T12:59:17.740847+00:00,2026-09-18T12:59:17.893873+00:00,13.156,ubuntu-beta,ok,152.723,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.974088}",{},2346,andy-VirtualBox,False
66,cnp_endurance_multivm_20260918T124650Z-task-0000066,detect.synthetic,2026-09-18T12:59:17.938599+00:00,2026-09-18T12:59:18.115045+00:00,13.375,ubuntu-beta,ok,176.407,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.950023}",{},2346,andy-VirtualBox,False
67,cnp_endurance_multivm_20260918T124650Z-task-0000067,correlate.synthetic,2026-09-18T12:59:18.140875+00:00,2026-09-18T12:59:18.280756+00:00,13.547,ubuntu-beta,ok,140.075,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.932478}",{},2346,andy-VirtualBox,False
68,cnp_endurance_multivm_20260918T124650Z-task-0000068,parse.synthetic,2026-09-18T12:59:18.341422+00:00,2026-09-18T12:59:18.505478+00:00,13.766,debian-alpha,ok,163.59,0,"{""debian-alpha"": 0.972252, ""ubuntu-beta"": 0.809}",{},2659,andy,False
69,cnp_endurance_multivm_20260918T124650Z-task-0000069,route.synthetic,2026-09-18T12:59:18.544317+00:00,2026-09-18T12:59:18.751469+00:00,14.016,ubuntu-beta,ok,206.439,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.974697}",{},2346,andy-VirtualBox,False
70,cnp_endurance_multivm_20260918T124650Z-task-0000070,detect.synthetic,2026-09-18T12:59:18.751469+00:00,2026-09-18T12:59:19.094102+00:00,14.359,ubuntu-beta,ok,342.401,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.950623}",{},2346,andy-VirtualBox,False
71,cnp_endurance_multivm_20260918T124650Z-task-0000071,correlate.synthetic,2026-09-18T12:59:19.094102+00:00,2026-09-18T12:59:19.375227+00:00,14.641,ubuntu-beta,ok,280.556,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.933093}",{},2346,andy-VirtualBox,False
72,cnp_endurance_multivm_20260918T124650Z-task-0000072,parse.synthetic,2026-09-18T12:59:19.375227+00:00,2026-09-18T12:59:19.542506+00:00,14.797,debian-alpha,ok,167.035,0,"{""debian-alpha"": 0.972775, ""ubuntu-beta"": 0.809}",{},2659,andy,False
73,cnp_endurance_multivm_20260918T124650Z-task-0000073,route.synthetic,2026-09-18T12:59:19.542506+00:00,2026-09-18T12:59:19.776194+00:00,15.031,ubuntu-beta,ok,233.899,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.975226}",{},2346,andy-VirtualBox,False
74,cnp_endurance_multivm_20260918T124650Z-task-0000074,detect.synthetic,2026-09-18T12:59:19.777191+00:00,2026-09-18T12:59:20.063932+00:00,15.328,ubuntu-beta,ok,286.505,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.950973}",{},2346,andy-VirtualBox,False
75,cnp_endurance_multivm_20260918T124650Z-task-0000075,correlate.synthetic,2026-09-18T12:59:20.063932+00:00,2026-09-18T12:59:20.184046+00:00,15.437,ubuntu-beta,ok,119.923,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.933572}",{},2346,andy-VirtualBox,False
76,cnp_endurance_multivm_20260918T124650Z-task-0000076,parse.synthetic,2026-09-18T12:59:20.300892+00:00,2026-09-18T12:59:20.429780+00:00,15.687,debian-alpha,ok,127.887,0,"{""debian-alpha"": 0.973241, ""ubuntu-beta"": 0.809}",{},2659,andy,False
77,cnp_endurance_multivm_20260918T124650Z-task-0000077,route.synthetic,2026-09-18T12:59:20.430377+00:00,2026-09-18T12:59:20.538673+00:00,15.797,ubuntu-beta,ok,108.297,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.975681}",{},2346,andy-VirtualBox,False
78,cnp_endurance_multivm_20260918T124650Z-task-0000078,detect.synthetic,2026-09-18T12:59:20.539385+00:00,2026-09-18T12:59:20.697982+00:00,15.953,ubuntu-beta,ok,159.005,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.951304}",{},2346,andy-VirtualBox,False
79,cnp_endurance_multivm_20260918T124650Z-task-0000079,correlate.synthetic,2026-09-18T12:59:20.697982+00:00,2026-09-18T12:59:20.836932+00:00,16.094,ubuntu-beta,ok,138.454,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.934097}",{},2346,andy-VirtualBox,False
80,cnp_endurance_multivm_20260918T124650Z-task-0000080,parse.synthetic,2026-09-18T12:59:20.837493+00:00,2026-09-18T12:59:20.927419+00:00,16.187,debian-alpha,ok,90.176,0,"{""debian-alpha"": 0.973728, ""ubuntu-beta"": 0.809}",{},2659,andy,False
81,cnp_endurance_multivm_20260918T124650Z-task-0000081,route.synthetic,2026-09-18T12:59:20.941550+00:00,2026-09-18T12:59:21.071520+00:00,16.328,ubuntu-beta,ok,129.981,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.976182}",{},2346,andy-VirtualBox,False
82,cnp_endurance_multivm_20260918T124650Z-task-0000082,detect.synthetic,2026-09-18T12:59:21.144570+00:00,2026-09-18T12:59:21.327277+00:00,16.594,ubuntu-beta,ok,182.587,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.951775}",{},2346,andy-VirtualBox,False
83,cnp_endurance_multivm_20260918T124650Z-task-0000083,correlate.synthetic,2026-09-18T12:59:21.346866+00:00,2026-09-18T12:59:21.517230+00:00,16.781,ubuntu-beta,ok,170.279,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.934549}",{},2346,andy-VirtualBox,False
84,cnp_endurance_multivm_20260918T124650Z-task-0000084,parse.synthetic,2026-09-18T12:59:21.547587+00:00,2026-09-18T12:59:21.697668+00:00,16.953,debian-alpha,ok,149.87,0,"{""debian-alpha"": 0.974171, ""ubuntu-beta"": 0.809}",{},2659,andy,False
85,cnp_endurance_multivm_20260918T124650Z-task-0000085,route.synthetic,2026-09-18T12:59:21.745474+00:00,2026-09-18T12:59:21.881081+00:00,17.141,ubuntu-beta,ok,135.417,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.976593}",{},2346,andy-VirtualBox,False
86,cnp_endurance_multivm_20260918T124650Z-task-0000086,detect.synthetic,2026-09-18T12:59:21.940569+00:00,2026-09-18T12:59:22.094559+00:00,17.359,ubuntu-beta,ok,153.711,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.952214}",{},2346,andy-VirtualBox,False
87,cnp_endurance_multivm_20260918T124650Z-task-0000087,correlate.synthetic,2026-09-18T12:59:22.145883+00:00,2026-09-18T12:59:22.337049+00:00,17.594,ubuntu-beta,ok,191.21,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.934943}",{},2346,andy-VirtualBox,False
88,cnp_endurance_multivm_20260918T124650Z-task-0000088,parse.synthetic,2026-09-18T12:59:22.344140+00:00,2026-09-18T12:59:22.563451+00:00,17.828,debian-alpha,ok,219.226,0,"{""debian-alpha"": 0.974542, ""ubuntu-beta"": 0.809}",{},2659,andy,False
89,cnp_endurance_multivm_20260918T124650Z-task-0000089,route.synthetic,2026-09-18T12:59:22.563451+00:00,2026-09-18T12:59:22.705218+00:00,17.969,ubuntu-beta,ok,141.734,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.976976}",{},2346,andy-VirtualBox,False
90,cnp_endurance_multivm_20260918T124650Z-task-0000090,detect.synthetic,2026-09-18T12:59:22.737389+00:00,2026-09-18T12:59:22.894073+00:00,18.156,ubuntu-beta,ok,157.382,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.952599}",{},2346,andy-VirtualBox,False
91,cnp_endurance_multivm_20260918T124650Z-task-0000091,correlate.synthetic,2026-09-18T12:59:22.939510+00:00,2026-09-18T12:59:23.072637+00:00,18.328,ubuntu-beta,ok,133.548,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.935298}",{},2346,andy-VirtualBox,False
92,cnp_endurance_multivm_20260918T124650Z-task-0000092,parse.synthetic,2026-09-18T12:59:23.145450+00:00,2026-09-18T12:59:23.233481+00:00,18.5,debian-alpha,ok,87.905,0,"{""debian-alpha"": 0.97483, ""ubuntu-beta"": 0.809}",{},2659,andy,False
