task_index,task_id,task_type,submitted_at,completed_at,campaign_elapsed_sec,winner,status,latency_ms,reassignments,proposals_json,refusals_json,result_pid,result_host,idempotency_replayed
74,cnp_endurance_multivm_20260918T130822Z-task-0000074,detect.synthetic,2026-09-18T13:16:05.794450+00:00,2026-09-18T13:16:05.839935+00:00,148.032,ubuntu-beta,ok,45.765,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.951426}",{},2874,andy-VirtualBox,False
75,cnp_endurance_multivm_20260918T130822Z-task-0000075,correlate.synthetic,2026-09-18T13:16:07.796306+00:00,2026-09-18T13:16:07.845973+00:00,150.047,ubuntu-beta,ok,49.569,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.933984}",{},2874,andy-VirtualBox,False
76,cnp_endurance_multivm_20260918T130822Z-task-0000076,parse.synthetic,2026-09-18T13:16:09.802214+00:00,2026-09-18T13:16:09.853702+00:00,152.047,debian-alpha,ok,51.717,0,"{""debian-alpha"": 0.973791, ""ubuntu-beta"": 0.809}",{},2875,andy,False
77,cnp_endurance_multivm_20260918T130822Z-task-0000077,route.synthetic,2026-09-18T13:16:11.794521+00:00,2026-09-18T13:16:11.850341+00:00,154.047,ubuntu-beta,ok,56.077,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.976778}",{},2874,andy-VirtualBox,False
78,cnp_endurance_multivm_20260918T130822Z-task-0000078,detect.synthetic,2026-09-18T13:16:13.807257+00:00,2026-09-18T13:16:13.858185+00:00,156.063,ubuntu-beta,ok,51.133,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.952003}",{},2874,andy-VirtualBox,False
79,cnp_endurance_multivm_20260918T130822Z-task-0000079,correlate.synthetic,2026-09-18T13:16:15.799076+00:00,2026-09-18T13:16:15.845897+00:00,158.047,ubuntu-beta,ok,47.08,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.934532}",{},2874,andy-VirtualBox,False
80,cnp_endurance_multivm_20260918T130822Z-task-0000080,parse.synthetic,2026-09-18T13:16:17.802961+00:00,2026-09-18T13:16:17.858252+00:00,160.063,debian-alpha,ok,55.083,0,"{""debian-alpha"": 0.974272, ""ubuntu-beta"": 0.809}",{},2875,andy,False
81,cnp_endurance_multivm_20260918T130822Z-task-0000081,route.synthetic,2026-09-18T13:16:19.797936+00:00,2026-09-18T13:16:19.844091+00:00,162.047,ubuntu-beta,ok,46.496,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.97726}",{},2874,andy-VirtualBox,False
82,cnp_endurance_multivm_20260918T130822Z-task-0000082,detect.synthetic,2026-09-18T13:16:21.799882+00:00,2026-09-18T13:16:21.844347+00:00,164.047,ubuntu-beta,ok,44.784,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.952523}",{},2874,andy-VirtualBox,False
83,cnp_endurance_multivm_20260918T130822Z-task-0000083,correlate.synthetic,2026-09-18T13:16:23.800374+00:00,2026-09-18T13:16:24.044253+00:00,166.25,ubuntu-beta,ok,244.081,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.935032}",{},2874,andy-VirtualBox,False
84,cnp_endurance_multivm_20260918T130822Z-task-0000084,parse.synthetic,2026-09-18T13:16:25.798273+00:00,2026-09-18T13:16:25.839660+00:00,168.032,debian-alpha,ok,41.438,0,"{""debian-alpha"": 0.974713, ""ubuntu-beta"": 0.809}",{},2875,andy,False
85,cnp_endurance_multivm_20260918T130822Z-task-0000085,route.synthetic,2026-09-18T13:16:27.795520+00:00,2026-09-18T13:16:27.843929+00:00,170.047,ubuntu-beta,ok,48.4,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.977705}",{},2874,andy-VirtualBox,False
86,cnp_endurance_multivm_20260918T130822Z-task-0000086,detect.synthetic,2026-09-18T13:16:29.800032+00:00,2026-09-18T13:16:29.844778+00:00,172.047,ubuntu-beta,ok,45.129,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.953002}",{},2874,andy-VirtualBox,False
87,cnp_endurance_multivm_20260918T130822Z-task-0000087,correlate.synthetic,2026-09-18T13:16:31.801177+00:00,2026-09-18T13:16:31.848679+00:00,174.047,ubuntu-beta,ok,47.668,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.935447}",{},2874,andy-VirtualBox,False
88,cnp_endurance_multivm_20260918T130822Z-task-0000088,parse.synthetic,2026-09-18T13:16:33.804968+00:00,2026-09-18T13:16:33.844980+00:00,176.047,debian-alpha,ok,40.399,0,"{""debian-alpha"": 0.975121, ""ubuntu-beta"": 0.809}",{},2875,andy,False
89,cnp_endurance_multivm_20260918T130822Z-task-0000089,route.synthetic,2026-09-18T13:16:35.802005+00:00,2026-09-18T13:16:35.848613+00:00,178.047,ubuntu-beta,ok,46.929,0,"{""debian-alpha"": 0.821, ""ubuntu-beta"": 0.978114}",{},2874,andy-VirtualBox,False
90,cnp_endurance_multivm_20260918T130822Z-task-0000090,detect.synthetic,2026-09-18T13:16:37.805133+00:00,2026-09-18T13:16:37.850376+00:00,180.047,ubuntu-beta,ok,45.416,0,"{""debian-alpha"": 0.785, ""ubuntu-beta"": 0.953442}",{},2874,andy-VirtualBox,False
91,cnp_endurance_multivm_20260918T130822Z-task-0000091,correlate.synthetic,2026-09-18T13:16:39.807006+00:00,2026-09-18T13:16:39.857948+00:00,182.063,ubuntu-beta,ok,51.051,0,"{""debian-alpha"": 0.791, ""ubuntu-beta"": 0.935861}",{},2874,andy-VirtualBox,False
92,cnp_endurance_multivm_20260918T130822Z-task-0000092,parse.synthetic,2026-09-18T13:16:41.798021+00:00,2026-09-18T13:16:41.848979+00:00,184.047,debian-alpha,ok,50.834,0,"{""debian-alpha"": 0.975499, ""ubuntu-beta"": 0.809}",{},2875,andy,False
