experiment_id,phase,run_id,dataset,scenario,seed,model,status,started_at,completed_at,command,config_path,raw_result_path,summary_path,figure_path,error_path,git_commit,notes
e1_holdout_ddos_seed46,1,e1_holdout_ddos_seed46,CICIDS2017,DDoS,46,RandomForest,RUNNING,2026-09-07T20:21:56.017519+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario DDoS,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_ddos_seed46.json,,,,d3f13fd7a7fa9b8ee71f2326d2fbc976a9214d3c,
e1_holdout_ddos_seed46,1,e1_holdout_ddos_seed46,CICIDS2017,DDoS,46,RandomForest,COMPLETED,2026-09-07T20:21:56.017519+00:00,2026-09-07T20:22:04.926035+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario DDoS,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_ddos_seed46.json,,,,d3f13fd7a7fa9b8ee71f2326d2fbc976a9214d3c,
e1_holdout_ddos_seed42,1,e1_holdout_ddos_seed42,CICIDS2017,DDoS,42,RandomForest,COMPLETED,,2026-09-07T20:25:17.410648+00:00,-c,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_ddos_seed42.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,d3f13fd7a7fa9b8ee71f2326d2fbc976a9214d3c,Batch checkpoint: summary path attached
e1_holdout_ddos_seed43,1,e1_holdout_ddos_seed43,CICIDS2017,DDoS,43,RandomForest,COMPLETED,,2026-09-07T20:25:18.271014+00:00,-c,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_ddos_seed43.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,d3f13fd7a7fa9b8ee71f2326d2fbc976a9214d3c,Batch checkpoint: summary path attached
e1_holdout_ddos_seed44,1,e1_holdout_ddos_seed44,CICIDS2017,DDoS,44,RandomForest,COMPLETED,,2026-09-07T20:25:18.332014+00:00,-c,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_ddos_seed44.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,d3f13fd7a7fa9b8ee71f2326d2fbc976a9214d3c,Batch checkpoint: summary path attached
e1_holdout_ddos_seed45,1,e1_holdout_ddos_seed45,CICIDS2017,DDoS,45,RandomForest,COMPLETED,,2026-09-07T20:25:18.395012+00:00,-c,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_ddos_seed45.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,d3f13fd7a7fa9b8ee71f2326d2fbc976a9214d3c,Batch checkpoint: summary path attached
e1_holdout_ddos_seed46,1,e1_holdout_ddos_seed46,CICIDS2017,DDoS,46,RandomForest,COMPLETED,,2026-09-07T20:25:18.456192+00:00,-c,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_ddos_seed46.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,d3f13fd7a7fa9b8ee71f2326d2fbc976a9214d3c,Batch checkpoint: summary path attached
e1_holdout_portscan_seed42,1,e1_holdout_portscan_seed42,CICIDS2017,PortScan,42,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed42.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed42,1,e1_holdout_portscan_seed42,CICIDS2017,PortScan,42,RandomForest,RUNNING,2026-09-07T20:26:45.354117+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed42.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed42,1,e1_holdout_portscan_seed42,CICIDS2017,PortScan,42,RandomForest,COMPLETED,2026-09-07T20:26:45.354117+00:00,2026-09-07T20:26:48.704780+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed42.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed43,1,e1_holdout_portscan_seed43,CICIDS2017,PortScan,43,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed43.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed43,1,e1_holdout_portscan_seed43,CICIDS2017,PortScan,43,RandomForest,RUNNING,2026-09-07T20:27:04.824523+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed43.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed43,1,e1_holdout_portscan_seed43,CICIDS2017,PortScan,43,RandomForest,COMPLETED,2026-09-07T20:27:04.824523+00:00,2026-09-07T20:27:10.725103+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed43.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed44,1,e1_holdout_portscan_seed44,CICIDS2017,PortScan,44,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed44.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed44,1,e1_holdout_portscan_seed44,CICIDS2017,PortScan,44,RandomForest,RUNNING,2026-09-07T20:27:26.383658+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed44.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed44,1,e1_holdout_portscan_seed44,CICIDS2017,PortScan,44,RandomForest,COMPLETED,2026-09-07T20:27:26.383658+00:00,2026-09-07T20:27:31.329663+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed44.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed45,1,e1_holdout_portscan_seed45,CICIDS2017,PortScan,45,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed45.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed45,1,e1_holdout_portscan_seed45,CICIDS2017,PortScan,45,RandomForest,RUNNING,2026-09-07T20:27:48.462450+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed45.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed45,1,e1_holdout_portscan_seed45,CICIDS2017,PortScan,45,RandomForest,COMPLETED,2026-09-07T20:27:48.462450+00:00,2026-09-07T20:27:52.197128+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed45.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed46,1,e1_holdout_portscan_seed46,CICIDS2017,PortScan,46,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed46.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed46,1,e1_holdout_portscan_seed46,CICIDS2017,PortScan,46,RandomForest,RUNNING,2026-09-07T20:28:09.338836+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed46.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_portscan_seed46,1,e1_holdout_portscan_seed46,CICIDS2017,PortScan,46,RandomForest,COMPLETED,2026-09-07T20:28:09.338836+00:00,2026-09-07T20:28:12.620648+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario PortScan,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_portscan_seed46.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed42,1,e1_holdout_bot_seed42,CICIDS2017,Bot,42,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed42.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed42,1,e1_holdout_bot_seed42,CICIDS2017,Bot,42,RandomForest,RUNNING,2026-09-07T20:30:59.351689+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed42.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed42,1,e1_holdout_bot_seed42,CICIDS2017,Bot,42,RandomForest,COMPLETED,2026-09-07T20:30:59.351689+00:00,2026-09-07T20:31:08.818860+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed42.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed43,1,e1_holdout_bot_seed43,CICIDS2017,Bot,43,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed43.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed43,1,e1_holdout_bot_seed43,CICIDS2017,Bot,43,RandomForest,RUNNING,2026-09-07T20:31:25.671704+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed43.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed43,1,e1_holdout_bot_seed43,CICIDS2017,Bot,43,RandomForest,COMPLETED,2026-09-07T20:31:25.671704+00:00,2026-09-07T20:31:37.120724+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed43.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed44,1,e1_holdout_bot_seed44,CICIDS2017,Bot,44,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed44.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed44,1,e1_holdout_bot_seed44,CICIDS2017,Bot,44,RandomForest,RUNNING,2026-09-07T20:31:54.254191+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed44.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed44,1,e1_holdout_bot_seed44,CICIDS2017,Bot,44,RandomForest,COMPLETED,2026-09-07T20:31:54.254191+00:00,2026-09-07T20:32:00.922335+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed44.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed45,1,e1_holdout_bot_seed45,CICIDS2017,Bot,45,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed45.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed45,1,e1_holdout_bot_seed45,CICIDS2017,Bot,45,RandomForest,RUNNING,2026-09-07T20:32:18.475500+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed45.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed45,1,e1_holdout_bot_seed45,CICIDS2017,Bot,45,RandomForest,COMPLETED,2026-09-07T20:32:18.475500+00:00,2026-09-07T20:32:25.800960+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed45.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed46,1,e1_holdout_bot_seed46,CICIDS2017,Bot,46,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed46.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed46,1,e1_holdout_bot_seed46,CICIDS2017,Bot,46,RandomForest,RUNNING,2026-09-07T20:32:44.510431+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed46.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_bot_seed46,1,e1_holdout_bot_seed46,CICIDS2017,Bot,46,RandomForest,COMPLETED,2026-09-07T20:32:44.510431+00:00,2026-09-07T20:32:56.602496+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Bot,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_bot_seed46.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_infiltration_seed42,1,e1_holdout_infiltration_seed42,CICIDS2017,Infiltration,42,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Infiltration,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_infiltration_seed42.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_infiltration_seed42,1,e1_holdout_infiltration_seed42,CICIDS2017,Infiltration,42,RandomForest,RUNNING,2026-09-07T20:35:15.537216+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Infiltration,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_infiltration_seed42.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_infiltration_seed42,1,e1_holdout_infiltration_seed42,CICIDS2017,Infiltration,42,RandomForest,COMPLETED,2026-09-07T20:35:15.537216+00:00,2026-09-07T20:35:23.688772+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Infiltration,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_infiltration_seed42.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_infiltration_seed43,1,e1_holdout_infiltration_seed43,CICIDS2017,Infiltration,43,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Infiltration,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_infiltration_seed43.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_infiltration_seed43,1,e1_holdout_infiltration_seed43,CICIDS2017,Infiltration,43,RandomForest,RUNNING,2026-09-07T20:35:41.360084+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Infiltration,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_infiltration_seed43.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_infiltration_seed43,1,e1_holdout_infiltration_seed43,CICIDS2017,Infiltration,43,RandomForest,COMPLETED,2026-09-07T20:35:41.360084+00:00,2026-09-07T20:35:48.790237+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Infiltration,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_infiltration_seed43.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_infiltration_seed44,1,e1_holdout_infiltration_seed44,CICIDS2017,Infiltration,44,RandomForest,PLANNED,,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Infiltration,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_infiltration_seed44.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_infiltration_seed44,1,e1_holdout_infiltration_seed44,CICIDS2017,Infiltration,44,RandomForest,RUNNING,2026-09-07T20:36:06.931502+00:00,,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Infiltration,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_infiltration_seed44.json,,,,c975fb1bb8c8ca02a13042aad78876847a287449,
e1_holdout_infiltration_seed44,1,e1_holdout_infiltration_seed44,CICIDS2017,Infiltration,44,RandomForest,COMPLETED,2026-09-07T20:36:06.931502+00:00,2026-09-07T20:36:12.769340+00:00,scripts/run_final_experiments.py --resume --phase 1 --experiment cicids_holdout_multiseed --scenario Infiltration,docs/memoire/final_experiments_2026/configs/cicids_final_protocol.json,data/processed/final_experiments_2026/phase_1/e1_holdout_infiltration_seed44.json,data/processed/final_experiments_2026/cicids_holdout_multiseed_summary.csv,,,c975fb1bb8c8ca02a13042aad78876847a287449,
