dataset;subtype;filepath;lineno;recno;timestamp_iso;severity;event;source;component;host;pid;tid;session;user;uid;gid;auid;euid;egid;exe;path;path_all;exec_args;exec_args_all;exec_env_all;src_ip;src_port;dst_ip;dst_port;proto;length;flags;http_method;http_url;http_status;bytes_sent;user_agent;referrer;category;subcategory;message
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;19;;2008-11-09T20:35:21+00:00;INFO;blk_7503483334202473044;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;144;;;;;;;;;;;;;;;10.251.71.16;51590;10.251.71.16;50010;;;;;;;;;;system;hdfs;Receiving block blk_7503483334202473044 src: /10.251.71.16:51590 dest: /10.251.71.16:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;20;;2008-11-09T20:35:21+00:00;INFO;blk_-3544583377289625738;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;145;;;;;;;;;;;;;;;10.250.19.102;39325;10.250.19.102;50010;;;;;;;;;;system;hdfs;Receiving block blk_-3544583377289625738 src: /10.250.19.102:39325 dest: /10.250.19.102:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;21;;2008-11-09T20:35:21+00:00;INFO;blk_7503483334202473044;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;PacketResponder 1 for block blk_7503483334202473044 terminating
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;22;;2008-11-09T20:35:21+00:00;INFO;blk_7503483334202473044;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;Received block blk_7503483334202473044 of size 233217 from /10.251.215.16
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;23;;2008-11-09T20:35:21+00:00;INFO;blk_7503483334202473044;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;PacketResponder 0 for block blk_7503483334202473044 terminating
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;24;;2008-11-09T20:35:21+00:00;INFO;blk_7503483334202473044;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;Received block blk_7503483334202473044 of size 233217 from /10.251.71.16
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;25;;2008-11-09T20:35:21+00:00;INFO;blk_-1608999687919862906;dfs.DataNode$DataTransfer;dfs.DataNode$DataTransfer;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;10.250.14.224:50010:Transmitted block blk_-1608999687919862906 to /10.251.215.16:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;26;;2008-11-09T20:35:21+00:00;INFO;blk_-1608999687919862906;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;147;;;;;;;;;;;;;;;10.250.14.224;35754;10.250.14.224;50010;;;;;;;;;;system;hdfs;Received block blk_-1608999687919862906 src: /10.250.14.224:35754 dest: /10.250.14.224:50010 of size 91178
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;27;;2008-11-09T20:35:21+00:00;INFO;blk_-1608999687919862906;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;147;;;;;;;;;;;;;;;10.250.14.224;35754;10.250.14.224;50010;;;;;;;;;;system;hdfs;Receiving block blk_-1608999687919862906 src: /10.250.14.224:35754 dest: /10.250.14.224:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;28;;2008-11-09T20:35:21+00:00;INFO;blk_7503483334202473044;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;PacketResponder 2 for block blk_7503483334202473044 terminating
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;29;;2008-11-09T20:35:21+00:00;INFO;blk_7503483334202473044;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;Received block blk_7503483334202473044 of size 233217 from /10.250.19.102
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;30;;2008-11-09T20:35:21+00:00;INFO;blk_-1608999687919862906;dfs.DataNode;dfs.DataNode;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;10.250.14.224:50010 Starting thread to transfer block blk_-1608999687919862906 to 10.251.215.16:50010, 10.251.71.193:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;31;;2008-11-09T20:35:21+00:00;INFO;blk_-1608999687919862906;dfs.FSNamesystem;dfs.FSNamesystem;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* ask 10.250.14.224:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.215.16:50010 10.251.71.193:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;32;;2008-11-09T20:35:21+00:00;INFO;blk_7503483334202473044;dfs.FSNamesystem;dfs.FSNamesystem;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.10:50010 is added to blk_7503483334202473044 size 233217
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;33;;2008-11-09T20:35:21+00:00;INFO;blk_-3544583377289625738;dfs.FSNamesystem;dfs.FSNamesystem;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.allocateBlock: /mnt/hadoop/mapred/system/job_200811092030_0001/job.xml. blk_-3544583377289625738
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;34;;2008-11-09T20:35:21+00:00;INFO;blk_-1608999687919862906;dfs.FSNamesystem;dfs.FSNamesystem;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.193:50010 is added to blk_-1608999687919862906 size 91178
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;35;;2008-11-09T20:35:21+00:00;INFO;blk_7503483334202473044;dfs.FSNamesystem;dfs.FSNamesystem;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.16:50010 is added to blk_7503483334202473044 size 233217
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;36;;2008-11-09T20:35:21+00:00;INFO;blk_-1608999687919862906;dfs.FSNamesystem;dfs.FSNamesystem;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.16:50010 is added to blk_-1608999687919862906 size 91178
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;37;;2008-11-09T20:35:21+00:00;INFO;blk_7503483334202473044;dfs.FSNamesystem;dfs.FSNamesystem;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.16:50010 is added to blk_7503483334202473044 size 233217
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;38;;2008-11-09T20:35:22+00:00;INFO;blk_-3544583377289625738;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;144;;;;;;;;;;;;;;;10.251.197.226;60229;10.251.197.226;50010;;;;;;;;;;system;hdfs;Receiving block blk_-3544583377289625738 src: /10.251.197.226:60229 dest: /10.251.197.226:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;39;;2008-11-09T20:35:22+00:00;INFO;blk_-3544583377289625738;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;145;;;;;;;;;;;;;;;10.250.11.100;54800;10.250.11.100;50010;;;;;;;;;;system;hdfs;Receiving block blk_-3544583377289625738 src: /10.250.11.100:54800 dest: /10.250.11.100:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;40;;2008-11-09T20:35:22+00:00;INFO;blk_-3544583377289625738;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;PacketResponder 2 for block blk_-3544583377289625738 terminating
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;41;;2008-11-09T20:35:22+00:00;INFO;blk_-3544583377289625738;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;Received block blk_-3544583377289625738 of size 11971 from /10.250.19.102
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;42;;2008-11-09T20:35:23+00:00;INFO;blk_-9073992586687739851;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;143;;;;;;;;;;;;;;;10.250.19.102;37673;10.250.19.102;50010;;;;;;;;;;system;hdfs;Receiving block blk_-9073992586687739851 src: /10.250.19.102:37673 dest: /10.250.19.102:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;43;;2008-11-09T20:35:23+00:00;INFO;blk_-3544583377289625738;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;PacketResponder 1 for block blk_-3544583377289625738 terminating
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;44;;2008-11-09T20:35:23+00:00;INFO;blk_-3544583377289625738;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;Received block blk_-3544583377289625738 of size 11971 from /10.251.197.226
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;45;;2008-11-09T20:35:23+00:00;INFO;blk_-3544583377289625738;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;PacketResponder 0 for block blk_-3544583377289625738 terminating
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;46;;2008-11-09T20:35:23+00:00;INFO;blk_-3544583377289625738;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;Received block blk_-3544583377289625738 of size 11971 from /10.250.11.100
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;47;;2008-11-09T20:35:23+00:00;INFO;blk_-3544583377289625738;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;10.250.11.100:50010 Served block blk_-3544583377289625738 to /10.250.19.102
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;48;;2008-11-09T20:35:23+00:00;INFO;blk_-1608999687919862906;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;10.251.111.209:50010 Served block blk_-1608999687919862906 to /10.250.19.102
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;49;;2008-11-09T20:35:23+00:00;INFO;blk_-9073992586687739851;dfs.FSNamesystem;dfs.FSNamesystem;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.allocateBlock: /user/root/rand/_logs/history/ip-10-250-19-102.ec2.internal_1226291400491_job_200811092030_0001_conf.xml. blk_-9073992586687739851
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;50;;2008-11-09T20:35:23+00:00;INFO;blk_-3544583377289625738;dfs.FSNamesystem;dfs.FSNamesystem;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_-3544583377289625738 size 11971
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;51;;2008-11-09T20:35:23+00:00;INFO;blk_-3544583377289625738;dfs.FSNamesystem;dfs.FSNamesystem;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.100:50010 is added to blk_-3544583377289625738 size 11971
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;52;;2008-11-09T20:35:23+00:00;INFO;blk_-3544583377289625738;dfs.FSNamesystem;dfs.FSNamesystem;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_-3544583377289625738 size 11971
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;53;;2008-11-09T20:35:24+00:00;INFO;blk_-9073992586687739851;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;143;;;;;;;;;;;;;;;10.250.14.196;39576;10.250.14.196;50010;;;;;;;;;;system;hdfs;Receiving block blk_-9073992586687739851 src: /10.250.14.196:39576 dest: /10.250.14.196:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;54;;2008-11-09T20:35:24+00:00;INFO;blk_-9073992586687739851;dfs.DataNode$DataXceiver;dfs.DataNode$DataXceiver;;144;;;;;;;;;;;;;;;10.250.7.244;39735;10.250.7.244;50010;;;;;;;;;;system;hdfs;Receiving block blk_-9073992586687739851 src: /10.250.7.244:39735 dest: /10.250.7.244:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;55;;2008-11-09T20:35:24+00:00;INFO;blk_-9073992586687739851;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;PacketResponder 2 for block blk_-9073992586687739851 terminating
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;56;;2008-11-09T20:35:24+00:00;INFO;blk_-9073992586687739851;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;Received block blk_-9073992586687739851 of size 11977 from /10.250.19.102
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;57;;2008-11-09T20:35:24+00:00;INFO;blk_-9073992586687739851;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;PacketResponder 0 for block blk_-9073992586687739851 terminating
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;58;;2008-11-09T20:35:24+00:00;INFO;blk_-9073992586687739851;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;Received block blk_-9073992586687739851 of size 11977 from /10.250.14.196
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;59;;2008-11-09T20:35:24+00:00;INFO;blk_-9073992586687739851;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;PacketResponder 1 for block blk_-9073992586687739851 terminating
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;60;;2008-11-09T20:35:24+00:00;INFO;blk_-9073992586687739851;dfs.DataNode$PacketResponder;dfs.DataNode$PacketResponder;;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;Received block blk_-9073992586687739851 of size 11977 from /10.250.7.244
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;61;;2008-11-09T20:35:24+00:00;INFO;blk_-1608999687919862906;dfs.FSNamesystem;dfs.FSNamesystem;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* ask 10.251.215.16:50010 to replicate blk_-1608999687919862906 to datanode(s) 10.251.74.79:50010 10.251.107.19:50010
hdfs;hdfs;E:\Cours\TFE\experiments\phase_dataset_strengthening\processed\multiformat_balanced_20260910T093742Z\samples\hdfs.log;62;;2008-11-09T20:35:24+00:00;INFO;blk_-9073992586687739851;dfs.FSNamesystem;dfs.FSNamesystem;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;system;hdfs;BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_-9073992586687739851 size 11977
