source_id,source_group,path,adapter,true_family,run_id,expected_route,predicted_family,correct,fallback,confidence_margin,confidence_is_calibrated_probability,model,scores_json,reasons,sample_rows,neutral_artifact,latency_sec,error
linux_2k,loghub_linux,data/raw/Datasets/Linux_2k.log,linux_text,linux,router_independent_20260910T094257Z,linux,linux,True,False,198,False,models/isolation_forest_linux_colab.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 233, ""linux_auth"": 35, ""network"": 12, ""network_cicids"": 0, ""wazuh"": 0, ""windows"": -40}","subtype syslog: modele linux privilegie | colonnes linux: message | marqueurs linux_auth: auth,sshd | marqueurs linux: linux,syslog,auth,sshd | features reseau=1 | features linux=5",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_011.csv,0.00811479997355491,
wazuh_oct_01_05,wazuh_october_exports,data/raw/Datasets/01-05-October.csv,csv,wazuh,router_independent_20260910T094257Z,wazuh,wazuh,True,False,231,False,models/isolation_forest_wazuh.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 35, ""linux_auth"": 35, ""network"": 12, ""network_cicids"": 0, ""wazuh"": 266, ""windows"": 35}","colonnes wazuh: _source.@timestamp,_source.decoder.name,_source.full_log,_source.rule.description,_source.rule.groups,_source.rule.level | marqueurs windows: windows | marqueurs wazuh: wazuh,ossec,syscheck,auditd,web-accesslog | marqueurs linux_auth: auth,sshd,sudo | marqueurs linux: linux,syslog,ubuntu,kernel,auth | features reseau=1 | features wazuh=6 | marqueurs wazuh",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_012.csv,0.10302809998393059,
wazuh_oct_05_p1,wazuh_october_exports,data/raw/Datasets/05-October-P1.csv,csv,wazuh,router_independent_20260910T094257Z,wazuh,wazuh,True,False,231,False,models/isolation_forest_wazuh.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 35, ""linux_auth"": 0, ""network"": 12, ""network_cicids"": 0, ""wazuh"": 266, ""windows"": 35}","colonnes wazuh: _source.@timestamp,_source.decoder.name,_source.full_log,_source.rule.description,_source.rule.groups,_source.rule.level | marqueurs windows: windows | marqueurs wazuh: wazuh | marqueurs linux: ubuntu | features reseau=1 | features wazuh=6 | marqueurs wazuh",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_013.csv,0.0403852000599727,
wazuh_oct_05_p2,wazuh_october_exports,data/raw/Datasets/05-October-P2.csv,csv,wazuh,router_independent_20260910T094257Z,wazuh,wazuh,True,False,231,False,models/isolation_forest_wazuh.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 35, ""linux_auth"": 0, ""network"": 12, ""network_cicids"": 0, ""wazuh"": 266, ""windows"": 35}","colonnes wazuh: _source.@timestamp,_source.decoder.name,_source.full_log,_source.rule.description,_source.rule.groups,_source.rule.level | marqueurs windows: windows | marqueurs wazuh: wazuh | marqueurs linux: ubuntu | features reseau=1 | features wazuh=6 | marqueurs wazuh",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_014.csv,0.043060600059106946,
wazuh_oct_06_20,wazuh_october_exports,data/raw/Datasets/06-20-October.csv,csv,wazuh,router_independent_20260910T094257Z,wazuh,wazuh,True,False,231,False,models/isolation_forest_wazuh.joblib,"{""bgl"": 35, ""fallback"": 1, ""hdfs"": 0, ""linux"": 35, ""linux_auth"": 35, ""network"": 12, ""network_cicids"": 0, ""wazuh"": 266, ""windows"": 35}","colonnes wazuh: _source.@timestamp,_source.decoder.name,_source.full_log,_source.rule.description,_source.rule.groups,_source.rule.level | marqueurs windows: windows | marqueurs bgl: ras | marqueurs wazuh: wazuh,ossec,syscheck,auditd,web-accesslog | marqueurs linux_auth: auth,sshd,sudo | marqueurs linux: linux,syslog,ubuntu,kernel,auth | features reseau=1 | features wazuh=6 | marqueurs wazuh",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_015.csv,0.15975809993688017,
wazuh_oct_20_22,wazuh_october_exports,data/raw/Datasets/20-22-October.csv,csv,wazuh,router_independent_20260910T094257Z,wazuh,wazuh,True,False,231,False,models/isolation_forest_wazuh.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 35, ""linux_auth"": 35, ""network"": 12, ""network_cicids"": 0, ""wazuh"": 266, ""windows"": 0}","colonnes wazuh: _source.@timestamp,_source.decoder.name,_source.full_log,_source.rule.description,_source.rule.groups,_source.rule.level | marqueurs wazuh: wazuh,ossec,syscheck,auditd | marqueurs linux_auth: auth,sshd,sudo | marqueurs linux: linux,syslog,ubuntu,kernel,auth | features reseau=1 | features wazuh=6 | marqueurs wazuh",68,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_016.csv,0.047354299924336374,
wazuh_oct_20_p1,wazuh_october_exports,data/raw/Datasets/20-October-P1.csv,csv,wazuh,router_independent_20260910T094257Z,wazuh,wazuh,True,False,219,False,models/isolation_forest_wazuh.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 35, ""linux_auth"": 35, ""network"": 47, ""network_cicids"": 0, ""wazuh"": 266, ""windows"": 35}","colonnes wazuh: _source.@timestamp,_source.decoder.name,_source.full_log,_source.rule.description,_source.rule.groups,_source.rule.level | marqueurs windows: windows | marqueurs wazuh: wazuh | marqueurs network: pcap | marqueurs linux_auth: sshd | marqueurs linux: syslog,ubuntu,sshd | features reseau=1 | features wazuh=6 | marqueurs wazuh",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_017.csv,0.11546340002678335,
wazuh_oct_20_p2,wazuh_october_exports,data/raw/Datasets/20-October-P2.csv,csv,wazuh,router_independent_20260910T094257Z,wazuh,wazuh,True,False,231,False,models/isolation_forest_wazuh.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 35, ""linux_auth"": 35, ""network"": 12, ""network_cicids"": 0, ""wazuh"": 266, ""windows"": 0}","colonnes wazuh: _source.@timestamp,_source.decoder.name,_source.full_log,_source.rule.description,_source.rule.groups,_source.rule.level | marqueurs wazuh: wazuh | marqueurs linux_auth: auth | marqueurs linux: ubuntu,auth | features reseau=1 | features wazuh=6 | marqueurs wazuh",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_018.csv,0.06078709999565035,
hdfs_loghub,loghub_hdfs_v1,data/raw/Datasets/HDFS_1/HDFS.log,hdfs_text,hdfs,router_independent_20260910T094257Z,hdfs,hdfs,True,False,83,False,models/isolation_forest_hdfs_colab.joblib,"{""bgl"": 32, ""fallback"": 1, ""hdfs"": 135, ""linux"": 16, ""linux_auth"": 0, ""network"": 12, ""network_cicids"": 0, ""wazuh"": 0, ""windows"": 52}","colonnes windows: component,event,severity,source | colonnes hdfs: component,event | colonnes bgl: component,event,severity,source | colonnes linux: message,severity | marqueurs hdfs: hdfs,blk_,dfs. | features reseau=1 | features windows=2 | features hdfs=7",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_019.csv,0.025786699960008264,
bgl_loghub,loghub_bgl,data/raw/Datasets/BGL/BGL.log,bgl_text,bgl,router_independent_20260910T094257Z,bgl,bgl,True,False,33,False,models/isolation_forest_bgl_colab.joblib,"{""bgl"": 103, ""fallback"": 1, ""hdfs"": 16, ""linux"": 59, ""linux_auth"": 0, ""network"": 0, ""network_cicids"": 0, ""wazuh"": 0, ""windows"": 70}","colonnes windows: component,event,host,severity,source | colonnes hdfs: component,event | colonnes bgl: component,event,severity,source | colonnes linux: host,message,severity | marqueurs bgl: bgl | marqueurs linux: kernel | features windows=3 | features bgl=3",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_020.csv,0.028938999981619418,
cicids_monday,cicids2017,data/raw/Datasets/MachineLearningCSV/MachineLearningCVE/Monday-WorkingHours.pcap_ISCX.csv,csv,network_cicids,router_independent_20260910T094257Z,network_cicids,network_cicids,True,False,148,False,models/random_forest_network_cicids.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 44, ""network_cicids"": 192, ""wazuh"": 0, ""windows"": 0}","colonnes network_cicids: destination port,flow bytes/s,flow duration,flow packets/s,label,total backward packets,total fwd packets | features reseau=2 | features cicids=7 | profil numerique dense",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_021.csv,0.0815743999555707,
cicids_tuesday,cicids2017,data/raw/Datasets/MachineLearningCSV/MachineLearningCVE/Tuesday-WorkingHours.pcap_ISCX.csv,csv,network_cicids,router_independent_20260910T094257Z,network_cicids,network_cicids,True,False,148,False,models/random_forest_network_cicids.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 44, ""network_cicids"": 192, ""wazuh"": 0, ""windows"": 0}","colonnes network_cicids: destination port,flow bytes/s,flow duration,flow packets/s,label,total backward packets,total fwd packets | features reseau=2 | features cicids=7 | profil numerique dense",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_022.csv,0.06741270003840327,
cicids_wednesday,cicids2017,data/raw/Datasets/MachineLearningCSV/MachineLearningCVE/Wednesday-workingHours.pcap_ISCX.csv,csv,network_cicids,router_independent_20260910T094257Z,network_cicids,network_cicids,True,False,148,False,models/random_forest_network_cicids.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 44, ""network_cicids"": 192, ""wazuh"": 0, ""windows"": 0}","colonnes network_cicids: destination port,flow bytes/s,flow duration,flow packets/s,label,total backward packets,total fwd packets | features reseau=2 | features cicids=7 | profil numerique dense",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_023.csv,0.06939229997806251,
cicids_thursday_web,cicids2017,data/raw/Datasets/MachineLearningCSV/MachineLearningCVE/Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,csv,network_cicids,router_independent_20260910T094257Z,network_cicids,network_cicids,True,False,148,False,models/random_forest_network_cicids.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 44, ""network_cicids"": 192, ""wazuh"": 0, ""windows"": 0}","colonnes network_cicids: destination port,flow bytes/s,flow duration,flow packets/s,label,total backward packets,total fwd packets | features reseau=2 | features cicids=7 | profil numerique dense",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_024.csv,0.06844100006856024,
cicids_thursday_infiltration,cicids2017,data/raw/Datasets/MachineLearningCSV/MachineLearningCVE/Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,csv,network_cicids,router_independent_20260910T094257Z,network_cicids,network_cicids,True,False,148,False,models/random_forest_network_cicids.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 44, ""network_cicids"": 192, ""wazuh"": 0, ""windows"": 0}","colonnes network_cicids: destination port,flow bytes/s,flow duration,flow packets/s,label,total backward packets,total fwd packets | features reseau=2 | features cicids=7 | profil numerique dense",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_025.csv,0.06083440000656992,
cicids_friday_morning,cicids2017,data/raw/Datasets/MachineLearningCSV/MachineLearningCVE/Friday-WorkingHours-Morning.pcap_ISCX.csv,csv,network_cicids,router_independent_20260910T094257Z,network_cicids,network_cicids,True,False,148,False,models/random_forest_network_cicids.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 44, ""network_cicids"": 192, ""wazuh"": 0, ""windows"": 0}","colonnes network_cicids: destination port,flow bytes/s,flow duration,flow packets/s,label,total backward packets,total fwd packets | features reseau=2 | features cicids=7 | profil numerique dense",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_026.csv,0.1688340000109747,
cicids_friday_portscan,cicids2017,data/raw/Datasets/MachineLearningCSV/MachineLearningCVE/Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,csv,network_cicids,router_independent_20260910T094257Z,network_cicids,network_cicids,True,False,148,False,models/random_forest_network_cicids.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 44, ""network_cicids"": 192, ""wazuh"": 0, ""windows"": 0}","colonnes network_cicids: destination port,flow bytes/s,flow duration,flow packets/s,label,total backward packets,total fwd packets | features reseau=2 | features cicids=7 | profil numerique dense",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_027.csv,0.06341349997092038,
cicids_friday_ddos,cicids2017,data/raw/Datasets/MachineLearningCSV/MachineLearningCVE/Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,csv,network_cicids,router_independent_20260910T094257Z,network_cicids,network_cicids,True,False,148,False,models/random_forest_network_cicids.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 44, ""network_cicids"": 192, ""wazuh"": 0, ""windows"": 0}","colonnes network_cicids: destination port,flow bytes/s,flow duration,flow packets/s,label,total backward packets,total fwd packets | features reseau=2 | features cicids=7 | profil numerique dense",200,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_028.csv,0.07090980000793934,
open_cloud_service,local_open_set_fixtures,data/raw/Datasets/Dataset_csv/cloud_service_log.csv,csv,unknown_family,router_independent_20260910T094257Z,fallback,network,False,False,76,False,models/random_forest_network_unsw_80_20_sampled.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 84, ""network_cicids"": 8, ""wazuh"": 0, ""windows"": 0}",colonnes network_cicids: destination port | features reseau=7,98,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_029.csv,0.017378799966536462,
open_dns,local_open_set_fixtures,data/raw/Datasets/Dataset_csv/DNS_Logs_logs.csv,csv,unknown_family,router_independent_20260910T094257Z,fallback,network,False,False,11,False,models/random_forest_network_unsw_80_20_sampled.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 12, ""network_cicids"": 0, ""wazuh"": 0, ""windows"": 0}",features reseau=1,50,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_030.csv,0.004554999992251396,
open_virtualization,local_open_set_fixtures,data/raw/Datasets/Dataset_csv/virtualization_log.csv,csv,unknown_family,router_independent_20260910T094257Z,fallback,network,False,False,76,False,models/random_forest_network_unsw_80_20_sampled.joblib,"{""bgl"": 0, ""fallback"": 1, ""hdfs"": 0, ""linux"": 0, ""linux_auth"": 0, ""network"": 84, ""network_cicids"": 8, ""wazuh"": 0, ""windows"": 0}",colonnes network_cicids: destination port | features reseau=7,117,experiments/phase_dataset_strengthening/processed/router_independent_20260910T094257Z/source_031.csv,0.0106811000732705,
