_index,_id,_version,_score,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.file,_source.data.title,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.gdpr,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.references,_source.data.sca.check.compliance.pci_dss_v4.0,_source.data.sca.check.compliance.cis_csc_v8,_source.data.sca.check.compliance.soc_2,_source.data.sca.check.compliance.pci_dss_v3.2.1,_source.data.sca.check.compliance.hipaa,_source.data.sca.check.compliance.nist_sp_800-53,_source.data.sca.check.compliance.mitre_tactics,_source.data.sca.check.compliance.mitre_techniques,_source.data.sca.check.compliance.cis,_source.data.sca.check.compliance.cmmc_v2.0,_source.data.sca.check.compliance.cis_csc_v7,_source.data.sca.check.compliance.mitre_mitigations,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.check.command,_source.data.sca.type,_source.data.sca.policy,_source.rule.cis_csc_v8,_source.rule.tsc,_source.rule.hipaa,_source.rule.nist_sp_800-53,_source.rule.mitre_tactics,_source.rule.mitre_techniques,_source.rule.cis,_source.rule.nist_800_53,_source.rule.mitre_mitigations,_source.rule.soc_2,_source.rule.cis_csc_v7,_source.data.sca.check.file,_source.data.sca.check.reason,_source.data.sca.check.compliance.pci_dss_4.0,_source.data.sca.check.compliance.pci_dss_3.2.1,_source.data.sca.check.directory,_source.data.dpkg_status,_source.data.package,_source.data.arch,_source.data.version,_source.rule.gpg13,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.data.uid,_source.data.dstuser,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.decoder.parent,_source.data.srcuser,_source.data.tty,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.data.srcip,_source.data.srcport,_source.data.sca.score,_source.data.sca.total_checks,_source.data.sca.file,_source.data.sca.policy_id,_source.data.sca.invalid,_source.data.sca.description,_source.data.sca.passed,_source.data.sca.failed,_source.data.extra_data,_source.data.sca.check.previous_result,_source.syscheck.size_before,_source.syscheck.uname_after,_source.syscheck.mtime_after,_source.syscheck.size_after,_source.syscheck.gid_after,_source.syscheck.md5_before,_source.syscheck.sha256_before,_source.syscheck.mtime_before,_source.syscheck.mode,_source.syscheck.path,_source.syscheck.sha1_after,_source.syscheck.changed_attributes,_source.syscheck.gname_after,_source.syscheck.uid_after,_source.syscheck.perm_after,_source.syscheck.event,_source.syscheck.md5_after,_source.syscheck.sha1_before,_source.syscheck.sha256_after,_source.syscheck.inode_after,_source.syscheck.inode_before,_source.data.status,_source.data.protocol,_source.data.id,_source.data.url,_source.data.gid,_source.data.shell,_source.data.home
wazuh-alerts-4.x-2023.10.01,d5G26IoBagxmxR-siHEh,1,1,ubuntu,0,ubuntu, , ,27,FALSE,3,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure SNMP Server is not installed.,"[""sca""]",19008,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:29.903",sca,1696121369,"Oct 1, 2023 @ 00:49:29.903",38066666,passed,Run the following command to remove snmp: # apt purge snmp., ,"1.2.5, 2.2.4, 6.4.1",4.8,"CC6.3, CC6.6","1.1.6, 1.2.1, 2.2.2, 2.2.5", , ,TA0008,"T1203,T1210,T1543,T1543.002",2.2.13,"CM.L2-3.4.7, CM.L2-3.4.8, SC.L2-3.13.6",9.2,M1042,"Simple Network Management Protocol (SNMP) is a widely used protocol for monitoring the health and welfare of network equipment, computer equipment and devices like UPSs. Net-SNMP is a suite of applications used to implement SNMPv1 (RFC 1157), SNMPv2 (RFCs 1901-1908), and SNMPv3 (RFCs 3411-3418) using both IPv4 and IPv6. Support for SNMPv2 classic (a.k.a. ""SNMPv2 historic"" - RFCs 1441-1452) was dropped with the 4.0 release of the UCD-snmp package. The Simple Network Management Protocol (SNMP) server is used to listen for SNMP commands from an SNMP management system, execute the commands or collect the information and then send results back to the requesting system.",28563,Ensure SNMP Server is not installed.,"The SNMP server can communicate using SNMPv1, which transmits data in the clear and does not require authentication to execute commands. SNMPv3 replaces the simple/clear text password sharing used in SNMPv2 with more securely encoded parameters. If the the SNMP service is not required, the net-snmp package should be removed to reduce the attack surface of the system. Note: If SNMP is required: The server should be configured for SNMP v3 only. User Authentication and Message Encryption should be configured. If SNMP v2 is absolutely necessary, modify the community strings' values.","[""dpkg-query -s snmp"",""dpkg-query -W -f='${binary:Package}\\t${Status}\\t${db:Status-Status}\\n' snmp""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.8""]","[""CC7.1"",""CC7.2""]", , ,"[""TA0008""]","[""T1203"",""T1210"",""T1543"",""T1543.002""]","[""2.2.13""]","[""CM.1""]","[""M1042""]","[""CC6.3"",""CC6.6""]","[""9.2""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,epG26IoBagxmxR-siHEh,1,1,ubuntu,0,ubuntu, , ,37,FALSE,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure rsync service is either not installed or masked.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:29.934",sca,1696121369,"Oct 1, 2023 @ 00:49:29.934",38066666,failed,Run the following command to remove rsync: # apt purge rsync OR Run the following commands to stop and mask rsync: # systemctl stop rsync # systemctl mask rsync., ,"1.2.5, 2.2.4, 6.4.1",4.8,"CC6.3, CC6.6","1.1.6, 1.2.1, 2.2.2, 2.2.5", , ,TA0008,"T1105,T1203,T1210,T1543,T1543.002,1570",2.2.16,"CM.L2-3.4.7, CM.L2-3.4.8, SC.L2-3.13.6",9.2,M1042,The rsync service can be used to synchronize files between systems over network links.,28566,Ensure rsync service is either not installed or masked.,The rsync service presents a security risk as it uses unencrypted protocols for communication. The rsync package should be removed to reduce the attack area of the system.,"[""dpkg-query -W -f='${binary:Package}\t${Status}\t${db:Status-Status}\\n' rsync"",""systemctl is-active rsync\"""",""systemctl is-enabled rsync""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.8""]","[""CC7.1"",""CC7.2""]", , ,"[""TA0008""]","[""T1105"",""T1203"",""T1210"",""T1543"",""T1543.002"",""1570""]","[""2.2.16""]","[""CM.1""]","[""M1042""]","[""CC6.3"",""CC6.6""]","[""9.2""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,e5G26IoBagxmxR-siHEh,1,1,ubuntu,0,ubuntu, , ,30,FALSE,3,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure NIS Client is not installed.,"[""sca""]",19008,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:29.944",sca,1696121369,"Oct 1, 2023 @ 00:49:29.944",38066666,passed,Uninstall nis: # apt purge nis, , ,4.8,"CC6.3,CC6.6", , , ,TA0008,"T1203,T1543,T1543.002",2.3.1,"CM.L2-3.4.7,CM.L2-3.4.8,SC.L2-3.13.6",2.6,M1042,"The Network Information Service (NIS), formerly known as Yellow Pages, is a clientserver directory service protocol used to distribute system configuration files. The NIS client was used to bind a machine to an NIS server and receive the distributed configuration files.",28567,Ensure NIS Client is not installed.,"The NIS service is inherently an insecure system that has been vulnerable to DOS attacks, buffer overflows and has poor authentication for querying NIS maps. NIS generally has been replaced by such protocols as Lightweight Directory Access Protocol (LDAP). It is recommended that the service be removed.","[""dpkg-query -s nis"",""dpkg-query -W -f='${binary:Package}\\t${Status}\\t${db:Status-Status}\\n' nis""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.8""]","[""CC7.1"",""CC7.2""]", , ,"[""TA0008""]","[""T1203"",""T1543"",""T1543.002""]","[""2.3.1""]","[""CM.1""]","[""M1042""]","[""CC6.3"",""CC6.6""]","[""2.6""]", , ,"1.2.5,2.2.4,6.4.1","1.1.6,1.2.1,2.2.2,2.2.5", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,fpG26IoBagxmxR-siHEl,1,1,ubuntu,0,ubuntu, , ,33,FALSE,3,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure telnet client is not installed.,"[""sca""]",19008,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:29.976",sca,1696121369,"Oct 1, 2023 @ 00:49:29.976",38066666,passed,Uninstall telnet: # apt purge telnet, , ,4.8,"CC6.3,CC6.6", , , ,"TA0006,TA0008","T1040,T1203,T1543,T1543.002",2.3.4,"CM.L2-3.4.7,CM.L2-3.4.8,SC.L2-3.13.6",9.2,"M1041,M1042","The telnet package contains the telnet client, which allows users to start connections to other systems via the telnet protocol.",28570,Ensure telnet client is not installed.,The telnet protocol is insecure and unencrypted. The use of an unencrypted transmission medium could allow an unauthorized user to steal credentials. The ssh package provides an encrypted session and stronger security and is included in most Linux distributions.,"[""dpkg-query -s telnet"",""dpkg-query -W -f='${binary:Package}\\t${Status}\\t${db:Status-Status}\\n' telnet""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.8""]","[""CC7.1"",""CC7.2""]", , ,"[""TA0006"",""TA0008""]","[""T1040"",""T1203"",""T1543"",""T1543.002""]","[""2.3.4""]","[""CM.1""]","[""M1041"",""M1042""]","[""CC6.3"",""CC6.6""]","[""9.2""]", , ,"1.2.5,2.2.4,6.4.1","1.1.6,1.2.1,2.2.2,2.2.5", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,f5G26IoBagxmxR-siHEl,1,1,ubuntu,0,ubuntu, , ,34,FALSE,3,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure LDAP client is not installed.,"[""sca""]",19008,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:29.986",sca,1696121369,"Oct 1, 2023 @ 00:49:29.986",38066666,passed,Uninstall ldap-utils: # apt purge ldap-utils, , ,4.8,"CC6.3,CC6.6", , , ,TA0008,"T1203,T1543,T1543.002",2.3.5,"CM.L2-3.4.7,CM.L2-3.4.8,SC.L2-3.13.6",9.2,M1042,The Lightweight Directory Access Protocol (LDAP) was introduced as a replacement for NIS/YP. It is a service that provides a method for looking up information from a central database.,28571,Ensure LDAP client is not installed.,"If the system will not need to act as an LDAP client, it is recommended that the software be removed to reduce the potential attack surface.","[""dpkg-query -s ldap-utils"",""dpkg-query -W -f='${binary:Package}\\t${Status}\\t${db:Status-Status}\\n' ldap-utils""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.8""]","[""CC7.1"",""CC7.2""]", , ,"[""TA0008""]","[""T1203"",""T1543"",""T1543.002""]","[""2.3.5""]","[""CM.1""]","[""M1042""]","[""CC6.3"",""CC6.6""]","[""9.2""]", , ,"1.2.5,2.2.4,6.4.1","1.1.6,1.2.1,2.2.2,2.2.5", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,gJG26IoBagxmxR-siHEl,1,1,ubuntu,0,ubuntu, , ,35,FALSE,3,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure RPC is not installed.,"[""sca""]",19008,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:29.997",sca,1696121369,"Oct 1, 2023 @ 00:49:29.997",38066666,passed,Run the following command to remove rpcbind: # apt purge rpcbind, , ,4.8,"CC6.3,CC6.6", , , ,TA0008,"T1203,T1543,T1543.002",2.3.6,"CM.L2-3.4.7,CM.L2-3.4.8,SC.L2-3.13.6",9.2,M1042,Remote Procedure Call (RPC) is a method for creating low level client server applications across different system architectures. It requires an RPC compliant client listening on a network port. The supporting package is rpcbind.,28572,Ensure RPC is not installed.,"If RPC is not required, it is recommended that this services be removed to reduce the remote attack surface.","[""dpkg-query -s rpcbind"",""dpkg-query -W -f='${binary:Package}\\t${Status}\\t${db:Status-Status}\\n' rpcbind""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.8""]","[""CC7.1"",""CC7.2""]", , ,"[""TA0008""]","[""T1203"",""T1543"",""T1543.002""]","[""2.3.6""]","[""CM.1""]","[""M1042""]","[""CC6.3"",""CC6.6""]","[""9.2""]", , ,"1.2.5,2.2.4,6.4.1","1.1.6,1.2.1,2.2.2,2.2.5", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,g5G26IoBagxmxR-siHEl,1,1,ubuntu,0,ubuntu, , ,40,FALSE,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure ufw service is enabled.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:30.028",sca,1696121370,"Oct 1, 2023 @ 00:49:30.028",38066666,failed,Run the following command to unmask the ufw daemon: # systemctl unmask ufw.service Run the following command to enable and start the ufw daemon: # systemctl --now enable ufw.service active Run the following command to enable ufw: # ufw enable,http://manpages.ubuntu.com/manpages/precise/en/man8/ufw.8.html, ,"4.4,4.5",CC6.6, , ,SC-7(5),TA0005,"T1562,T1562.004",3.5.1.3,"AC.L1-3.1.20,CM.L2-3.4.7,SC.L1-3.13.1,SC.L2-3.13.6",9.4, ,"UncomplicatedFirewall (ufw) is a frontend for iptables. ufw provides a framework for managing netfilter, as well as a command-line and available graphical user interface for manipulating the firewall. Notes: When running ufw enable or starting ufw via its initscript, ufw will flush its chains. This is required so ufw can maintain a consistent state, but it may drop existing connections (eg ssh). ufw does support adding rules before enabling the firewall. Run the following command before running ufw enable. # ufw allow proto tcp from any to any port 22 The rules will still be flushed, but the ssh port will be open after enabling the firewall. Please note that once ufw is 'enabled', ufw will not flush the chains when adding or removing rules (but will when modifying a rule or changing the default policy) By default, ufw will prompt when enabling the firewall while running under ssh. This can be disabled by using ufw --force enable.",28575,Ensure ufw service is enabled.,The ufw service must be enabled and running in order for ufw to protect the system.,"[""systemctl is-enabled ufw.service""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.4"",""4.5""]","[""CC7.1"",""CC7.2""]", ,"[""SC-7(5)""]","[""TA0005""]","[""T1562"",""T1562.004""]","[""3.5.1.3""]","[""CM.1""]", ,"[""CC6.6""]","[""9.4""]", , ,1.2.1,"1.4,1.1.4", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,hpG26IoBagxmxR-siHEl,1,1,ubuntu,0,ubuntu, , ,42,FALSE,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure ufw default deny firewall policy.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:30.049",sca,1696121370,"Oct 1, 2023 @ 00:49:30.049",38066666,failed,Run the following commands to implement a default deny policy: # ufw default deny incoming # ufw default deny outgoing # ufw default deny routed, , ,"4.4,4.5",CC6.6, , ,SC-7(5),TA0011,"T1562,T1562.004",3.5.1.7,"AC.L1-3.1.20,CM.L2-3.4.7,SC.L1-3.13.1,SC.L2-3.13.6",9.4,"M1031,M1037",A default deny policy on connections ensures that any unconfigured network usage will be rejected. Note: Any port or protocol without a explicit allow before the default deny will be blocked.,28577,Ensure ufw default deny firewall policy.,With a default accept policy the firewall will accept any packet that is not configured to be denied. It is easier to white list acceptable usage than to black list unacceptable usage.,"[""dpkg -s ufw""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.4"",""4.5""]","[""CC7.1"",""CC7.2""]", ,"[""SC-7(5)""]","[""TA0011""]","[""T1562"",""T1562.004""]","[""3.5.1.7""]","[""CM.1""]","[""M1031"",""M1037""]","[""CC6.6""]","[""9.4""]", , ,1.2.1,"1.4,1.1.4", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,iJG26IoBagxmxR-siHEl,1,1,ubuntu,0,ubuntu, , ,2,FALSE,3,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure a nftables table exists.,"[""sca""]",19009,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:30.069",sca,1696121370,"Oct 1, 2023 @ 00:49:30.069",38066666,not applicable,Run the following command to create a table in nftables # nft create table inet <table name> Example: # nft create table inet filter, , ,"4.4,4.5",CC6.6, , ,SC-7(5),TA0011,"T1562,T1562.004",3.5.2.4,"AC.L1-3.1.20,CM.L2-3.4.7,SC.L1-3.13.1,SC.L2-3.13.6",9.4,"M1031,M1037",Tables hold chains. Each table only has one address family and only applies to packets of this family. Tables can have one of five families.,28579,Ensure a nftables table exists.,"nftables doesn't have any default tables. Without a table being build, nftables will not filter network traffic.","[""dpkg -s nftables"",""nft list tables""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.4"",""4.5""]","[""CC7.1"",""CC7.2""]", ,"[""SC-7(5)""]","[""TA0011""]","[""T1562"",""T1562.004""]","[""3.5.2.4""]","[""CM.1""]","[""M1031"",""M1037""]","[""CC6.6""]","[""9.4""]", ,Invalid path or wrong permissions to run command 'nft list tables',1.2.1,"1.4,1.1.4", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,iZG26IoBagxmxR-siHEl,1,1,ubuntu,0,ubuntu, , ,44,FALSE,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure nftables base chains exist.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:30.080",sca,1696121370,"Oct 1, 2023 @ 00:49:30.080",38066666,failed,Run the following command to create the base chains: # nft create chain inet <table name> <base chain name> { type filter hook <(input|forward|output)> priority 0 \; } Example: # nft create chain inet filter input { type filter hook input priority 0 \; } # nft create chain inet filter forward { type filter hook forward priority 0 \; } # nft create chain inet filter output { type filter hook output priority 0 \; }, , ,"4.4,4.5",CC6.6, , ,SC-7(5),TA0005,"T1562,T1562.004",3.5.2.5,"AC.L1-3.1.20,CM.L2-3.4.7,SC.L1-3.13.1,SC.L2-3.13.6",9.4,"M1031,M1037","Chains are containers for rules. They exist in two kinds, base chains and regular chains. A base chain is an entry point for packets from the networking stack, a regular chain may be used as jump target and is used for better rule organization.",28580,Ensure nftables base chains exist.,"If a base chain doesn't exist with a hook for input, forward, and delete, packets that would flow through those chains will not be touched by nftables.","[""dpkg -s nftables""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.4"",""4.5""]","[""CC7.1"",""CC7.2""]", ,"[""SC-7(5)""]","[""TA0005""]","[""T1562"",""T1562.004""]","[""3.5.2.5""]","[""CM.1""]","[""M1031"",""M1037""]","[""CC6.6""]","[""9.4""]", , ,1.2.1,"1.4,1.1.4", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,jpG26IoBagxmxR-siHEl,1,1,ubuntu,0,ubuntu, , ,49,FALSE,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure ufw is uninstalled or disabled with iptables.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:30.131",sca,1696121370,"Oct 1, 2023 @ 00:49:30.131",38066666,failed,Run one of the following commands to either remove ufw or stop and mask ufw Run the following command to remove ufw: # apt purge ufw OR Run the following commands to disable ufw: # ufw disable # systemctl stop ufw # systemctl mask ufw., , ,"4.4,4.5",CC6.6, , ,SC-7(5),TA0011,"T1562,T1562.004",3.5.3.1.3,"AC.L1-3.1.20,CM.L2-3.4.7,SC.L1-3.13.1,SC.L2-3.13.6",9.4, ,Uncomplicated Firewall (UFW) is a program for managing a netfilter firewall designed to be easy to use. Uses a command-line interface consisting of a small number of simple commands Uses iptables for configuration.,28585,Ensure ufw is uninstalled or disabled with iptables.,Running iptables.persistent with ufw enabled may lead to conflict and unexpected results.,"[""dpkg-query -s ufw"",""dpkg-query -s iptables""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.4"",""4.5""]","[""CC7.1"",""CC7.2""]", ,"[""SC-7(5)""]","[""TA0011""]","[""T1562"",""T1562.004""]","[""3.5.3.1.3""]","[""CM.1""]", ,"[""CC6.6""]","[""9.4""]", , ,1.2.1,"1.4,1.1.4", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,kZG26IoBagxmxR-siHEl,1,1,ubuntu,0,ubuntu, , ,5,FALSE,3,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure ip6tables default deny firewall policy.,"[""sca""]",19009,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:30.162",sca,1696121370,"Oct 1, 2023 @ 00:49:30.162",38066666,not applicable,Run the following commands to implement a default DROP policy: # ip6tables -P INPUT DROP # ip6tables -P OUTPUT DROP # ip6tables -P FORWARD DROP., , ,"4.4,4.5",CC6.6, , ,SC-7(5),TA0011,"T1562,T1562.004",3.5.3.3.1,"AC.L1-3.1.20,CM.L2-3.4.7,SC.L1-3.13.1,SC.L2-3.13.6",9.4,"M1031,M1037","A default deny all policy on connections ensures that any unconfigured network usage will be rejected. Note: Changing firewall settings while connected over network can result in being locked out of the system Remediation will only affect the active system firewall, be sure to configure the default policy in your firewall management to apply on boot as well.",28588,Ensure ip6tables default deny firewall policy.,With a default accept policy the firewall will accept any packet that is not configured to be denied. It is easier to white list acceptable usage than to black list unacceptable usage.,"[""ip6tables -L""]",check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""4.4"",""4.5""]","[""CC7.1"",""CC7.2""]", ,"[""SC-7(5)""]","[""TA0011""]","[""T1562"",""T1562.004""]","[""3.5.3.3.1""]","[""CM.1""]","[""M1031"",""M1037""]","[""CC6.6""]","[""9.4""]", ,Invalid path or wrong permissions to run command 'ip6tables -L',1.2.1,"1.4,1.1.4", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,mJG26IoBagxmxR-siHEm,1,1,ubuntu,0,ubuntu, , ,55,FALSE,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure audit logs are not automatically deleted.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:30.235",sca,1696121370,"Oct 1, 2023 @ 00:49:30.235",38066666,failed,Set the following parameter in /etc/audit/auditd.conf: max_log_file_action = keep_logs., , ,8.3,A1.1, , , ,TA0040,"T1562,T1562.006",4.1.2.2, ,6.4,M1053,The max_log_file_action setting determines how to handle the audit log file reaching the max file size. A value of keep_logs will rotate the logs but never delete old logs.,28595,Ensure audit logs are not automatically deleted.,"In high security contexts, the benefits of maintaining a long audit history exceed the cost of storing the audit history.", ,check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""8.3""]","[""CC7.1"",""CC7.2""]", , ,"[""TA0040""]","[""T1562"",""T1562.006""]","[""4.1.2.2""]","[""CM.1""]","[""M1053""]","[""A1.1""]","[""6.4""]", , , ,10.7,"[""/etc/audit""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2023.10.01,mpG26IoBagxmxR-sinHL,1,1,ubuntu,0,ubuntu, , ,57,FALSE,7,"[""2.2""]",CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0: Ensure changes to system administration scope (sudoers) is collected.,"[""sca""]",19007,"[""IV_35.7.d""]",sca, ,log,"Oct 1, 2023 @ 00:49:30.256",sca,1696121370,"Oct 1, 2023 @ 00:49:30.256",38066666,failed,"Edit or create a file in the /etc/audit/rules.d/ directory, ending in .rules extension, with the relevant rules to monitor scope changes for system administrators. Example: # printf "" -w /etc/sudoers -p wa -k scope -w /etc/sudoers.d -p wa -k scope "" >> /etc/audit/rules.d/50-scope.rules Merge and load the rules into active configuration: # augenrules --load Check if reboot is required. # if [[ $(auditctl -s | grep ""enabled"") =~ ""2"" ]]; then printf ""Reboot required to load rules\n""; fi Additional Information: Potential reboot required If the auditing configuration is locked (-e 2), then augenrules will not warn in any way that rules could not be loaded into the running configuration. A system reboot will be required to load the rules into the running configuration. System call structure For performance (man 7 audit.rules) reasons it is preferable to have all the system calls on one line. However, your configuration may have them on one line each or some other combination. This is important to understand for both the auditing and remediation sections as the examples given are optimized for performance as per the man page.", , ,8.5,"CC5.2,CC7.2", , ,"AU-3(1),AU-7",TA0004,"T1562,T1562.006",4.1.3.1,AU.L2-3.3.1,4.8,M1047,"Monitor scope changes for system administrators. If the system has been properly configured to force system administrators to log in as themselves first and then use the sudo command to execute privileged commands, it is possible to monitor changes in scope. The file /etc/sudoers will be written to when the file or its attributes have changed. The audit records will be tagged with the identifier ""scope."". Note: Reloading the auditd config to set active settings requires the auditd service to be restarted, and may require a system reboot.",28597,Ensure changes to system administration scope (sudoers) is collected.,Changes in the /etc/sudoers and /etc/sudoers.d files can indicate that an unauthorized change has been made to the scope of system administrator activity., ,check,CIS Ubuntu Linux 22.04 LTS Benchmark v1.0.0,"[""8.5""]","[""CC7.1"",""CC7.2""]", ,"[""AU-3(1)"",""AU-7""]","[""TA0004""]","[""T1562"",""T1562.006""]","[""4.1.3.1""]","[""CM.1""]","[""M1047""]","[""CC5.2"",""CC7.2""]","[""4.8""]", , ,"9.4.5,10.2,10.2.1,10.2.1.2,10.2.1.5","10.1,10.2.2,10.2.4,10.2.5,10.3","[""/etc/audit/rules.d""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
