timestamp,source_ip,server,username,service,attempts,status,port,protocol,comment,anomaly_label,delta_t
2023-01-01 00:07:58.936630,211.205.234.121,db-ber-01,aaron05,login,1,Failed,22.0,SSH2,User aaron05 login,normal,0.044181
2023-01-01 00:07:59.009326,56.89.165.238,srv-ldn-02,aaron05,ssh,1,Success,22.0,SSH2,User aaron05 login,normal,0.072696
2023-01-01 00:07:59.092270,22.172.113.171,srv-tok-03,aaron05,cron,1,Success,22.0,SSH2,User aaron05 login,normal,0.082944
2023-01-01 00:07:59.102270,76.207.75.122,srv-nyc-01,aaron05,ssh,1,Success,22.0,SSH2,User aaron05 login,normal,0.01
2023-01-01 00:07:59.112270,50.129.85.113,srv-nyc-01,aaron05,login,1,Success,22.0,SSH2,User aaron05 login,normal,0.01
2023-01-01 00:07:59.162828,54.148.220.174,srv-nyc-01,aaron05,cron,1,Success,22.0,SSH2,User aaron05 login,normal,0.050558
2023-01-01 00:07:59.178800,149.8.251.68,db-ber-01,aaron05,login,1,Success,22.0,SSH2,User aaron05 login,normal,0.015972
2023-01-01 00:07:59.243732,34.139.212.102,srv-ldn-02,aaron05,login,1,Failed,22.0,SSH2,User aaron05 login,normal,0.064932
2023-01-01 00:08:00.025923,45.118.40.166,web-sgp-02,aaron05,ssh,1,Failed,22.0,SSH2,User aaron05 login,normal,0.782191
2023-01-01 00:08:00.183899,136.248.189.145,srv-ldn-02,aaron05,login,1,Failed,22.0,SSH2,User aaron05 login,normal,0.157976
2023-01-01 00:08:00.232242,144.32.15.140,srv-ldn-02,aaron05,ssh,1,Failed,22.0,SSH2,User aaron05 login,normal,0.048343
2023-01-01 00:08:00.674593,6.111.174.240,web-sgp-02,aaron05,ssh,1,Failed,22.0,SSH2,User aaron05 login,normal,0.442351
2023-01-01 00:08:02.027335,62.3.24.121,web-sgp-02,aaron05,ssh,1,Success,22.0,SSH2,User aaron05 login,normal,1.352742
2023-01-01 00:08:02.066136,37.83.143.140,srv-ldn-02,aaron05,cron,1,Failed,22.0,SSH2,User aaron05 login,normal,0.038801
2023-01-01 00:08:02.174125,88.243.140.65,srv-ldn-02,aaron05,login,1,Success,22.0,SSH2,User aaron05 login,normal,0.107989
2023-01-01 00:08:02.184125,117.66.33.219,srv-ldn-02,aaron05,login,1,Success,22.0,SSH2,User aaron05 login,normal,0.01
2023-01-01 00:08:05.875803,152.184.113.171,db-ber-01,aaron05,cron,1,Failed,22.0,SSH2,User aaron05 login,normal,3.691678
2023-01-01 00:08:08.776871,18.175.58.53,srv-ldn-02,aaron05,ssh,1,Failed,22.0,SSH2,User aaron05 login,normal,2.901068
2023-01-01 00:08:08.787610,52.139.135.162,db-ber-01,aaron05,ssh,1,Failed,22.0,SSH2,User aaron05 login,normal,0.010739
2023-01-01 00:08:11.170557,43.124.198.80,srv-nyc-01,aaron05,cron,1,Failed,22.0,SSH2,User aaron05 login,normal,2.382947
2023-01-01 00:08:17.021873,70.244.58.130,srv-tok-03,aaron05,ssh,1,Failed,22.0,SSH2,User aaron05 login,normal,5.851316
2023-01-01 00:08:18.457238,38.75.243.230,srv-tok-03,aaron05,ssh,1,Success,22.0,SSH2,User aaron05 login,normal,1.435365
2023-01-01 00:08:18.516306,121.150.231.153,web-sgp-02,aaron05,login,1,Failed,22.0,SSH2,User aaron05 login,normal,0.059068
2023-01-01 00:08:18.776291,168.49.186.108,srv-nyc-01,aaron05,login,1,Success,22.0,SSH2,User aaron05 login,normal,0.259985
2023-01-01 00:08:18.839484,165.142.148.138,web-sgp-02,aaron05,ssh,1,Success,22.0,SSH2,User aaron05 login,normal,0.063193
2023-01-01 00:08:18.849484,83.12.8.2,db-ber-01,aaron05,ssh,1,Failed,22.0,SSH2,User aaron05 login,normal,0.01
2023-01-01 00:08:18.910788,168.119.175.58,srv-ldn-02,aaron05,cron,1,Failed,22.0,SSH2,User aaron05 login,normal,0.061304
2023-01-01 00:08:18.984586,4.119.67.117,web-sgp-02,aaron05,login,1,Success,22.0,SSH2,User aaron05 login,normal,0.073798
2023-01-01 00:08:19.001267,132.55.227.91,srv-tok-03,aaron05,ssh,1,Failed,22.0,SSH2,User aaron05 login,normal,0.016681
2023-01-01 00:08:19.264629,165.116.114.173,srv-ldn-02,aaron05,ssh,1,Success,22.0,SSH2,User aaron05 login,normal,0.263362
2023-01-01 00:08:19.288556,209.115.170.26,srv-nyc-01,aaron05,ssh,1,Failed,22.0,SSH2,User aaron05 login,normal,0.023927
2023-01-01 00:08:19.536268,124.34.12.201,web-sgp-02,aaron05,cron,1,Success,22.0,SSH2,User aaron05 login,normal,0.247712
2023-01-01 00:08:19.620040,140.10.88.84,db-ber-01,aaron05,cron,1,Failed,22.0,SSH2,User aaron05 login,normal,0.083772
2023-01-01 00:08:19.874802,72.203.87.126,web-sgp-02,aaron05,ssh,1,Success,22.0,SSH2,User aaron05 login,normal,0.254762
2023-01-01 00:08:20.051492,219.210.16.18,srv-nyc-01,aaron05,login,1,Failed,22.0,SSH2,User aaron05 login,normal,0.17669
2023-01-01 00:08:20.407564,13.160.92.159,db-ber-01,aaron05,ssh,1,Failed,22.0,SSH2,User aaron05 login,normal,0.356072
2023-01-01 00:08:20.417564,199.85.124.52,srv-tok-03,aaron05,login,1,Failed,22.0,SSH2,User aaron05 login,normal,0.01
2023-01-01 00:08:20.563438,72.48.151.203,srv-tok-03,aaron05,login,1,Failed,22.0,SSH2,User aaron05 login,normal,0.145874
2023-01-01 00:08:21.629317,49.174.44.69,web-sgp-02,aaron05,ssh,1,Success,22.0,SSH2,User aaron05 login,normal,1.065879
2023-01-01 00:08:21.647097,208.9.95.186,srv-nyc-01,aaron05,ssh,1,Success,22.0,SSH2,User aaron05 login,normal,0.01778
2023-01-01 00:26:30.950090,17.255.76.6,srv-ldn-02,aaron17,login,1,Success,22.0,SSH2,User aaron17 login,normal,
2023-01-01 00:26:31.127962,41.194.11.161,srv-tok-03,aaron17,ssh,1,Failed,22.0,SSH2,User aaron17 login,normal,0.177872
2023-01-01 00:26:36.554451,126.0.27.209,srv-nyc-01,aaron17,login,1,Success,22.0,SSH2,User aaron17 login,normal,5.426489
2023-01-01 00:26:37.299115,193.34.17.43,srv-tok-03,aaron17,ssh,1,Failed,22.0,SSH2,User aaron17 login,normal,0.744664
2023-01-01 00:26:37.333066,117.18.75.198,srv-nyc-01,aaron17,login,1,Success,22.0,SSH2,User aaron17 login,normal,0.033951
2023-01-01 00:26:37.425183,72.40.228.210,srv-tok-03,aaron17,login,1,Success,22.0,SSH2,User aaron17 login,normal,0.092117
2023-01-01 00:26:38.509757,162.216.194.94,srv-tok-03,aaron17,ssh,1,Success,22.0,SSH2,User aaron17 login,normal,1.084574
2023-01-01 00:29:52.967587,202.68.233.151,srv-tok-03,aaron42,login,1,Success,22.0,SSH2,User aaron42 login,normal,
2023-01-01 00:29:59.636622,142.54.241.185,srv-ldn-02,aaron42,ssh,1,Failed,22.0,SSH2,User aaron42 login,normal,6.669035
2023-01-01 00:29:59.646622,4.47.21.144,web-sgp-02,aaron42,login,1,Failed,22.0,SSH2,User aaron42 login,normal,0.01
2023-01-01 00:29:59.791622,84.246.122.126,db-ber-01,aaron42,cron,1,Failed,22.0,SSH2,User aaron42 login,normal,0.145
2023-01-01 00:25:44.997478,88.192.228.173,srv-ldn-02,aaroncurry,login,1,Success,22.0,SSH2,User aaroncurry login,normal,
2023-01-01 00:25:45.076326,158.101.249.248,db-ber-01,aaroncurry,login,1,Failed,22.0,SSH2,User aaroncurry login,normal,0.078848
2023-01-01 00:25:45.086326,125.18.59.254,srv-tok-03,aaroncurry,cron,1,Failed,22.0,SSH2,User aaroncurry login,normal,0.01
2023-01-01 00:25:49.054041,216.42.231.38,srv-nyc-01,aaroncurry,login,1,Failed,22.0,SSH2,User aaroncurry login,normal,3.967715
2023-01-01 00:05:22.956683,161.171.148.10,web-sgp-02,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,
2023-01-01 00:05:23.208072,77.133.25.241,srv-tok-03,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.251389
2023-01-01 00:05:23.277241,76.151.92.156,srv-tok-03,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.069169
2023-01-01 00:05:23.589207,97.198.196.134,srv-tok-03,aaronhayes,login,1,Success,22.0,SSH2,User aaronhayes login,normal,0.311966
2023-01-01 00:05:28.554796,85.184.119.156,srv-ldn-02,aaronhayes,login,1,Failed,22.0,SSH2,User aaronhayes login,normal,4.965589
2023-01-01 00:05:28.614708,159.199.105.16,web-sgp-02,aaronhayes,login,1,Success,22.0,SSH2,User aaronhayes login,normal,0.059912
2023-01-01 00:05:29.042166,125.234.55.141,srv-ldn-02,aaronhayes,login,1,Success,22.0,SSH2,User aaronhayes login,normal,0.427458
2023-01-01 00:05:29.203591,154.64.182.166,db-ber-01,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.161425
2023-01-01 00:05:30.061588,54.182.197.79,srv-nyc-01,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.857997
2023-01-01 00:05:30.300295,187.255.108.136,web-sgp-02,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.238707
2023-01-01 00:05:30.732899,36.206.46.167,web-sgp-02,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.432604
2023-01-01 00:05:34.567948,131.111.186.31,srv-tok-03,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,3.835049
2023-01-01 00:05:34.578110,54.226.48.117,srv-tok-03,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,0.010162
2023-01-01 00:05:34.660364,213.64.208.211,srv-ldn-02,aaronhayes,login,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.082254
2023-01-01 00:05:35.482987,67.67.105.53,web-sgp-02,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.822623
2023-01-01 00:05:37.239502,88.93.25.251,srv-nyc-01,aaronhayes,login,1,Failed,22.0,SSH2,User aaronhayes login,normal,1.756515
2023-01-01 00:05:37.251128,116.229.80.69,srv-ldn-02,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,0.011626
2023-01-01 00:05:37.297139,88.16.71.71,srv-ldn-02,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.046011
2023-01-01 00:05:37.373022,100.141.55.4,srv-ldn-02,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,0.075883
2023-01-01 00:05:37.405475,14.192.38.171,db-ber-01,aaronhayes,login,1,Success,22.0,SSH2,User aaronhayes login,normal,0.032453
2023-01-01 00:05:37.983781,47.153.60.75,web-sgp-02,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.578306
2023-01-01 00:05:38.093455,72.71.230.221,db-ber-01,aaronhayes,login,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.109674
2023-01-01 00:05:38.126801,95.17.242.248,db-ber-01,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,0.033346
2023-01-01 00:05:38.553971,92.206.54.64,srv-ldn-02,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.42717
2023-01-01 00:05:38.615538,221.217.142.90,db-ber-01,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,0.061567
2023-01-01 00:05:39.023550,155.170.111.207,srv-nyc-01,aaronhayes,login,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.408012
2023-01-01 00:05:39.033550,221.108.38.252,srv-tok-03,aaronhayes,login,1,Success,22.0,SSH2,User aaronhayes login,normal,0.01
2023-01-01 00:05:39.128066,62.54.164.50,srv-nyc-01,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.094516
2023-01-01 00:05:40.526912,72.116.142.61,db-ber-01,aaronhayes,login,1,Failed,22.0,SSH2,User aaronhayes login,normal,1.398846
2023-01-01 00:05:40.769589,144.106.58.206,srv-nyc-01,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.242677
2023-01-01 00:05:40.852358,172.247.69.79,srv-ldn-02,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.082769
2023-01-01 00:05:40.898678,27.247.109.36,srv-nyc-01,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.04632
2023-01-01 00:05:41.109170,154.42.28.137,srv-tok-03,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.210492
2023-01-01 00:05:41.242499,89.99.119.110,srv-ldn-02,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.133329
2023-01-01 00:05:41.287518,113.177.184.59,srv-tok-03,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,0.045019
2023-01-01 00:05:41.297518,125.173.65.199,srv-tok-03,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.01
2023-01-01 00:05:41.307518,75.198.104.222,web-sgp-02,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.01
2023-01-01 00:05:41.440208,179.145.3.55,srv-tok-03,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.13269
2023-01-01 00:05:41.450208,92.91.168.85,srv-tok-03,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,0.01
2023-01-01 00:05:41.515253,49.33.240.209,srv-tok-03,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.065045
2023-01-01 00:05:41.653941,152.242.118.195,db-ber-01,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.138688
2023-01-01 00:05:41.841814,155.67.30.35,srv-ldn-02,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.187873
2023-01-01 00:05:41.918578,90.50.26.217,db-ber-01,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.076764
2023-01-01 00:05:42.118446,36.168.238.70,srv-nyc-01,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.199868
2023-01-01 00:05:44.045487,6.119.228.241,srv-tok-03,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,1.927041
2023-01-01 00:05:44.114160,185.44.120.239,srv-nyc-01,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,0.068673
2023-01-01 00:05:44.606409,157.250.251.233,db-ber-01,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.492249
2023-01-01 00:05:44.674311,207.43.93.44,srv-ldn-02,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.067902
2023-01-01 00:05:46.032339,75.106.154.203,srv-ldn-02,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,1.358028
2023-01-01 00:05:46.282308,136.206.105.248,web-sgp-02,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.249969
2023-01-01 00:05:46.843146,183.1.12.190,srv-nyc-01,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.560838
2023-01-01 00:05:47.681637,11.209.198.154,web-sgp-02,aaronhayes,login,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.838491
2023-01-01 00:05:48.350863,116.157.203.143,srv-ldn-02,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.669226
2023-01-01 00:05:50.056662,35.76.146.247,srv-ldn-02,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,1.705799
2023-01-01 00:05:56.271037,71.74.169.33,db-ber-01,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,6.214375
2023-01-01 00:05:56.488153,45.204.15.214,srv-ldn-02,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,0.217116
2023-01-01 00:05:56.529745,3.60.132.186,srv-tok-03,aaronhayes,login,1,Success,22.0,SSH2,User aaronhayes login,normal,0.041592
2023-01-01 00:05:56.542750,126.222.42.23,db-ber-01,aaronhayes,login,1,Success,22.0,SSH2,User aaronhayes login,normal,0.013005
2023-01-01 00:05:56.797458,213.244.31.249,srv-ldn-02,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.254708
2023-01-01 00:05:56.999492,73.127.25.127,srv-ldn-02,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.202034
2023-01-01 00:06:00.804829,79.192.243.218,srv-ldn-02,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,3.805337
2023-01-01 00:06:01.788394,8.81.242.142,web-sgp-02,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,0.983565
2023-01-01 00:06:02.232291,33.90.33.159,srv-ldn-02,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.443897
2023-01-01 00:06:04.103919,12.215.246.44,srv-ldn-02,aaronhayes,ssh,1,Success,22.0,SSH2,User aaronhayes login,normal,1.871628
2023-01-01 00:06:04.286108,56.131.95.9,srv-nyc-01,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.182189
2023-01-01 00:06:04.579951,155.208.214.127,srv-ldn-02,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.293843
2023-01-01 00:06:04.700488,97.199.121.129,web-sgp-02,aaronhayes,cron,1,Success,22.0,SSH2,User aaronhayes login,normal,0.120537
2023-01-01 00:06:05.032681,29.132.204.110,srv-tok-03,aaronhayes,login,1,Success,22.0,SSH2,User aaronhayes login,normal,0.332193
2023-01-01 00:06:05.094592,211.181.91.190,db-ber-01,aaronhayes,ssh,1,Failed,22.0,SSH2,User aaronhayes login,normal,0.061911
2023-01-01 00:06:08.684871,40.5.37.251,db-ber-01,aaronhayes,cron,1,Failed,22.0,SSH2,User aaronhayes login,normal,3.590279
2023-01-01 00:44:10.103172,112.191.214.167,db-ber-01,aaronthomas,ssh,1,Failed,22.0,SSH2,User aaronthomas login,normal,
2023-01-01 00:44:10.206285,42.225.149.7,srv-nyc-01,aaronthomas,login,1,Failed,22.0,SSH2,User aaronthomas login,normal,0.103113
2023-01-01 00:44:10.216285,67.81.161.207,srv-tok-03,aaronthomas,login,1,Success,22.0,SSH2,User aaronthomas login,normal,0.01
2023-01-01 00:44:10.243770,97.136.70.190,srv-ldn-02,aaronthomas,ssh,1,Failed,22.0,SSH2,User aaronthomas login,normal,0.027485
2023-01-01 00:23:07.964068,212.211.129.56,srv-tok-03,aaronyoung,login,1,Success,22.0,SSH2,User aaronyoung login,normal,
2023-01-01 00:23:07.978702,9.59.214.232,srv-nyc-01,aaronyoung,cron,1,Success,22.0,SSH2,User aaronyoung login,normal,0.014634
2023-01-01 00:23:10.576159,143.78.231.152,web-sgp-02,aaronyoung,login,1,Failed,22.0,SSH2,User aaronyoung login,normal,2.597457
2023-01-01 00:23:12.672254,31.23.211.158,db-ber-01,aaronyoung,login,1,Success,22.0,SSH2,User aaronyoung login,normal,2.096095
2023-01-01 00:23:12.860147,107.136.251.23,web-sgp-02,aaronyoung,cron,1,Success,22.0,SSH2,User aaronyoung login,normal,0.187893
2023-01-01 00:23:12.964964,180.228.198.217,db-ber-01,aaronyoung,cron,1,Success,22.0,SSH2,User aaronyoung login,normal,0.104817
2023-01-01 00:23:15.643542,86.12.247.189,db-ber-01,aaronyoung,ssh,1,Success,22.0,SSH2,User aaronyoung login,normal,2.678578
2023-01-01 00:23:15.800618,48.109.117.16,web-sgp-02,aaronyoung,cron,1,Failed,22.0,SSH2,User aaronyoung login,normal,0.157076
2023-01-01 00:23:17.608835,45.25.198.185,db-ber-01,aaronyoung,cron,1,Success,22.0,SSH2,User aaronyoung login,normal,1.808217
2023-01-01 00:23:17.653597,135.98.216.97,srv-nyc-01,aaronyoung,ssh,1,Failed,22.0,SSH2,User aaronyoung login,normal,0.044762
2023-01-01 00:23:17.666930,5.16.146.27,web-sgp-02,aaronyoung,login,1,Success,22.0,SSH2,User aaronyoung login,normal,0.013333
2023-01-01 00:23:17.721092,78.82.153.100,db-ber-01,aaronyoung,cron,1,Success,22.0,SSH2,User aaronyoung login,normal,0.054162
2023-01-01 00:23:17.829981,17.241.62.10,srv-ldn-02,aaronyoung,cron,1,Failed,22.0,SSH2,User aaronyoung login,normal,0.108889
2023-01-01 00:51:18.060291,184.208.60.237,db-ber-01,abrown,cron,1,Failed,22.0,SSH2,User abrown login,normal,
2023-01-01 00:51:18.070291,25.252.64.206,srv-nyc-01,abrown,cron,1,Success,22.0,SSH2,User abrown login,normal,0.01
2023-01-01 00:51:18.325357,69.166.5.22,srv-nyc-01,abrown,cron,1,Failed,22.0,SSH2,User abrown login,normal,0.255066
2023-01-01 00:51:18.335357,161.50.68.218,srv-nyc-01,abrown,cron,1,Failed,22.0,SSH2,User abrown login,normal,0.01
2023-01-01 00:51:18.373104,125.148.78.45,srv-tok-03,abrown,login,1,Success,22.0,SSH2,User abrown login,normal,0.037747
2023-01-01 00:51:18.456910,69.93.11.66,srv-tok-03,abrown,ssh,1,Success,22.0,SSH2,User abrown login,normal,0.083806
2023-01-01 00:51:18.570624,21.156.224.47,srv-nyc-01,abrown,login,1,Success,22.0,SSH2,User abrown login,normal,0.113714
2023-01-01 00:51:18.677024,11.200.202.159,srv-ldn-02,abrown,login,1,Failed,22.0,SSH2,User abrown login,normal,0.1064
2023-01-01 00:51:18.709138,164.125.158.251,srv-ldn-02,abrown,login,1,Failed,22.0,SSH2,User abrown login,normal,0.032114
2023-01-01 00:51:18.719138,191.136.78.106,srv-tok-03,abrown,ssh,1,Success,22.0,SSH2,User abrown login,normal,0.01
2023-01-01 00:51:18.729138,123.241.37.240,web-sgp-02,abrown,cron,1,Failed,22.0,SSH2,User abrown login,normal,0.01
2023-01-01 00:51:18.766241,139.86.202.66,web-sgp-02,abrown,ssh,1,Failed,22.0,SSH2,User abrown login,normal,0.037103
2023-01-01 00:51:18.828697,42.56.177.254,web-sgp-02,abrown,login,1,Success,22.0,SSH2,User abrown login,normal,0.062456
2023-01-01 00:51:18.946511,30.105.22.208,srv-tok-03,abrown,ssh,1,Failed,22.0,SSH2,User abrown login,normal,0.117814
2023-01-01 00:51:19.011340,206.91.93.216,srv-nyc-01,abrown,ssh,1,Success,22.0,SSH2,User abrown login,normal,0.064829
2023-01-01 00:51:19.100149,178.167.15.179,web-sgp-02,abrown,ssh,1,Success,22.0,SSH2,User abrown login,normal,0.088809
2023-01-01 00:51:19.130447,38.240.90.172,web-sgp-02,abrown,ssh,1,Success,22.0,SSH2,User abrown login,normal,0.030298
2023-01-01 00:51:19.148349,201.180.2.25,web-sgp-02,abrown,ssh,1,Success,22.0,SSH2,User abrown login,normal,0.017902
2023-01-01 00:51:19.158349,3.217.197.199,db-ber-01,abrown,ssh,1,Success,22.0,SSH2,User abrown login,normal,0.01
2023-01-01 00:51:19.243605,148.179.156.92,db-ber-01,abrown,ssh,1,Success,22.0,SSH2,User abrown login,normal,0.085256
2023-01-01 00:51:19.394522,49.123.243.3,srv-nyc-01,abrown,login,1,Failed,22.0,SSH2,User abrown login,normal,0.150917
2023-01-01 00:51:19.416532,3.107.240.233,srv-nyc-01,abrown,login,1,Success,22.0,SSH2,User abrown login,normal,0.02201
2023-01-01 00:51:19.473058,141.248.197.78,srv-ldn-02,abrown,cron,1,Failed,22.0,SSH2,User abrown login,normal,0.056526
2023-01-01 00:51:19.547531,215.3.211.240,srv-tok-03,abrown,login,1,Success,22.0,SSH2,User abrown login,normal,0.074473
2023-01-01 00:51:19.557531,79.167.191.159,srv-nyc-01,abrown,login,1,Failed,22.0,SSH2,User abrown login,normal,0.01
2023-01-01 00:51:19.670071,162.231.220.52,srv-ldn-02,abrown,cron,1,Success,22.0,SSH2,User abrown login,normal,0.11254
2023-01-01 00:51:19.680071,203.192.220.183,srv-nyc-01,abrown,login,1,Success,22.0,SSH2,User abrown login,normal,0.01
2023-01-01 00:51:19.690071,69.235.42.92,srv-nyc-01,abrown,ssh,1,Failed,22.0,SSH2,User abrown login,normal,0.01
2023-01-01 00:51:19.791227,76.125.174.117,srv-ldn-02,abrown,ssh,1,Failed,22.0,SSH2,User abrown login,normal,0.101156
2023-01-01 00:51:19.818416,98.186.156.99,srv-ldn-02,abrown,cron,1,Failed,22.0,SSH2,User abrown login,normal,0.027189
2023-01-01 00:51:19.869142,95.97.203.219,web-sgp-02,abrown,ssh,1,Success,22.0,SSH2,User abrown login,normal,0.050726
2023-01-01 00:51:19.900930,207.175.146.187,srv-ldn-02,abrown,login,1,Success,22.0,SSH2,User abrown login,normal,0.031788
2023-01-01 00:51:19.910930,102.229.168.162,db-ber-01,abrown,login,1,Success,22.0,SSH2,User abrown login,normal,0.01
2023-01-01 00:51:19.967945,93.119.91.102,srv-nyc-01,abrown,login,1,Failed,22.0,SSH2,User abrown login,normal,0.057015
2023-01-01 00:51:19.977945,203.195.212.151,db-ber-01,abrown,cron,1,Success,22.0,SSH2,User abrown login,normal,0.01
2023-01-01 00:51:20.152807,61.204.39.5,db-ber-01,abrown,ssh,1,Failed,22.0,SSH2,User abrown login,normal,0.174862
2023-01-01 00:51:20.162807,176.148.213.136,srv-nyc-01,abrown,cron,1,Failed,22.0,SSH2,User abrown login,normal,0.01
