architecture,architecture_label,ci95_high,ci95_low,ci_method,load,max,mean,median,metric,min,n,std
C,autonomous_memory_off,296.866428,279.037479,normal_approximation_1.96,5000,294.359375,287.951953,292.394531,rss_peak_mb,247.105469,10,14.382675
C,autonomous_memory_off,10.001901,9.994139,normal_approximation_1.96,5000,10.0,9.99802,10.0,messages_per_task,9.9802,10,0.006261
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,reassignments,0.0,10,0.0
C,autonomous_memory_off,0.895044,0.888406,normal_approximation_1.96,5000,0.90564,0.891725,0.888889,jain_fairness,0.888882,10,0.005354
C,autonomous_memory_off,5000.0,5000.0,normal_approximation_1.96,5000,5000.0,5000.0,5000.0,successful_tasks,5000.0,10,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
D,autonomous_memory_on,0.104408,0.065712,normal_approximation_1.96,100,0.138214,0.08506,0.06993,duration_sec,0.05918,10,0.031216
D,autonomous_memory_on,1540.222776,1062.368242,normal_approximation_1.96,100,1689.765765,1301.295509,1433.012845,throughput_tasks_sec,723.514137,10,385.486918
D,autonomous_memory_on,2.067578,1.106276,normal_approximation_1.96,100,3.17914,1.586927,1.230115,latency_mean_ms,0.65007,10,0.775486
D,autonomous_memory_on,0.757416,0.408084,normal_approximation_1.96,100,1.1535,0.58275,0.445,latency_median_ms,0.4005,10,0.281807
D,autonomous_memory_on,6.380948,-0.041298,normal_approximation_1.96,100,17.68875,3.169825,1.3113,latency_p95_ms,1.02745,10,5.180848
D,autonomous_memory_on,46.598383,20.413795,normal_approximation_1.96,100,73.36318,33.506089,28.01196,latency_p99_ms,1.98457,10,21.123198
D,autonomous_memory_on,0.107743,0.061007,normal_approximation_1.96,100,0.140625,0.084375,0.070312,cpu_time_sec,0.03125,10,0.037702
D,autonomous_memory_on,114.70177,82.601959,normal_approximation_1.96,100,137.32435,98.651865,102.129031,cpu_core_equivalent_percent,42.728089,10,25.895029
D,autonomous_memory_on,14.337721,10.325245,normal_approximation_1.96,100,17.165544,12.331483,12.766129,cpu_machine_normalized_percent,5.341011,10,3.236879
D,autonomous_memory_on,178.428455,178.032482,normal_approximation_1.96,100,178.609375,178.230469,178.275391,rss_peak_mb,177.644531,10,0.319433
D,autonomous_memory_on,10.0096,9.9704,normal_approximation_1.96,100,10.0,9.99,10.0,messages_per_task,9.9,10,0.031623
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,reassignments,0.0,10,0.0
D,autonomous_memory_on,0.889611,0.886663,normal_approximation_1.96,100,0.888889,0.888137,0.888889,jain_fairness,0.881368,10,0.002378
D,autonomous_memory_on,100.0,100.0,normal_approximation_1.96,100,100.0,100.0,100.0,successful_tasks,100.0,10,0.0
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
D,autonomous_memory_on,0.510276,0.413096,normal_approximation_1.96,500,0.651844,0.461686,0.439446,duration_sec,0.372613,10,0.078395
D,autonomous_memory_on,1208.104543,1006.555283,normal_approximation_1.96,500,1341.875894,1107.329913,1137.795851,throughput_tasks_sec,767.055165,10,162.590491
D,autonomous_memory_on,2.359146,1.170288,normal_approximation_1.96,500,3.552138,1.764717,1.75917,latency_mean_ms,0.60306,10,0.959056
D,autonomous_memory_on,0.743462,0.489938,normal_approximation_1.96,500,1.1725,0.6167,0.55275,latency_median_ms,0.4955,10,0.204518
D,autonomous_memory_on,6.29289,0.02358,normal_approximation_1.96,500,17.49725,3.158235,1.482425,latency_p95_ms,1.05115,10,5.057475
D,autonomous_memory_on,43.217539,15.011383,normal_approximation_1.96,500,65.1152,29.114461,32.51163,latency_p99_ms,1.44815,10,22.754004
D,autonomous_memory_on,0.499991,0.412509,normal_approximation_1.96,500,0.625,0.45625,0.445312,cpu_time_sec,0.375,10,0.070572
D,autonomous_memory_on,101.107845,97.006038,normal_approximation_1.96,500,103.101169,99.056941,100.010308,cpu_core_equivalent_percent,93.72134,10,3.308942
D,autonomous_memory_on,12.638481,12.125755,normal_approximation_1.96,500,12.887646,12.382118,12.501289,cpu_machine_normalized_percent,11.715168,10,0.413618
D,autonomous_memory_on,188.311128,187.932622,normal_approximation_1.96,500,188.523438,188.121875,188.154297,rss_peak_mb,187.351562,10,0.305342
D,autonomous_memory_on,10.005198,9.976002,normal_approximation_1.96,500,10.0,9.9906,10.0,messages_per_task,9.926,10,0.023552
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,reassignments,0.0,10,0.0
