architecture,architecture_label,ci95_high,ci95_low,ci_method,load,max,mean,median,metric,min,n,std
C,autonomous_memory_off,1417.752772,1331.723481,normal_approximation_1.96,1000,1473.649091,1374.738127,1365.16235,throughput_tasks_sec,1282.974695,10,69.400129
C,autonomous_memory_off,1.225328,0.577764,normal_approximation_1.96,1000,1.993156,0.901546,0.663073,latency_mean_ms,0.550483,10,0.522392
C,autonomous_memory_off,0.487194,0.467806,normal_approximation_1.96,1000,0.5065,0.4775,0.4765,latency_median_ms,0.4555,10,0.01564
C,autonomous_memory_off,4.355387,0.669173,normal_approximation_1.96,1000,8.3685,2.51228,1.13785,latency_p95_ms,0.96725,10,2.973682
C,autonomous_memory_off,16.133767,0.335335,normal_approximation_1.96,1000,32.65609,8.234551,1.546455,latency_p99_ms,1.35205,10,12.744651
C,autonomous_memory_off,0.765568,0.709432,normal_approximation_1.96,1000,0.828125,0.7375,0.734375,cpu_time_sec,0.671875,10,0.045286
C,autonomous_memory_off,103.003363,99.280709,normal_approximation_1.96,1000,106.246342,101.142036,100.767529,cpu_core_equivalent_percent,97.836943,10,3.003078
C,autonomous_memory_off,12.87542,12.410089,normal_approximation_1.96,1000,13.280793,12.642754,12.595941,cpu_machine_normalized_percent,12.229618,10,0.375385
C,autonomous_memory_off,214.064234,207.126391,normal_approximation_1.96,1000,217.515625,210.595313,211.224609,rss_peak_mb,197.394531,10,5.596782
C,autonomous_memory_off,10.0,10.0,normal_approximation_1.96,1000,10.0,10.0,10.0,messages_per_task,10.0,10,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,1000,0.0,0.0,0.0,reassignments,0.0,10,0.0
C,autonomous_memory_off,0.91331,0.886886,normal_approximation_1.96,1000,0.955126,0.900098,0.888889,jain_fairness,0.888889,10,0.021316
C,autonomous_memory_off,1000.0,1000.0,normal_approximation_1.96,1000,1000.0,1000.0,1000.0,successful_tasks,1000.0,10,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,1000,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
C,autonomous_memory_off,4.044123,3.769613,normal_approximation_1.96,5000,4.41664,3.906868,3.828906,duration_sec,3.706325,10,0.221448
C,autonomous_memory_off,1325.652034,1240.90765,normal_approximation_1.96,5000,1349.045359,1283.279842,1306.006791,throughput_tasks_sec,1132.082204,10,68.36359
C,autonomous_memory_off,0.77547,0.650351,normal_approximation_1.96,5000,0.951137,0.71291,0.670902,latency_mean_ms,0.625666,10,0.100934
C,autonomous_memory_off,0.49686,0.48274,normal_approximation_1.96,5000,0.513,0.4898,0.4885,latency_median_ms,0.478,10,0.01139
C,autonomous_memory_off,1.209602,1.116868,normal_approximation_1.96,5000,1.29505,1.163235,1.1605,latency_p95_ms,1.0581,10,0.07481
C,autonomous_memory_off,4.673245,0.650643,normal_approximation_1.96,5000,11.87741,2.661944,1.61561,latency_p99_ms,1.39901,10,3.245047
C,autonomous_memory_off,4.091814,3.836311,normal_approximation_1.96,5000,4.328125,3.964062,3.914062,cpu_time_sec,3.6875,10,0.206114
C,autonomous_memory_off,102.888875,100.120072,normal_approximation_1.96,5000,104.569614,101.504474,101.381302,cpu_core_equivalent_percent,97.995866,10,2.233603
C,autonomous_memory_off,12.861109,12.515009,normal_approximation_1.96,5000,13.071202,12.688059,12.672663,cpu_machine_normalized_percent,12.249483,10,0.2792
C,autonomous_memory_off,349.959142,315.44789,normal_approximation_1.96,5000,368.566406,332.703516,335.816406,rss_peak_mb,268.574219,10,27.840347
C,autonomous_memory_off,10.0,10.0,normal_approximation_1.96,5000,10.0,10.0,10.0,messages_per_task,10.0,10,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,reassignments,0.0,10,0.0
C,autonomous_memory_off,0.896513,0.887754,normal_approximation_1.96,5000,0.910851,0.892134,0.889125,jain_fairness,0.888888,10,0.007066
C,autonomous_memory_off,5000.0,5000.0,normal_approximation_1.96,5000,5000.0,5000.0,5000.0,successful_tasks,5000.0,10,0.0
C,autonomous_memory_off,0.0,0.0,normal_approximation_1.96,5000,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
D,autonomous_memory_on,0.110503,0.081899,normal_approximation_1.96,100,0.139558,0.096201,0.085433,duration_sec,0.076583,10,0.023075
D,autonomous_memory_on,1223.808136,949.8669,normal_approximation_1.96,100,1305.766001,1086.837518,1170.505085,throughput_tasks_sec,716.548472,10,220.98935
D,autonomous_memory_on,2.462777,1.540239,normal_approximation_1.96,100,3.67472,2.001508,1.869355,latency_mean_ms,0.91612,10,0.744214
D,autonomous_memory_on,0.753731,0.540169,normal_approximation_1.96,100,1.0635,0.64695,0.5685,latency_median_ms,0.5115,10,0.172282
D,autonomous_memory_on,11.685181,7.128019,normal_approximation_1.96,100,13.33105,9.4066,9.961375,latency_p95_ms,1.56455,10,3.676279
D,autonomous_memory_on,38.676309,14.077969,normal_approximation_1.96,100,77.67811,26.377139,23.688,latency_p99_ms,1.81541,10,19.843567
D,autonomous_memory_on,0.123129,0.083121,normal_approximation_1.96,100,0.1875,0.103125,0.09375,cpu_time_sec,0.078125,10,0.032275
D,autonomous_memory_on,117.002385,97.136627,normal_approximation_1.96,100,134.352839,107.069506,102.52993,cpu_core_equivalent_percent,88.696408,10,16.025777
D,autonomous_memory_on,14.625298,12.142078,normal_approximation_1.96,100,16.794105,13.383688,12.816241,cpu_machine_normalized_percent,11.087051,10,2.003222
D,autonomous_memory_on,178.965468,178.435313,normal_approximation_1.96,100,179.160156,178.70039,178.771484,rss_peak_mb,177.769531,10,0.427679
D,autonomous_memory_on,10.01152,9.96448,normal_approximation_1.96,100,10.0,9.988,10.0,messages_per_task,9.88,10,0.037947
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,reassignments,0.0,10,0.0
D,autonomous_memory_on,0.891062,0.882188,normal_approximation_1.96,100,0.888889,0.886625,0.888889,jain_fairness,0.866251,10,0.007159
D,autonomous_memory_on,100.0,100.0,normal_approximation_1.96,100,100.0,100.0,100.0,successful_tasks,100.0,10,0.0
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,100,0.0,0.0,0.0,failed_tasks,0.0,10,0.0
D,autonomous_memory_on,0.372779,0.336751,normal_approximation_1.96,500,0.404264,0.354765,0.35065,duration_sec,0.314827,10,0.029063
D,autonomous_memory_on,1488.797758,1346.818641,normal_approximation_1.96,500,1588.174831,1417.8082,1425.980903,throughput_tasks_sec,1236.81524,10,114.535048
D,autonomous_memory_on,1.814581,1.108404,normal_approximation_1.96,500,2.168304,1.461493,1.628511,latency_mean_ms,0.578158,10,0.569676
D,autonomous_memory_on,0.724973,0.422927,normal_approximation_1.96,500,1.2395,0.57395,0.48075,latency_median_ms,0.4555,10,0.243662
D,autonomous_memory_on,6.776635,2.803045,normal_approximation_1.96,500,8.62485,4.78984,5.632625,latency_p95_ms,1.0491,10,3.205509
D,autonomous_memory_on,29.618598,12.398954,normal_approximation_1.96,500,47.55598,21.008776,22.126385,latency_p99_ms,1.35108,10,13.891147
D,autonomous_memory_on,0.368363,0.328512,normal_approximation_1.96,500,0.40625,0.348438,0.351562,cpu_time_sec,0.3125,10,0.032149
D,autonomous_memory_on,103.375804,93.470076,normal_approximation_1.96,500,113.393015,98.42294,97.705806,cpu_core_equivalent_percent,87.461867,10,7.990985
D,autonomous_memory_on,12.921976,11.683759,normal_approximation_1.96,500,14.174127,12.302868,12.213226,cpu_machine_normalized_percent,10.932733,10,0.998873
D,autonomous_memory_on,193.055455,190.582827,normal_approximation_1.96,500,194.75,191.819141,191.798828,rss_peak_mb,188.480469,10,1.994678
D,autonomous_memory_on,10.00192,9.99408,normal_approximation_1.96,500,10.0,9.998,10.0,messages_per_task,9.98,10,0.006325
D,autonomous_memory_on,0.0,0.0,normal_approximation_1.96,500,0.0,0.0,0.0,reassignments,0.0,10,0.0
