timestamp,source_ip,server,username,service,attempts,status,port,protocol,comment,anomaly_label,hour,weekday
2023-11-19T09:51:27.600925,150.107.55.102,proxy-mow-01,admin,sudo,2,Failed,80,N/A,User admin failed login via sudo,normal,9,6
2024-11-13T00:16:41.567848,153.10.171.82,srv-tok-03,gwhite,login,4,Failed,80,RDP,User gwhite failed login via login,normal,0,2
2023-10-19T01:25:36.832677,62.24.5.128,web-sgp-02,nginx,sudo,4,Failed,443,N/A,User nginx failed login via sudo,normal,1,3
2026-05-08T22:57:46.239758,213.107.237.38,srv-ldn-02,root,login,1,Success,2222,RDP,User root success login via login,normal,22,4
2025-10-15T15:18:19.296748,102.59.113.180,backup-prk-01,admin,login,1,Success,443,N/A,User admin success login via login,normal,15,2
2026-02-25T10:14:09.894997,106.151.93.39,srv-ldn-02,ec2-user,su,3,Failed,80,N/A,User ec2-user failed login via su,normal,10,2
2026-09-07T06:30:01.951218,128.216.84.147,monitor-car-01,alyssa19,ssh,3,Failed,22,SSH2,User alyssa19 failed login via ssh,normal,6,0
2026-07-01T05:09:23.353944,219.109.201.92,monitor-car-01,kmaldonado,su,1,Failed,22,SSH2,User kmaldonado failed login via su,normal,5,2
2023-08-12T23:35:00.576374,157.79.31.38,proxy-mow-01,qmonroe,cron,5,Failed,2222,RDP,User qmonroe failed login via cron,normal,23,5
2025-12-18T16:45:58.264091,34.236.176.252,srv-nyc-01,www-data,login,2,Failed,22,N/A,User www-data failed login via login,normal,16,3
2025-03-05T16:57:18.711748,94.214.65.70,srv-ldn-02,nginx,cron,1,Failed,22,TELNET,User nginx failed login via cron,normal,16,2
2024-05-29T05:59:01.231812,54.253.39.1,srv-nyc-01,ec2-user,ssh,1,Success,22,TELNET,User ec2-user success login via ssh,normal,5,2
2025-05-11T19:19:48.463093,212.60.42.18,monitor-car-01,nginx,login,2,Failed,22,N/A,User nginx failed login via login,normal,19,6
2025-11-10T19:18:07.324427,58.133.211.7,monitor-car-01,nginx,sudo,1,Success,80,N/A,User nginx success login via sudo,normal,19,0
2026-04-25T04:45:11.139675,76.78.204.173,srv-ldn-02,root,su,4,Failed,22,RDP,User root failed login via su,normal,4,5
2024-07-06T19:49:42.182837,221.66.209.53,srv-nyc-01,ernest37,login,1,Failed,22,TELNET,User ernest37 failed login via login,normal,19,5
2024-09-02T14:39:30.338525,130.254.112.59,vpn-thr-02,moralesjacqueline,su,1,Success,80,N/A,User moralesjacqueline success login via su,normal,14,0
2023-08-30T21:15:03.777976,74.23.137.109,srv-tok-03,ubuntu,login,2,Failed,22,TELNET,User ubuntu failed login via login,normal,21,2
2026-08-18T17:42:59.741539,128.1.34.19,srv-ldn-02,frose,sudo,5,Failed,443,SSH2,User frose failed login via sudo,normal,17,1
2024-11-12T15:54:14.136309,166.164.103.33,web-sgp-02,simpsonlarry,login,4,Failed,22,SSH2,User simpsonlarry failed login via login,normal,15,1
2023-10-02T11:33:55.236748,198.48.85.120,proxy-mow-01,root,ssh,3,Success,80,TELNET,Login from unusual server proxy-mow-01,geo_anomaly,11,0
2026-05-07T16:11:30.180429,64.241.83.28,srv-ldn-02,root,login,1,Success,22,RDP,User root success login via login,normal,16,3
2024-04-06T14:50:48.797649,100.128.154.129,vpn-thr-02,aherring,sudo,1,Failed,22,TELNET,User aherring failed login via sudo,normal,14,5
2026-12-02T03:46:20.204393,134.66.25.69,srv-nyc-01,www-data,cron,1,Success,80,SSH2,User www-data success login via cron,normal,3,2
2026-06-29T12:49:47.962085,126.93.76.23,proxy-mow-01,davidbanks,cron,1,Failed,2222,N/A,User davidbanks failed login via cron,normal,12,0
2023-05-27T06:19:52.841253,169.178.198.240,db-ber-01,ubuntu,ssh,4,Failed,443,SSH2,User ubuntu failed login via ssh,normal,6,5
2025-07-05T08:28:26.701246,92.253.152.54,monitor-car-01,root,ssh,2,Failed,22,RDP,User root failed login via ssh,normal,8,5
2026-03-13T17:51:08.874218,80.106.79.228,db-ber-01,nginx,ssh,2,Failed,22,RDP,User nginx failed login via ssh,normal,17,4
2023-07-14T19:03:22.389326,13.141.135.119,web-sgp-02,root,ssh,1,Failed,80,N/A,User root failed login via ssh,normal,19,4
2023-06-18T01:25:53.323194,104.76.20.152,backup-prk-01,admin,su,1,Failed,22,TELNET,User admin failed login via su,normal,1,6
2023-03-03T18:06:28.707041,103.9.230.197,srv-tok-03,admin,sudo,1,Success,22,N/A,User admin success login via sudo,normal,18,4
2025-03-26T04:47:05.974226,200.43.3.60,srv-nyc-01,www-data,login,2,Failed,443,TELNET,User www-data failed login via login,normal,4,2
2026-05-20T16:27:05.951931,203.254.150.156,db-ber-01,ubuntu,login,1,Success,22,TELNET,User ubuntu success login via login,normal,16,2
2025-11-06T01:00:43.719009,221.239.33.43,monitor-car-01,ec2-user,sudo,1,Success,80,RDP,User ec2-user success login via sudo,normal,1,3
2024-06-27T18:37:19.828372,5.169.170.43,db-ber-01,ubuntu,ssh,1,Success,22,N/A,User ubuntu success login via ssh,normal,18,3
2023-07-22T03:31:53.403257,125.89.156.128,db-ber-01,amatthews,cron,1,Failed,22,RDP,User amatthews failed login via cron,normal,3,5
2026-02-26T20:23:43.759534,186.210.254.47,backup-prk-01,admin,sudo,1,Failed,22,SSH2,User admin failed login via sudo,normal,20,3
2026-12-04T14:16:08.461886,57.68.69.149,backup-prk-01,williamsfrank,login,1,Success,2222,SSH2,User williamsfrank success login via login,normal,14,4
2026-12-15T09:10:41.001254,71.90.118.127,srv-tok-03,admin,cron,1,Failed,443,N/A,User admin failed login via cron,normal,9,1
2024-11-28T23:23:09.625386,112.197.168.118,srv-tok-03,admin,cron,1,Failed,22,TELNET,User admin failed login via cron,normal,23,3
2024-03-25T12:06:24.722884,210.68.130.60,db-ber-01,www-data,cron,4,Success,2222,RDP,User www-data success login via cron,normal,12,0
2024-08-28T11:50:42.642094,94.203.134.224,db-ber-01,richard54,sudo,1,Failed,2222,SSH2,User richard54 failed login via sudo,normal,11,2
2026-11-26T07:04:48.705683,62.169.90.134,srv-ldn-02,zrogers,ssh,1,Success,22,N/A,User zrogers success login via ssh,normal,7,3
2023-06-19T08:55:21.149875,17.53.219.122,db-ber-01,root,ssh,3,Failed,22,TELNET,User root failed login via ssh,normal,8,0
2024-03-16T18:41:06.692374,180.251.51.68,srv-nyc-01,www-data,cron,1,Failed,80,RDP,User www-data failed login via cron,normal,18,5
2026-11-23T20:36:02.421535,132.54.162.165,db-ber-01,courtneybennett,ssh,1,Success,22,N/A,User courtneybennett success login via ssh,normal,20,0
2026-03-25T08:21:03.068716,97.196.186.111,web-sgp-02,admin,sudo,1,Success,80,N/A,User admin success login via sudo,normal,8,2
2025-03-23T10:52:12.898501,63.69.135.202,srv-ldn-02,cruzcorey,ssh,1,Success,443,N/A,User cruzcorey success login via ssh,normal,10,6
2026-02-24T21:38:18.478420,182.243.189.180,backup-prk-01,nginx,sudo,2,Success,80,SSH2,User nginx success login via sudo,normal,21,1
2024-09-09T15:15:14.744520,48.178.219.71,db-ber-01,ubuntu,cron,1,Failed,22,SSH2,User ubuntu failed login via cron,normal,15,0
2025-05-04T10:23:19.192078,107.18.52.239,db-ber-01,ec2-user,login,1,Success,80,RDP,User ec2-user success login via login,normal,10,6
2024-06-07T10:33:15.068211,65.196.130.68,monitor-car-01,ubuntu,su,2,Failed,22,N/A,User ubuntu failed login via su,normal,10,4
2026-08-11T09:29:42.692043,22.116.58.56,vpn-thr-02,root,su,1,Success,22,RDP,User root success login via su,normal,9,1
2023-06-23T14:36:59.187050,45.67.73.227,vpn-thr-02,www-data,su,1,Success,80,TELNET,User www-data success login via su,normal,14,4
2025-07-24T20:32:39.446898,198.183.68.218,srv-tok-03,www-data,sudo,1,Success,2222,N/A,User www-data executed sudo with elevated privileges,privilege_escalation,20,3
2025-06-29T04:27:52.328789,93.86.142.176,proxy-mow-01,admin,login,1,Failed,80,SSH2,User admin failed login via login,normal,4,6
2024-07-05T22:14:24.106463,5.53.238.203,db-ber-01,root,sudo,1,Success,22,N/A,User root success login via sudo,normal,22,4
2023-06-02T22:18:34.998678,159.57.198.210,srv-tok-03,ec2-user,sudo,3,Failed,22,N/A,User ec2-user failed login via sudo,normal,22,4
2023-08-05T16:00:24.043300,59.22.88.133,vpn-thr-02,admin,ssh,1,Success,80,SSH2,User admin success login via ssh,normal,16,5
2026-07-05T09:05:11.993476,26.81.152.72,vpn-thr-02,www-data,sudo,1,Success,2222,RDP,User www-data success login via sudo,normal,9,6
2026-05-01T23:00:49.745573,198.89.218.217,monitor-car-01,root,su,2,Success,22,SSH2,User root success login via su,normal,23,4
2025-03-03T12:01:47.792787,204.19.224.9,vpn-thr-02,admin,login,2,Failed,443,RDP,User admin failed login via login,normal,12,0
2024-05-11T17:19:11.421797,203.104.188.185,db-ber-01,ubuntu,su,1,Success,22,SSH2,User ubuntu success login via su,normal,17,5
2026-04-09T10:52:05.042494,73.126.215.207,proxy-mow-01,root,ssh,2,Failed,22,N/A,User root failed login via ssh,normal,10,3
2026-06-30T17:53:36.279561,137.250.90.120,srv-ldn-02,ubuntu,ssh,1,Success,80,N/A,User ubuntu success login via ssh,normal,17,1
2026-05-14T19:21:35.210847,158.27.140.59,backup-prk-01,nginx,ssh,1,Success,2222,TELNET,User nginx success login via ssh,normal,19,3
2023-04-07T21:13:26.225630,66.133.201.253,db-ber-01,www-data,ssh,1,Failed,22,SSH2,User www-data failed login via ssh,normal,21,4
2023-04-07T21:04:05.537116,83.58.139.124,db-ber-01,nginx,ssh,1,Failed,80,TELNET,User nginx failed login via ssh,normal,21,4
2023-01-23T07:35:28.696341,171.82.135.84,web-sgp-02,www-data,login,4,Failed,2222,N/A,User www-data failed login via login,normal,7,0
2024-11-03T16:09:28.112997,56.118.127.142,backup-prk-01,ubuntu,login,1,Failed,23859,RDP,Port scan detected from 56.118.127.142 on port 23859,port_scan,16,6
2026-08-08T14:12:37.116056,9.115.74.38,srv-tok-03,nginx,cron,1,Success,22,N/A,User nginx success login via cron,normal,14,5
2025-09-17T17:08:25.230837,161.56.195.70,monitor-car-01,admin,su,1,Failed,22,SSH2,User admin failed login via su,normal,17,2
2025-12-26T13:40:02.048954,214.152.105.41,db-ber-01,ubuntu,sudo,4,Failed,22,N/A,User ubuntu failed login via sudo,normal,13,4
2026-04-20T12:24:34.075076,28.111.40.6,proxy-mow-01,amanda96,login,1,Success,443,RDP,User amanda96 success login via login,normal,12,0
2025-06-05T20:20:38.705145,112.83.228.180,backup-prk-01,admin,login,1,Success,80,SSH2,Login from unusual server backup-prk-01,geo_anomaly,20,3
2025-04-12T14:08:34.546938,63.149.171.15,srv-nyc-01,yangkevin,sudo,1,Success,22,TELNET,User yangkevin success login via sudo,normal,14,5
2026-06-09T10:18:54.400090,206.108.36.246,srv-ldn-02,www-data,ssh,1,Success,22,N/A,User www-data success login via ssh,normal,10,1
2026-02-01T19:42:16.746460,56.142.52.40,vpn-thr-02,nginx,su,2,Failed,443,N/A,User nginx failed login via su,normal,19,6
2023-04-01T21:32:48.879052,136.38.6.52,db-ber-01,root,su,1,Success,443,RDP,User root success login via su,normal,21,5
2023-03-23T01:40:03.676705,90.190.81.56,vpn-thr-02,justingreer,ssh,1,Success,2222,TELNET,User justingreer success login via ssh,normal,1,3
2025-11-13T02:17:37.218968,137.176.27.153,proxy-mow-01,travisboyer,sudo,1,Failed,443,TELNET,User travisboyer failed login via sudo,normal,2,3
2026-03-29T00:30:32.066725,34.64.98.187,db-ber-01,admin,cron,1,Success,80,TELNET,User admin success login via cron,normal,0,6
2025-06-12T04:27:03.909395,35.2.150.89,vpn-thr-02,root,ssh,2,Failed,2222,RDP,User root failed login via ssh,normal,4,3
2023-05-29T03:52:37.436906,176.165.181.90,db-ber-01,root,ssh,1,Success,2222,SSH2,User root success login via ssh,normal,3,0
2023-02-17T09:35:23.285699,148.186.246.177,web-sgp-02,www-data,sudo,2,Failed,22,SSH2,User www-data failed login via sudo,normal,9,4
2023-10-12T15:52:32.403121,191.176.178.228,srv-nyc-01,gravesdeborah,su,1,Success,22,TELNET,User gravesdeborah success login via su,normal,15,3
2023-06-12T01:19:55.912455,93.230.106.56,proxy-mow-01,ec2-user,sudo,1,Failed,443,N/A,User ec2-user failed login via sudo,normal,1,0
2026-02-25T07:22:11.487865,88.207.47.222,srv-ldn-02,debra94,sudo,2,Failed,2222,TELNET,User debra94 failed login via sudo,normal,7,2
2026-03-13T00:54:57.773593,211.227.193.221,backup-prk-01,www-data,cron,3,Failed,22,N/A,User www-data failed login via cron,normal,0,4
2025-01-27T18:00:58.015686,163.6.170.135,db-ber-01,ec2-user,sudo,1,Success,2222,TELNET,User ec2-user success login via sudo,normal,18,0
2026-01-09T15:49:56.619335,18.105.46.143,srv-nyc-01,caseysean,cron,1,Success,22,RDP,User caseysean success login via cron,normal,15,4
2026-10-28T11:40:25.110811,209.71.133.141,srv-ldn-02,nginx,su,3,Failed,2222,N/A,User nginx failed login via su,normal,11,2
2024-12-10T19:13:30.468848,214.233.77.153,backup-prk-01,ubuntu,ssh,1,Failed,22,RDP,Login from unusual server backup-prk-01,geo_anomaly,19,1
2023-12-02T07:07:10.178567,189.113.140.222,web-sgp-02,root,cron,1,Success,2222,SSH2,User root success login via cron,normal,7,5
2025-01-10T09:01:10.551381,205.42.95.189,proxy-mow-01,ubuntu,su,1,Success,22,RDP,User ubuntu success login via su,normal,9,4
2024-09-13T21:59:50.972815,1.43.6.63,web-sgp-02,www-data,cron,1,Failed,22,TELNET,User www-data failed login via cron,normal,21,4
2026-09-28T04:50:49.622484,38.89.121.13,db-ber-01,nginx,sudo,1,Failed,80,RDP,User nginx failed login via sudo,normal,4,0
2024-08-29T03:15:26.138304,104.125.192.43,srv-nyc-01,root,sudo,1,Success,80,RDP,User root success login via sudo,normal,3,3
2026-03-01T08:39:12.518026,29.88.57.78,db-ber-01,nginx,ssh,1,Success,2222,TELNET,User nginx success login via ssh,normal,8,6
2023-02-13T23:54:12.883362,218.98.75.255,srv-nyc-01,nginx,sudo,2,Success,2222,N/A,User nginx success login via sudo,normal,23,0
2024-06-08T12:14:10.144810,86.67.160.246,web-sgp-02,christian11,ssh,1,Success,22,SSH2,User christian11 success login via ssh,normal,12,5
2023-09-17T17:53:03.948536,173.216.12.254,backup-prk-01,ec2-user,su,4,Failed,2222,N/A,User ec2-user failed login via su,normal,17,6
2023-01-05T17:15:10.103341,135.226.80.109,srv-nyc-01,chad23,login,1,Failed,22,RDP,User chad23 failed login via login,normal,17,3
2025-12-28T01:06:27.634449,33.147.221.163,vpn-thr-02,www-data,sudo,1,Success,22,SSH2,User www-data success login via sudo,normal,1,6
2026-09-23T20:53:33.738134,114.69.43.195,vpn-thr-02,admin,cron,1,Failed,80,SSH2,User admin failed login via cron,normal,20,2
2023-10-01T00:11:21.310429,86.11.118.92,srv-nyc-01,root,sudo,1,Failed,2222,RDP,User root failed login via sudo,normal,0,6
2025-10-29T22:06:57.978538,120.57.54.162,vpn-thr-02,root,login,1,Failed,22,SSH2,User root failed login via login,normal,22,2
2026-11-12T02:50:05.592349,62.75.179.93,backup-prk-01,admin,login,2,Failed,22,N/A,User admin failed login via login,normal,2,3
2026-11-03T22:11:05.703191,52.237.78.228,srv-tok-03,ubuntu,sudo,1,Success,22,N/A,User ubuntu success login via sudo,normal,22,1
2023-09-26T16:57:21.881295,199.52.133.108,srv-nyc-01,nginx,su,1,Success,80,RDP,User nginx success login via su,normal,16,1
2025-02-17T12:18:17.714450,56.26.8.117,backup-prk-01,admin,login,1,Success,443,SSH2,User admin success login via login,normal,12,0
2026-08-03T14:32:34.828164,205.200.84.128,srv-ldn-02,admin,ssh,2,Success,22,RDP,User admin success login via ssh,normal,14,0
2024-04-06T04:50:07.116472,114.241.111.181,srv-ldn-02,admin,ssh,1,Success,80,SSH2,User admin success login via ssh,normal,4,5
2024-02-29T22:43:31.983072,34.245.218.91,db-ber-01,ubuntu,ssh,1,Success,443,N/A,User ubuntu success login via ssh,normal,22,3
2026-06-11T00:33:00.369584,153.52.9.214,srv-nyc-01,ubuntu,su,1,Success,22,N/A,User ubuntu success login via su,normal,0,3
2023-04-24T18:21:21.773079,90.229.19.130,srv-tok-03,admin,cron,1,Success,22,TELNET,User admin success login via cron,normal,18,0
2024-03-13T02:30:31.075946,41.27.44.39,web-sgp-02,root,login,1,Success,2222,SSH2,User root success login via login,normal,2,2
2025-05-12T23:19:16.382529,54.177.45.177,srv-nyc-01,ec2-user,ssh,1,Success,80,N/A,User ec2-user success login via ssh,normal,23,0
2023-05-04T10:49:53.567240,27.208.242.11,srv-ldn-02,www-data,su,1,Success,22,N/A,User www-data success login via su,normal,10,3
2025-07-19T02:02:22.840359,14.5.221.77,srv-nyc-01,ubuntu,cron,1,Failed,2222,N/A,User ubuntu failed login via cron,normal,2,5
2026-08-08T20:13:55.408231,27.228.30.128,monitor-car-01,usmith,su,1,Success,2222,SSH2,User usmith success login via su,normal,20,5
2024-03-04T05:38:25.429298,21.239.70.9,vpn-thr-02,www-data,login,1,Success,22,N/A,User www-data success login via login,normal,5,0
2025-10-01T18:32:19.093349,167.35.125.66,web-sgp-02,hillangela,su,2,Failed,443,RDP,User hillangela failed login via su,normal,18,2
2024-09-22T07:20:45.616439,119.65.81.172,srv-ldn-02,alopez,su,1,Success,443,SSH2,User alopez success login via su,normal,7,6
2024-05-11T23:11:31.596333,13.175.149.199,srv-ldn-02,ubuntu,sudo,1,Failed,22,RDP,User ubuntu failed login via sudo,normal,23,5
2024-11-06T03:44:05.361481,158.238.48.188,db-ber-01,ubuntu,login,1,Success,2222,RDP,User ubuntu success login via login,normal,3,2
2026-01-07T08:25:44.385039,60.189.221.44,srv-tok-03,admin,cron,1,Success,22,RDP,User admin success login via cron,normal,8,2
2025-06-22T08:29:33.185550,83.27.155.238,srv-ldn-02,root,login,1,Success,2222,N/A,User root success login via login,normal,8,6
2023-06-17T02:34:52.261781,192.147.70.48,backup-prk-01,nginx,login,2,Failed,22,TELNET,User nginx failed login via login,normal,2,5
2025-03-07T00:05:32.577636,111.138.255.88,srv-tok-03,www-data,cron,1,Failed,443,N/A,User www-data failed login via cron,normal,0,4
2023-05-16T03:03:31.551709,23.111.131.243,vpn-thr-02,root,ssh,1,Failed,22,SSH2,User root failed login via ssh,normal,3,1
2023-06-26T09:56:22.710802,209.76.41.124,db-ber-01,bramirez,ssh,1,Success,443,RDP,User bramirez success login via ssh,normal,9,0
2023-01-01T08:52:20.908771,57.91.233.249,vpn-thr-02,ubuntu,cron,1,Failed,80,SSH2,User ubuntu failed login via cron,normal,8,6
2024-05-31T13:55:26.434695,214.69.226.147,srv-ldn-02,qgarcia,login,1,Success,22,SSH2,User qgarcia success login via login,normal,13,4
2025-05-19T07:09:48.379119,80.204.149.103,monitor-car-01,root,login,4,Failed,443,SSH2,User root failed login via login,normal,7,0
2024-03-22T04:21:42.504159,47.240.99.0,srv-ldn-02,admin,su,3,Failed,443,SSH2,User admin failed login via su,normal,4,4
2024-02-17T19:29:09.955746,77.117.51.77,srv-nyc-01,carloscallahan,su,1,Success,443,TELNET,User carloscallahan success login via su,normal,19,5
2025-02-14T19:24:29.399337,57.209.132.58,srv-nyc-01,nginx,su,2,Failed,22,TELNET,User nginx failed login via su,normal,19,4
2025-12-18T11:36:15.345765,216.234.105.42,srv-ldn-02,ec2-user,login,1,Success,443,RDP,User ec2-user success login via login,normal,11,3
2024-03-02T16:35:09.782171,40.209.236.147,proxy-mow-01,admin,su,1,Failed,22,RDP,User admin failed login via su,normal,16,5
2023-08-18T07:43:53.931838,152.105.79.247,web-sgp-02,ubuntu,su,1,Success,22,SSH2,User ubuntu success login via su,normal,7,4
2024-08-08T18:37:39.368603,25.145.23.59,db-ber-01,ubuntu,login,2,Failed,80,N/A,User ubuntu failed login via login,normal,18,3
2024-05-31T22:11:14.769254,29.72.143.82,proxy-mow-01,ec2-user,su,1,Success,2222,N/A,User ec2-user success login via su,normal,22,4
2023-11-15T07:04:08.360541,26.47.6.6,db-ber-01,www-data,sudo,27,Failed,22,N/A,Multiple failed login attempts for user www-data,brute_force,7,2
2024-12-20T08:54:00.394306,202.227.81.147,srv-ldn-02,root,ssh,1,Success,2222,TELNET,User root success login via ssh,normal,8,4
2026-07-19T12:13:35.324722,117.175.185.86,vpn-thr-02,douglas70,sudo,1,Success,22,N/A,User douglas70 success login via sudo,normal,12,6
2024-11-19T10:22:17.564084,208.82.210.100,db-ber-01,admin,su,1,Success,22,N/A,User admin success login via su,normal,10,1
2026-05-20T11:43:05.394467,192.133.53.54,web-sgp-02,admin,cron,1,Failed,2222,N/A,User admin failed login via cron,normal,11,2
2025-09-28T23:49:48.501400,188.164.201.44,monitor-car-01,ubuntu,ssh,3,Success,80,TELNET,User ubuntu success login via ssh,normal,23,6
2023-01-06T11:03:45.267496,125.43.140.11,backup-prk-01,warddarren,login,1,Success,2222,TELNET,User warddarren success login via login,normal,11,4
2025-11-27T13:34:56.640554,116.155.86.79,backup-prk-01,ec2-user,sudo,1,Success,22,SSH2,User ec2-user success login via sudo,normal,13,3
2023-10-07T03:48:00.271464,26.144.246.184,web-sgp-02,nginx,ssh,1,Failed,443,RDP,User nginx failed login via ssh,normal,3,5
2025-08-04T02:05:37.141601,137.121.37.231,vpn-thr-02,ajackson,ssh,1,Failed,80,SSH2,User ajackson failed login via ssh,normal,2,0
2024-10-15T01:06:28.834381,148.58.132.201,srv-tok-03,admin,sudo,1,Success,80,TELNET,User admin success login via sudo,normal,1,1
2024-05-24T18:49:08.698990,197.181.139.144,srv-ldn-02,jasonlopez,su,4,Failed,443,N/A,User jasonlopez failed login via su,normal,18,4
2026-03-23T23:53:04.198117,46.23.23.247,srv-ldn-02,www-data,cron,1,Success,22,SSH2,User www-data success login via cron,normal,23,0
2026-03-07T13:14:37.873564,22.137.94.138,srv-nyc-01,ec2-user,su,1,Failed,443,RDP,User ec2-user failed login via su,normal,13,5
2025-07-13T10:28:47.912263,219.162.177.200,proxy-mow-01,bullockarthur,su,1,Success,22,RDP,User bullockarthur success login via su,normal,10,6
2023-12-07T06:34:06.881507,37.139.87.28,srv-tok-03,paulerica,ssh,1,Success,22,RDP,User paulerica success login via ssh,normal,6,3
2025-10-26T04:31:36.567579,12.141.0.43,monitor-car-01,ec2-user,login,1,Success,80,RDP,User ec2-user success login via login,normal,4,6
2026-01-31T06:55:40.136275,221.42.116.34,srv-tok-03,www-data,su,4,Failed,443,TELNET,User www-data failed login via su,normal,6,5
2025-01-23T12:59:43.468035,202.220.120.49,srv-ldn-02,sbrown,cron,1,Failed,80,RDP,User sbrown failed login via cron,normal,12,3
2025-04-28T04:50:35.341177,31.56.139.135,web-sgp-02,www-data,sudo,1,Success,22,SSH2,User www-data success login via sudo,normal,4,0
2023-03-18T17:28:05.014626,50.140.61.243,srv-ldn-02,matthewwilliams,su,1,Success,22,TELNET,User matthewwilliams success login via su,normal,17,5
2025-09-20T12:51:36.056504,195.150.7.228,web-sgp-02,taylorkristin,ssh,1,Success,443,SSH2,User taylorkristin success login via ssh,normal,12,5
